blockSize,timeStamp(end),bufferBlockSize,bufferTimeStamp(end),updateDuration
64,419.707916,1120,419.707916,0.062946
64,419.963776,1120,419.963776,0.057474
64,420.219635,1120,420.219635,0.062963
64,420.475494,1120,420.475494,0.060500
64,420.731354,1120,420.731354,0.055648
64,420.987213,1120,420.987213,0.047060
64,421.243073,1120,421.243073,0.054044
64,421.499908,1120,421.499908,0.061219
64,421.755768,1120,421.755768,0.044673
64,422.011627,1120,422.011627,0.054073
64,422.267487,1120,422.267487,0.051898
64,422.523346,1120,422.523346,0.054575
64,422.779205,1120,422.779205,0.054367
64,423.035065,1120,423.035065,0.044775
64,423.291901,1120,423.291901,0.077272
64,423.547760,1120,423.547760,0.052794
64,423.803619,1120,423.803619,0.043431
64,424.059479,1120,424.059479,0.052132
64,424.315338,1120,424.315338,0.060410
64,424.571198,1120,424.571198,0.046877
64,424.827057,1120,424.827057,0.063374
64,425.083893,1120,425.083893,0.045696
64,425.339752,1120,425.339752,0.072607
64,425.595612,1120,425.595612,0.070728
64,425.851471,1120,425.851471,0.067274
64,426.107330,1120,426.107330,0.067923
64,426.363190,1120,426.363190,0.057373
64,426.619049,1120,426.619049,0.075581
64,426.875885,1120,426.875885,0.052022
64,427.131744,1120,427.131744,0.059925
64,427.387604,1120,427.387604,0.046582
64,427.643463,1120,427.643463,0.060745
64,427.899323,1120,427.899323,0.062310
64,428.155182,1120,428.155182,0.050882
64,428.411041,1120,428.411041,0.049381
64,428.667877,1120,428.667877,0.046724
64,428.923737,1120,428.923737,0.063633
64,429.179596,1120,429.179596,0.054654
64,429.435455,1120,429.435455,0.073247
64,429.691315,1120,429.691315,0.049898
64,429.947174,1120,429.947174,0.046512
64,430.203033,1120,430.203033,0.054606
64,430.459869,1120,430.459869,0.057239
64,430.715729,1120,430.715729,0.047022
64,430.971588,1120,430.971588,0.060153
64,431.227448,1120,431.227448,0.043085
64,431.483307,1120,431.483307,0.076294
64,431.739166,1120,431.739166,0.058426
64,431.995026,1120,431.995026,0.049924
64,432.251862,1120,432.251862,0.056453
64,432.507721,1120,432.507721,0.074770
64,432.763580,1120,432.763580,0.046141
64,433.019440,1120,433.019440,0.054170
64,433.275299,1120,433.275299,0.059903
64,433.531158,1120,433.531158,0.052967
64,433.787018,1120,433.787018,0.067963
64,434.043854,1120,434.043854,0.050740
64,434.299713,1120,434.299713,0.050216
64,434.555573,1120,434.555573,0.067093
64,434.811432,1120,434.811432,0.051611
64,435.067291,1120,435.067291,0.053820
64,435.323151,1120,435.323151,0.044932
64,435.579010,1120,435.579010,0.075475
64,435.835846,1120,435.835846,0.080514
64,436.091705,1120,436.091705,0.052951
64,436.347565,1120,436.347565,0.057014
64,436.603424,1120,436.603424,0.079780
64,436.859283,1120,436.859283,0.051916
64,437.115143,1120,437.115143,0.057988
64,437.371002,1120,437.371002,0.042557
64,437.627838,1120,437.627838,0.095790
64,437.883698,1120,437.883698,0.064730
64,438.139557,1120,438.139557,0.044210
64,438.395416,1120,438.395416,0.048300
64,438.651276,1120,438.651276,0.050450
64,438.907135,1120,438.907135,0.050098
64,439.162994,1120,439.162994,0.050433
64,439.419830,1120,439.419830,0.045034
64,439.675690,1120,439.675690,0.051175
64,439.931549,1120,439.931549,0.048060
64,440.187408,1120,440.187408,0.045818
64,440.443268,1120,440.443268,0.047203
64,440.699127,1120,440.699127,0.047450
64,440.954987,1120,440.954987,0.043829
32,441.083893,1088,441.083893,0.044371
96,441.467682,1120,441.467682,0.056515
64,441.723541,1120,441.723541,0.058542
64,441.979401,1120,441.979401,0.075337
64,442.235260,1120,442.235260,0.056962
64,442.491119,1120,442.491119,0.053979
64,442.746979,1120,442.746979,0.057017
64,443.003815,1120,443.003815,0.076677
64,443.259674,1120,443.259674,0.054201
64,443.515533,1120,443.515533,0.043386
64,443.771393,1120,443.771393,0.061199
64,444.027252,1120,444.027252,0.073086
64,444.283112,1120,444.283112,0.057722
64,444.538971,1120,444.538971,0.055680
64,444.795807,1120,444.795807,0.061604
64,445.051666,1120,445.051666,0.063442
64,445.307526,1120,445.307526,0.047479
64,445.563385,1120,445.563385,0.057964
64,445.819244,1120,445.819244,0.056930
64,446.075104,1120,446.075104,0.059600
64,446.330963,1120,446.330963,0.071701
64,446.587799,1120,446.587799,0.068151
64,446.843658,1120,446.843658,0.052825
64,447.099518,1120,447.099518,0.067407
64,447.355377,1120,447.355377,0.060688
64,447.611237,1120,447.611237,0.044487
64,447.867096,1120,447.867096,0.046915
64,448.123932,1120,448.123932,0.047454
64,448.379791,1120,448.379791,0.057573
64,448.635651,1120,448.635651,0.047976
64,448.891510,1120,448.891510,0.059941
64,449.147369,1120,449.147369,0.048392
64,449.403229,1120,449.403229,0.057464
64,449.659088,1120,449.659088,0.062941
64,449.915924,1120,449.915924,0.048965
64,450.171783,1120,450.171783,0.057042
64,450.427643,1120,450.427643,0.060351
64,450.683502,1120,450.683502,0.047034
64,450.939362,1120,450.939362,0.054035
64,451.195221,1120,451.195221,0.048083
64,451.451080,1120,451.451080,0.070655
64,451.707916,1120,451.707916,0.047486
64,451.963776,1120,451.963776,0.052404
64,452.219635,1120,452.219635,0.044973
64,452.475494,1120,452.475494,0.066805
64,452.731354,1120,452.731354,0.065194
64,452.987213,1120,452.987213,0.048281
64,453.243073,1120,453.243073,0.059020
64,453.499908,1120,453.499908,0.067617
64,453.755768,1120,453.755768,0.053498
64,454.011627,1120,454.011627,0.068566
64,454.267487,1120,454.267487,0.062955
64,454.523346,1120,454.523346,0.068670
64,454.779205,1120,454.779205,0.052354
64,455.035065,1120,455.035065,0.047295
64,455.291901,1120,455.291901,0.047068
64,455.547760,1120,455.547760,0.096933
64,455.803619,1120,455.803619,0.051072
64,456.059479,1120,456.059479,0.070813
64,456.315338,1120,456.315338,0.060623
64,456.571198,1120,456.571198,0.057854
64,456.827057,1120,456.827057,0.052846
64,457.083893,1120,457.083893,0.051561
64,457.339752,1120,457.339752,0.048589
64,457.595612,1120,457.595612,0.068030
64,457.851471,1120,457.851471,0.062559
64,458.107330,1120,458.107330,0.045350
64,458.363190,1120,458.363190,0.059506
64,458.619049,1120,458.619049,0.066530
64,458.875885,1120,458.875885,0.053390
64,459.131744,1120,459.131744,0.048629
64,459.387604,1120,459.387604,0.047642
64,459.643463,1120,459.643463,0.059348
64,459.899323,1120,459.899323,0.063991
64,460.155182,1120,460.155182,0.054665
64,460.411041,1120,460.411041,0.042916
64,460.667877,1120,460.667877,0.060190
64,460.923737,1120,460.923737,0.085852
64,461.179596,1120,461.179596,0.051477
64,461.435455,1120,461.435455,0.049178
64,461.691315,1120,461.691315,0.059649
64,461.947174,1120,461.947174,0.061887
64,462.203033,1120,462.203033,0.043475
64,462.459869,1120,462.459869,0.047008
64,462.715729,1120,462.715729,0.081000
64,462.971588,1120,462.971588,0.049312
64,463.227448,1120,463.227448,0.054617
64,463.483307,1120,463.483307,0.054909
64,463.739166,1120,463.739166,0.069258
64,463.995026,1120,463.995026,0.047049
64,464.251862,1120,464.251862,0.047866
