blockSize,timeStamp(end),bufferBlockSize,bufferTimeStamp(end),updateDuration
0,NaN,0,NaN,0.005904
64,323.707916,0,NaN,0.042301
64,323.963776,0,NaN,0.042645
64,324.219635,0,NaN,0.043993
64,324.475494,0,NaN,0.075045
64,324.731354,0,NaN,0.045109
64,324.987213,0,NaN,0.028565
64,325.243073,0,NaN,0.025920
64,325.499908,0,NaN,0.032970
64,325.755768,0,NaN,0.034852
64,326.011627,0,NaN,0.039163
64,326.267487,0,NaN,0.037030
64,326.523346,0,NaN,0.028348
64,326.779205,0,NaN,0.027588
64,327.035065,0,NaN,0.027871
64,327.291901,0,NaN,0.026473
64,327.547760,0,NaN,0.026562
64,327.803619,0,NaN,0.102616
64,328.059479,0,NaN,0.050211
64,328.315338,0,NaN,0.037516
64,328.571198,0,NaN,0.156250
64,328.827057,0,NaN,0.039751
64,329.083893,0,NaN,0.036252
64,329.339752,0,NaN,0.032120
64,329.595612,0,NaN,0.032792
64,329.851471,0,NaN,0.043099
64,330.107330,0,NaN,0.044637
64,330.363190,0,NaN,0.034465
64,330.619049,0,NaN,0.040428
64,330.875885,0,NaN,0.035398
64,331.131744,0,NaN,0.041591
64,331.387604,0,NaN,0.036030
64,331.643463,0,NaN,0.040218
64,331.899323,0,NaN,0.035193
64,332.155182,0,NaN,0.047926
64,332.411041,0,NaN,0.036161
64,332.667877,0,NaN,0.029689
64,332.923737,0,NaN,0.058239
64,333.179596,0,NaN,0.032247
64,333.435455,0,NaN,0.034961
64,333.691315,0,NaN,0.038821
64,333.947174,0,NaN,0.032785
64,334.203033,0,NaN,0.056436
64,334.459869,0,NaN,0.031372
64,334.715729,0,NaN,0.053335
64,334.971588,0,NaN,0.054409
64,335.227448,0,NaN,0.042574
64,335.483307,0,NaN,0.036553
64,335.739166,0,NaN,0.057995
64,335.995026,0,NaN,0.047838
64,336.251862,0,NaN,0.053387
64,336.507721,0,NaN,0.040101
64,336.763580,0,NaN,0.028023
64,337.019440,0,NaN,0.079710
64,337.275299,0,NaN,0.059587
64,337.531158,0,NaN,0.030571
64,337.787018,0,NaN,0.044029
64,338.043854,0,NaN,0.074248
64,338.299713,0,NaN,0.068732
64,338.555573,0,NaN,0.054816
64,338.811432,0,NaN,0.059922
64,339.067291,0,NaN,0.045223
64,339.323151,0,NaN,0.049207
64,339.579010,0,NaN,0.041316
64,339.835846,0,NaN,0.047718
64,340.091705,0,NaN,0.039494
64,340.347565,0,NaN,0.078105
64,340.603424,0,NaN,0.063212
64,340.859283,0,NaN,0.048293
64,341.115143,0,NaN,0.065309
64,341.371002,0,NaN,0.051314
64,341.627838,0,NaN,0.064481
64,341.883698,0,NaN,0.060430
64,342.139557,0,NaN,0.049681
64,342.395416,0,NaN,0.041702
64,342.651276,0,NaN,0.031115
64,342.907135,0,NaN,0.042722
64,343.162994,0,NaN,0.056610
64,343.419830,0,NaN,0.039357
64,343.675690,0,NaN,0.050232
64,343.931549,0,NaN,0.035884
64,344.187408,0,NaN,0.064374
64,344.443268,0,NaN,0.053741
64,344.699127,0,NaN,0.045227
64,344.954987,0,NaN,0.048847
64,345.211823,0,NaN,0.076675
64,345.467682,0,NaN,0.069187
64,345.723541,0,NaN,0.062925
64,345.979401,0,NaN,0.067300
64,346.235260,0,NaN,0.080089
64,346.491119,0,NaN,0.030446
64,346.746979,0,NaN,0.059016
64,347.003815,0,NaN,0.053459
64,347.259674,0,NaN,0.061853
64,347.515533,0,NaN,0.047684
64,347.771393,0,NaN,0.084232
64,348.027252,0,NaN,0.060322
64,348.283112,0,NaN,0.074944
64,348.538971,0,NaN,0.090306
64,348.795807,0,NaN,0.073086
64,349.051666,0,NaN,0.047118
64,349.307526,0,NaN,0.061533
64,349.563385,0,NaN,0.047598
64,349.819244,0,NaN,0.053834
64,350.075104,0,NaN,0.045481
64,350.330963,0,NaN,0.046991
64,350.587799,0,NaN,0.057056
64,350.843658,0,NaN,0.051586
64,351.099518,0,NaN,0.047970
64,351.355377,0,NaN,0.062001
64,351.611237,0,NaN,0.071004
64,351.867096,0,NaN,0.044098
64,352.123932,0,NaN,0.056361
64,352.379791,0,NaN,0.045646
64,352.635651,0,NaN,0.040375
64,352.891510,0,NaN,0.030709
64,353.147369,0,NaN,0.031491
64,353.403229,0,NaN,0.053569
64,353.659088,0,NaN,0.062287
64,353.915924,0,NaN,0.042780
64,354.171783,0,NaN,0.047481
64,354.427643,0,NaN,0.051191
64,354.683502,0,NaN,0.050207
64,354.939362,0,NaN,0.033246
64,355.195221,0,NaN,0.025733
64,355.451080,0,NaN,0.028099
64,355.707916,0,NaN,0.065253
64,355.963776,0,NaN,0.029134
64,356.219635,0,NaN,0.044284
64,356.475494,0,NaN,0.033034
64,356.731354,0,NaN,0.053360
64,356.987213,0,NaN,0.039186
