Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,AFz,Cpz,POz,TimeStamp,Event,EventTime,EventFile
-1911.7670,-2120.9792,-1797.4379,-2237.0295,52028.9805,51354.5156,65792.7813,43600.6953,-221.0140,3475.2043,-1178.3839,2036.0427,66352.4063,53659.5625,47647.4336,44977.4531,1842.6777,4359.6182,3644.8318,32942.1563,42476.8945,44369.5078,104.155426,NaN,NaN,NaN
2772.6892,2435.8037,2753.6006,2202.8538,52029.7852,51107.1953,65904.7656,42082.8359,2982.8401,3052.3318,3247.3955,3380.0083,66585.4219,53649.3047,47764.5586,43352.6836,3440.5144,2762.1838,3371.0676,33413.4883,41538.1680,44503.4844,104.159424,NaN,NaN,NaN
3854.0664,3620.0662,3587.5667,3374.4204,51998.2266,51039.6016,65949.7578,41454.2383,3298.6926,2910.8677,3917.2324,3438.7263,66665.5078,53658.7148,47808.7930,42725.0000,3506.5193,1086.9877,3262.1028,33624.1992,41163.2852,44556.5039,104.163422,NaN,NaN,NaN
680.4541,410.5345,428.8405,430.7852,51988.9492,51264.7305,65866.8125,42676.6523,1954.9506,3285.9075,1270.0037,3017.2173,66477.3047,53681.6016,47720.5039,44053.8320,2846.0698,3252.4021,3485.5085,33259.2383,41926.3516,44449.1250,104.167419,NaN,NaN,NaN
-3051.2588,-3104.5901,-3127.9924,-3148.3325,52001.0859,51447.7031,65773.3125,43925.5117,-1817.1073,3621.6084,-2859.2573,1075.4541,66290.3125,53682.3633,47623.4961,45374.3320,490.7549,4586.4214,3700.7112,32858.0898,42680.6094,44336.1602,104.171417,NaN,NaN,NaN
-1920.3278,-2147.0415,-1777.7236,-2249.7700,52021.7148,51348.6172,65785.6328,43600.7422,-140.0560,3466.7554,-1157.4626,2069.7490,66343.6641,53652.9453,47639.5664,44976.6484,1872.1597,4360.8477,3639.9143,32932.9688,42475.8242,44363.9414,104.175415,NaN,NaN,NaN
2747.6328,2396.8669,2749.6892,2172.5000,52026.5000,51106.1680,65901.5000,42088.2891,3002.5991,3049.5378,3255.7327,3375.6497,66580.5938,53646.6875,47761.0273,43357.3984,3438.7263,2655.2979,3371.3135,33406.4453,41540.8281,44500.5547,104.179413,NaN,NaN,NaN
3865.5330,3633.9688,3602.9893,3390.9160,52007.0547,51047.8281,65957.9609,41462.9102,3308.8628,2930.0901,3927.2908,3446.8623,66672.0781,53665.8867,47816.4375,42733.5625,3509.6931,963.0025,3264.4946,33623.3242,41164.4922,44557.9336,104.183411,NaN,NaN,NaN
722.6542,464.0893,487.5139,494.5323,51984.8594,51259.8555,65863.5938,42668.9648,2038.6132,3278.4419,1326.5536,3076.8962,66473.7031,53678.3398,47716.7031,44044.5117,2974.7712,3247.4849,3484.7263,33257.0039,41922.3945,44448.1406,104.187408,NaN,NaN,NaN
-3045.8945,-3097.9963,-3120.6611,-3138.2742,51997.9336,51446.0469,65771.0781,43923.2109,-1828.5067,3614.7910,-2840.4819,1029.7001,66288.0547,53681.1992,47621.5078,45371.2227,507.1834,4587.3823,3707.7966,32857.1289,42681.7266,44337.3867,104.191406,NaN,NaN,NaN
-1960.2926,-2163.4028,-1839.5708,-2269.4397,52030.7227,51358.4727,65793.8516,43616.2539,-227.2502,3490.4036,-1227.3342,2019.5471,66350.1875,53661.1289,47647.2344,44993.1445,1771.2863,4367.9331,3645.9717,32930.9570,42482.1055,44365.7070,104.195404,NaN,NaN,NaN
2724.1411,2388.9768,2717.3237,2170.2202,52024.2422,51104.1094,65899.1797,42094.3906,2976.6040,3048.1072,3217.7124,3383.1824,66576.9688,53644.9453,47757.5391,43362.3828,3446.5049,2798.9524,3373.4370,33401.7969,41545.6328,44500.0625,104.199402,NaN,NaN,NaN
3862.6272,3636.9863,3608.2197,3399.5662,52000.6836,51042.0391,65952.7109,41457.5664,3302.6267,2916.9695,3921.6582,3441.4980,66666.3984,53660.9922,47810.5586,42726.3867,3508.3967,1118.2354,3264.0027,33619.9063,41163.2852,44556.8594,104.203400,NaN,NaN,NaN
769.2352,540.8675,569.5895,589.8849,51992.4375,51266.3398,65871.1250,42670.5742,2012.0592,3295.5188,1322.9550,3058.9031,66479.8750,53683.8125,47723.3867,44045.8555,2891.3992,3196.0981,3483.2734,33255.5273,41917.8125,44447.6953,104.207397,NaN,NaN,NaN
-3026.4707,-3074.1248,-3095.1802,-3112.6592,51998.4922,51445.6211,65772.1328,43922.4961,-1770.9063,3616.4897,-2837.4868,1137.2120,66288.3438,53681.8242,47621.4844,45369.5469,602.5359,4585.6392,3707.9753,32855.5195,42680.8320,44337.6563,104.211395,NaN,NaN,NaN
-1947.5298,-2166.0627,-1801.6847,-2261.5493,52023.4609,51352.6836,65787.3984,43615.8750,-162.7430,3474.6904,-1183.4131,2076.3877,66343.6172,53656.2109,47640.5742,44991.6016,1897.6183,4373.2529,3647.6704,32927.3164,42486.2383,44365.6172,104.215393,NaN,NaN,NaN
2721.2131,2374.4927,2731.9641,2158.0386,52030.3203,51110.9727,65903.9844,42106.9766,3002.3757,3063.1724,3241.5168,3384.0093,66580.6172,53649.7070,47762.5039,43375.6602,3444.5378,2706.9302,3374.7334,33397.3945,41549.9688,44499.3945,104.219391,NaN,NaN,NaN
2721.2131,2374.4927,2731.9641,2158.0386,52030.3203,51110.9727,65903.9844,42106.9766,3002.3757,3063.1724,3241.5168,3384.0093,66580.6172,53649.7070,47762.5039,43375.6602,3444.5378,2706.9302,3374.7334,33397.3945,41549.9688,44499.3945,104.223389,NaN,NaN,NaN
3864.7505,3633.2759,3602.8774,3390.2900,52000.9531,51040.9219,65952.6172,41456.4727,3303.0959,2919.6072,3925.5696,3441.4084,66665.8438,53660.3438,47810.1328,42724.3516,3507.4802,1098.5883,3262.0806,33616.0156,41160.5586,44554.9805,104.227386,NaN,NaN,NaN
777.1478,513.9560,534.4525,538.7217,51979.6523,51252.4570,65860.0625,42652.2461,2041.8541,3268.7190,1377.7168,3072.3142,66469.2813,53672.9297,47711.7656,44024.3281,2965.3611,3246.3003,3479.3394,33251.7734,41910.3672,44444.7656,104.231384,NaN,NaN,NaN
-3029.3542,-3082.9314,-3105.3501,-3124.5503,51997.7344,51444.5703,65771.5469,43919.2305,-1812.6146,3618.3896,-2819.9407,1066.0887,66286.9531,53680.2617,47620.6563,45365.2773,507.2505,4580.9673,3704.9580,32850.6484,42675.6914,44334.0586,104.235382,NaN,NaN,NaN
-1964.6959,-2180.3008,-1812.3018,-2274.9158,52023.6172,51352.9727,65786.7266,43620.8789,-181.8091,3482.9380,-1206.9271,2031.4829,66341.5156,53654.9141,47639.4766,44996.3633,1784.9879,4373.2080,3644.6531,32918.9570,42484.6523,44360.3672,104.239380,NaN,NaN,NaN
2702.2810,2356.8350,2718.7991,2142.2134,52021.0234,51102.1641,65894.8828,42104.7188,2996.0054,3045.2686,3225.2224,3381.6177,66571.4922,53641.7500,47753.2266,43371.2109,3447.6223,2785.4966,3374.1746,33391.2266,41552.3398,44496.9336,104.243378,NaN,NaN,NaN
3878.2063,3653.5713,3622.6143,3408.5068,52002.8750,51041.6836,65954.2734,41456.0234,3305.1748,2921.6858,3929.4141,3442.8167,66667.6719,53661.4609,47811.8789,42722.6523,3507.7932,1053.5494,3261.7676,33614.6094,41159.7539,44555.4727,104.247375,NaN,NaN,NaN
882.2010,650.5698,668.0489,669.7924,51990.3555,51260.5039,65870.3203,42654.7500,2100.2146,3284.3875,1416.6311,3110.1558,66480.2578,53682.0273,47722.3359,44026.1641,3011.7634,3194.3101,3482.3569,33256.8008,41910.8828,44450.3086,104.251373,NaN,NaN,NaN
882.2010,650.5698,668.0489,669.7924,51990.3555,51260.5039,65870.3203,42654.7500,2100.2146,3284.3875,1416.6311,3110.1558,66480.2578,53682.0273,47722.3359,44026.1641,3011.7634,3194.3101,3482.3569,33256.8008,41910.8828,44450.3086,104.255371,NaN,NaN,NaN
-2993.7478,-3045.0227,-3065.0723,-3084.9207,51994.4922,51440.4141,65769.0859,43913.5313,-1744.2631,3604.5093,-2792.6938,1172.5725,66285.4609,53678.1836,47618.4023,45357.5234,702.2694,4581.3696,3706.9473,32852.6602,42677.3008,44337.5430,104.259369,NaN,NaN,NaN
-1941.1819,-2183.6536,-1737.8928,-2231.3745,52025.7383,51355.0547,65788.5156,43627.2500,-210.2405,3482.9380,-1162.4918,1981.0127,66342.7656,53656.6563,47641.0430,45001.4375,1763.2396,4379.6230,3648.3857,32918.4844,42490.2852,44362.7578,104.263367,NaN,NaN,NaN
2719.4248,2354.7786,2758.0039,2171.3154,52028.4648,51108.6719,65901.1172,42116.9883,3008.2764,3058.9480,3252.2012,3360.9871,66576.5703,53647.0664,47758.9922,43382.4531,3417.3804,2825.7969,3378.1978,33389.7734,41558.3945,44498.9023,104.267365,NaN,NaN,NaN
3865.9353,3635.9358,3604.1963,3389.1501,52000.1680,51037.5039,65952.0859,41451.1523,3300.9277,2909.2358,3924.9214,3440.5144,66666.3984,53659.4492,47809.7773,42715.2773,3512.5542,1173.8018,3264.4497,33616.0156,41161.3633,44558.6250,104.271362,NaN,NaN,NaN
762.1050,505.0153,518.0911,550.4340,51987.6094,51255.8789,65868.2422,42644.6445,2099.9241,3274.9998,1423.6049,3098.3093,66479.2266,53679.3672,47720.4375,44014.0039,3009.2375,3235.7278,3479.8982,33256.5117,41905.8984,44450.4414,104.275360,NaN,NaN,NaN
-3026.8062,-3080.6960,-3103.8301,-3102.8245,51998.1797,51442.3359,65772.4219,43913.5078,-1761.6750,3612.4219,-2774.7454,1151.5842,66288.8125,53680.6172,47621.4844,45356.6719,655.2861,4578.9561,3705.7849,32851.1172,42674.9102,44337.2539,104.279358,NaN,NaN,NaN
-1972.0720,-2185.2183,-1824.6622,-2278.7603,52022.4531,51351.9688,65785.2500,43628.3672,-252.0383,3475.1597,-1231.9611,2011.6122,66340.0625,53654.5547,47638.0039,45001.4375,1829.7361,4383.8921,3649.7268,32916.0508,42494.3320,44363.5391,104.283356,NaN,NaN,NaN
2694.1228,2347.5813,2711.9817,2130.6128,52025.6055,51106.2344,65897.5859,42119.6016,2981.2756,3055.4387,3213.5325,3367.9607,66573.0781,53644.3867,47755.8203,43384.3555,3434.0996,2846.4050,3376.7673,33383.8477,41560.1836,44496.5781,104.287354,NaN,NaN,NaN
3876.2842,3645.2563,3613.8298,3398.6497,52002.1133,51037.8359,65953.2031,41450.7734,3303.9900,2916.5002,3933.1023,3441.4534,66666.9844,53659.5625,47810.5820,42713.9375,3510.4753,1140.9672,3260.9629,33611.3008,41157.3164,44555.6523,104.291351,NaN,NaN,NaN
837.7657,572.2941,593.7294,600.4125,51981.9766,51248.5938,65863.1875,42632.3281,2114.8550,3263.2651,1440.2570,3111.2732,66474.5078,53673.8438,47715.1406,43999.2734,3026.9177,3222.5627,3476.6797,33253.9180,41899.4180,44448.3867,104.295349,NaN,NaN,NaN
-3010.6011,-3067.8215,-3087.2229,-3105.2383,51996.1016,51440.0586,65770.8516,43909.1289,-1755.2601,3608.3091,-2795.6667,1100.4657,66286.5313,53678.4492,47619.5625,45350.6133,605.8217,4576.5195,3704.1533,32848.8828,42672.4297,44336.3164,104.299347,NaN,NaN,NaN
-1955.1294,-2187.2075,-1788.8547,-2244.7632,52026.7891,51356.2383,65788.7344,43637.4883,-263.8623,3488.0566,-1245.3497,1958.5269,66341.8047,53657.2383,47640.8633,45010.3086,1732.2825,4387.4907,3649.6597,32911.6914,42496.3438,44362.0859,104.303345,NaN,NaN,NaN
2701.3423,2342.8875,2727.1138,2149.9023,52024.9141,51106.0977,65896.6484,42126.3555,2980.0015,3053.2258,3217.1758,3351.7334,66571.4922,53643.9375,47754.5664,43389.8516,3413.4690,2844.7288,3380.3660,33381.3672,41566.3320,44497.7188,104.307343,NaN,NaN,NaN
3877.1111,3646.7092,3614.8804,3398.6721,52005.1758,51040.7422,65956.4453,41453.3203,3305.4429,2917.5508,3932.8564,3444.5154,66670.2656,53662.6914,47813.8906,42715.3672,3513.9399,1013.5622,3264.4946,33613.1094,41160.4883,44559.3398,104.311340,NaN,NaN,NaN
807.4567,550.8811,559.2406,568.9189,51995.7656,51260.6836,65876.6875,42639.9531,2119.9065,3284.4546,1451.2317,3125.9585,66487.5859,53685.9375,47728.2578,44006.5156,3054.1423,3096.7000,3482.0886,33260.6016,41902.5234,44455.6953,104.315338,NaN,NaN,NaN
-3021.6428,-3075.2200,-3100.6563,-3110.9380,52001.0430,51444.9961,65776.3125,43913.3320,-1741.2903,3611.3489,-2770.1858,1152.7688,66292.3672,53684.6406,47625.0156,45354.1016,725.9846,4582.5991,3711.6411,32855.0742,42679.2930,44344.2070,104.319336,NaN,NaN,NaN
-2077.9075,-2293.4678,-1937.3597,-2392.6870,52030.9492,51362.7188,65793.0078,43648.7969,-305.1460,3492.3035,-1318.3953,2014.8533,66345.2734,53662.5117,47645.1563,45021.6211,1850.3667,4398.5771,3656.9016,32913.5703,42506.0664,44367.3398,104.323334,NaN,NaN,NaN
2601.0947,2234.5261,2625.5923,2013.1769,52037.0508,51119.2852,65907.6719,42146.5391,2958.7227,3076.8740,3173.5229,3378.2424,66580.1484,53654.3789,47764.7383,43410.6641,3442.9509,2898.5293,3386.5798,33381.5703,41575.9414,44501.6523,104.327332,NaN,NaN,NaN
3878.0276,3647.9834,3619.0156,3403.7012,52003.8125,51039.4922,65955.8359,41453.7891,3305.8230,2913.7285,3935.0916,3443.5320,66668.6328,53662.2227,47812.2813,42714.2031,3517.1809,1199.6852,3266.9084,33612.2188,41162.1680,44560.8594,104.331329,NaN,NaN,NaN
849.9697,591.3824,609.7779,618.8974,51989.2188,51254.5820,65871.7969,42629.9375,2061.3000,3271.4236,1438.5806,3066.2346,66482.6484,53681.3125,47722.9609,43995.0703,2942.7859,3200.4343,3480.3230,33258.0313,41897.4492,44454.3555,104.335327,NaN,NaN,NaN
-3013.9314,-3069.3638,-3091.8943,-3108.9263,52004.0352,51448.3047,65779.3672,43916.0586,-1755.4836,3624.5142,-2803.9592,1104.9137,66293.8203,53686.7188,47627.3398,45357.3438,566.1249,4578.1958,3707.8860,32849.5977,42674.7305,44340.4063,104.339325,NaN,NaN,NaN
-2042.8823,-2247.5571,-1900.9934,-2330.7058,52025.9648,51359.0078,65788.2656,43651.5234,-253.3347,3488.0566,-1327.4478,2030.6559,66339.3281,53658.6680,47639.6797,45024.0781,1845.6505,4401.5723,3655.8064,32907.0625,42507.6055,44364.2773,104.343323,NaN,NaN,NaN
2627.4922,2279.0508,2653.8003,2079.0698,52029.8086,51114.4375,65900.8984,42148.3242,2965.9424,3065.3406,3165.9233,3371.1123,66572.5703,53649.0781,47757.8750,43411.8711,3440.6487,2792.5820,3386.6914,33375.1328,41578.7344,44499.0586,104.347321,NaN,NaN,NaN
3887.5046,3658.7568,3629.9009,3415.9946,52010.3633,51045.9492,65961.6250,41460.3594,3313.6460,2931.2300,3942.9370,3449.3435,66672.6328,53666.6719,47817.5313,42721.2227,3515.3928,961.9296,3265.6792,33607.7930,41159.6641,44558.3594,104.351318,NaN,NaN,NaN
-2988.9421,-3044.4417,-3066.7935,-3080.5396,51995.9883,51440.9297,65772.6016,43907.8555,-1686.4391,3606.7222,-2772.3762,1200.1322,66287.1328,53680.9297,47620.4336,45347.8672,753.4550,4575.9160,3708.1318,32847.3867,42673.3672,44339.6914,104.355316,NaN,NaN,NaN
-2117.3584,-2320.5356,-1977.9952,-2416.8269,52030.4766,51364.7305,65792.1328,43662.6328,-338.2042,3502.3618,-1349.2854,1979.9398,66341.5625,53662.4219,47643.2109,45036.1250,1772.0909,4404.7017,3656.5889,32901.8789,42510.1797,44362.1992,104.359314,NaN,NaN,NaN
2555.9443,2195.1870,2588.4883,1980.6550,52031.1250,51115.9570,65901.4766,42157.8008,2950.1172,3071.3530,3145.8291,3380.5894,66572.0781,53650.1758,47757.8086,43421.1914,3445.2532,2900.8093,3387.7197,33370.2813,41583.2070,44497.8281,104.363312,NaN,NaN,NaN
2555.9443,2195.1870,2588.4883,1980.6550,52031.1250,51115.9570,65901.4766,42157.8008,2950.1172,3071.3530,3145.8291,3380.5894,66572.0781,53650.1758,47757.8086,43421.1914,3445.2532,2900.8093,3387.7197,33370.2813,41583.2070,44497.8281,104.367310,NaN,NaN,NaN
3890.1646,3660.9475,3631.7336,3415.4583,52003.8359,51039.1328,65956.2188,41454.5273,3307.1416,2912.1194,3939.5842,3443.9565,66668.3438,53662.9609,47812.1914,42713.5781,3519.3491,1235.4703,3268.5850,33609.2656,41162.8828,44561.8203,104.371307,NaN,NaN,NaN
3890.1646,3660.9475,3631.7336,3415.4583,52003.8359,51039.1328,65956.2188,41454.5273,3307.1416,2912.1194,3939.5842,3443.9565,66668.3438,53662.9609,47812.1914,42713.5781,3519.3491,1235.4703,3268.5850,33609.2656,41162.8828,44561.8203,104.375305,NaN,NaN,NaN
1000.2852,732.3549,745.1177,755.0195,51994.5156,51257.3320,65877.7656,42624.4609,2115.8162,3279.0232,1528.3004,3094.1519,66487.5391,53685.5820,47727.9922,43987.8750,2975.2629,3195.5393,3480.6135,33258.6328,41891.6367,44456.1211,104.379303,NaN,NaN,NaN
-2966.7917,-3026.9177,-3050.1636,-3064.5134,52001.3555,51445.4648,65777.7813,43911.4766,-1711.0037,3617.7415,-2763.1450,1181.6249,66290.8438,53684.8438,47624.5703,45350.9297,690.4006,4575.7598,3708.5789,32846.4023,42672.6992,44340.0703,104.383301,NaN,NaN,NaN
-2966.7917,-3026.9177,-3050.1636,-3064.5134,52001.3555,51445.4648,65777.7813,43911.4766,-1711.0037,3617.7415,-2763.1450,1181.6249,66290.8438,53684.8438,47624.5703,45350.9297,690.4006,4575.7598,3708.5789,32846.4023,42672.6992,44340.0703,104.387299,NaN,NaN,NaN
-2068.9221,-2265.5503,-1935.0798,-2344.2732,52023.7266,51359.2344,65785.9844,43662.2969,-311.7845,3487.6096,-1334.5109,1994.9155,66334.8594,53657.4609,47636.5508,45034.2695,1833.6029,4410.6694,3658.5557,32898.9297,42514.1992,44362.3555,104.391296,NaN,NaN,NaN
2601.5864,2258.3530,2628.8110,2065.5247,52034.2539,51119.9141,65903.8906,42167.9961,2964.4224,3077.9468,3158.7036,3375.2698,66573.3906,53652.8125,47760.1563,43431.2500,3441.9004,2833.5083,3390.8042,33367.5781,41588.9727,44498.5898,104.395294,NaN,NaN,NaN
2601.5864,2258.3530,2628.8110,2065.5247,52034.2539,51119.9141,65903.8906,42167.9961,2964.4224,3077.9468,3158.7036,3375.2698,66573.3906,53652.8125,47760.1563,43431.2500,3441.9004,2833.5083,3390.8042,33367.5781,41588.9727,44498.5898,104.399292,NaN,NaN,NaN
3889.7397,3662.6909,3632.8066,3417.7380,52008.7969,51043.0664,65960.5547,41458.4180,3311.9248,2923.8093,3943.7192,3447.6223,66671.7656,53666.2227,47816.2578,42717.2656,3519.0139,1131.3558,3267.3779,33606.2266,41161.2266,44560.6133,104.403290,NaN,NaN,NaN
933.5429,683.0023,695.9439,711.7913,51987.3633,51249.4414,65871.9531,42611.4766,2161.7041,3260.7170,1517.3481,3129.4675,66482.9844,53680.2617,47722.4922,43972.8086,3056.9810,3199.4063,3478.7136,33258.2305,41887.0781,44456.2539,104.407288,NaN,NaN,NaN
933.5429,683.0023,695.9439,711.7913,51987.3633,51249.4414,65871.9531,42611.4766,2161.7041,3260.7170,1517.3481,3129.4675,66482.9844,53680.2617,47722.4922,43972.8086,3056.9810,3199.4063,3478.7136,33258.2305,41887.0781,44456.2539,104.411285,NaN,NaN,NaN
-2986.9753,-3042.4971,-3065.7205,-3079.0420,52003.0313,51446.8750,65779.9766,43910.7617,-1714.2000,3615.9534,-2763.7036,1187.5258,66293.8203,53687.5703,47627.3633,45349.5430,712.6630,4576.3633,3711.3728,32848.7930,42674.3516,44343.6680,104.415283,NaN,NaN,NaN
-2068.3633,-2264.1423,-1932.7776,-2342.1274,52032.5352,51367.7500,65794.0078,43675.1289,-306.5989,3502.3171,-1281.8501,1971.4462,66342.2969,53665.6211,47644.4844,45047.5938,1757.4282,4419.5879,3664.5012,32900.6719,42521.8008,44366.8477,104.419281,NaN,NaN,NaN
2599.5300,2258.2861,2627.5815,2063.8035,52030.1211,51116.1797,65900.0000,42169.9609,2971.7983,3066.7263,3174.6853,3374.5098,66569.6875,53650.1289,47756.1328,43431.9180,3441.7886,2904.6091,3393.6428,33365.6563,41594.3164,44500.0195,104.423279,NaN,NaN,NaN
3896.5347,3666.8259,3634.9746,3418.0286,52007.6797,51040.9453,65959.7266,41455.5313,3311.7014,2917.9753,3950.7378,3447.0635,66671.4297,53665.3984,47815.4297,42712.8398,3520.6008,1144.6552,3267.8921,33605.9141,41161.2266,44561.9570,104.427277,NaN,NaN,NaN
1039.1102,773.1245,778.2654,789.8882,51992.0352,51251.3398,65876.4922,42608.7031,2220.3774,3269.2107,1644.8649,3152.9817,66487.5156,53683.4805,47726.5156,43968.9180,3083.7583,3180.8096,3477.8643,33258.9492,41883.4336,44457.3047,104.431274,NaN,NaN,NaN
-2943.0989,-3001.4368,-3025.5767,-3038.5408,51998.0664,51440.9961,65775.7734,43902.8047,-1648.2399,3603.8611,-2714.1274,1247.8978,66289.8594,53683.3906,47622.8047,45339.9102,831.2390,4572.5854,3709.5400,32847.0938,42671.6484,44343.0430,104.435272,NaN,NaN,NaN
-2943.0989,-3001.4368,-3025.5767,-3038.5408,51998.0664,51440.9961,65775.7734,43902.8047,-1648.2399,3603.8611,-2714.1274,1247.8978,66289.8594,53683.3906,47622.8047,45339.9102,831.2390,4572.5854,3709.5400,32847.0938,42671.6484,44343.0430,104.439270,NaN,NaN,NaN
-2025.9397,-2220.3105,-1913.7563,-2302.0732,52028.8477,51364.7773,65790.3047,43676.0234,-422.0009,3497.6233,-1428.6787,1954.0789,66337.8281,53661.9336,47640.5742,45047.7266,1782.0151,4418.3140,3661.8191,32894.4141,42521.7578,44363.4727,104.443268,NaN,NaN,NaN
2634.2424,2296.0381,2647.5193,2093.3972,52032.2656,51117.7461,65900.8047,42177.5820,2926.6033,3076.3823,3121.9128,3356.8071,66569.1719,53650.4219,47756.4688,43439.2266,3420.5098,2919.6965,3391.7207,33358.8359,41595.3867,44496.3750,104.447266,NaN,NaN,NaN
969.5292,726.2529,720.7767,724.0177,51994.2227,51252.0781,65879.0859,42603.4063,2181.9326,3265.3215,1523.5172,3176.4287,66490.6016,53685.5586,47729.1094,43961.8359,3089.6145,3177.2109,3479.2500,33262.7031,41882.2734,44461.2383,104.451263,NaN,NaN,NaN
2570.4058,2223.9092,2603.6206,2030.9465,52036.6250,51122.9531,65904.7656,42188.2461,2947.3679,3079.6680,3127.8584,3367.5361,66572.5703,53654.5781,47760.5586,43449.0625,3436.8711,2865.7170,3397.5320,33359.5078,41603.8359,44500.3789,104.455261,NaN,NaN,NaN
1021.1171,773.3033,774.0632,796.0126,51993.2422,51249.2188,65878.7500,42595.3828,2232.0005,3259.3535,1610.8901,3163.0623,66491.0938,53684.5078,47728.7969,43952.0898,3107.4736,3180.7202,3479.4065,33264.0664,41878.9180,44462.7578,104.459259,NaN,NaN,NaN
-2059.8472,-2241.9470,-1956.9175,-2332.8516,52038.2773,51374.2305,65798.3516,43693.5469,-424.2361,3516.2200,-1486.2568,1915.3433,66344.5313,53669.7539,47648.2383,45064.7148,1692.1165,4430.2495,3667.8318,32892.9375,42531.9258,44367.2266,104.463257,NaN,NaN,NaN
2618.3057,2287.0752,2629.5486,2078.1311,52032.4219,51118.6172,65900.1172,42189.8086,2915.0920,3073.6106,3089.9944,3361.1882,66567.4922,53650.3555,47755.5273,43449.2656,3429.0928,2959.2815,3397.2639,33354.4805,41606.0703,44498.3203,104.467255,NaN,NaN,NaN
1033.7682,793.6657,783.6298,794.0233,51999.2969,51252.9297,65884.4219,42593.4609,2220.1987,3272.2505,1570.6123,3196.7017,66496.5469,53688.4414,47734.3398,43949.4063,3112.3909,3052.7788,3476.2549,33262.9922,41873.0195,44461.7305,104.471252,NaN,NaN,NaN
-2954.4087,-3008.9023,-3038.7195,-3054.2317,52003.9922,51443.5664,65782.0078,43898.4688,-1589.0748,3608.7114,-2746.7163,1320.8315,66296.7031,53688.4414,47628.8398,45332.4219,895.6567,4567.6460,3711.3728,32849.2852,42670.1055,44348.0039,104.475250,NaN,NaN,NaN
2514.9958,2158.5974,2546.2212,1930.0955,52045.2305,51131.4453,65911.1797,42208.0273,2937.3096,3097.0352,3101.1479,3379.9861,66577.7969,53661.0820,47766.9492,43468.3086,3444.6272,2901.4351,3401.9131,33354.7461,41614.2305,44501.8516,104.479248,NaN,NaN,NaN
3916.5620,3693.1338,3659.3381,3438.2571,52015.4570,51043.4258,65966.6328,41455.9570,3319.2339,2920.5012,3959.7007,3454.0820,66678.4453,53670.6953,47821.8008,42707.7461,3529.0945,1183.9943,3272.9434,33606.2930,41163.4844,44568.4375,104.483246,NaN,NaN,NaN
1073.2860,852.4285,850.8862,873.9308,51996.2344,51248.3906,65882.4766,42583.8711,2234.9063,3256.6938,1635.9017,3160.9390,66495.2500,53686.4063,47732.1055,43937.1367,3094.7329,3139.9282,3479.5405,33267.0820,41872.5938,44466.0898,104.487244,NaN,NaN,NaN
-2147.3096,-2327.6211,-2022.3634,-2420.4033,52036.2656,51372.8672,65795.7969,43700.4063,-349.7824,3511.3025,-1454.4056,1972.3625,66341.5859,53668.3242,47645.8477,45069.9648,1762.2338,4439.2573,3670.0669,32887.7070,42538.3867,44367.1602,104.491241,NaN,NaN,NaN
2530.5303,2194.3376,2562.2026,1987.0476,52038.1211,51124.6758,65904.3594,42207.3125,2938.7178,3079.0420,3093.3918,3379.6731,66571.3359,53655.6953,47760.1758,43465.4453,3453.1655,2954.9675,3405.0422,33353.0469,41619.9297,44503.3516,104.495239,NaN,NaN,NaN
3922.7756,3697.9172,3664.1213,3443.8003,52018.1836,51044.9883,65968.9141,41456.8516,3322.8772,2925.3516,3964.8640,3455.6689,66680.4141,53671.9922,47824.0820,42707.6094,3529.5415,1114.6814,3272.1389,33604.3945,41161.9883,44567.7891,104.499237,NaN,NaN,NaN
1125.1421,886.7160,885.7772,915.6392,52002.3164,51252.1016,65888.3828,42582.4180,2293.8701,3266.8416,1691.0883,3192.0303,66501.4922,53690.9219,47738.0508,43934.6094,3139.3694,3052.5330,3479.4065,33268.8047,41869.6680,44467.9883,104.503235,NaN,NaN,NaN
-2926.7598,-2983.5107,-3008.8577,-3013.6187,52006.0703,51444.1680,65784.6250,43894.2891,-1551.9709,3605.2468,-2689.5630,1308.6499,66299.5859,53690.3203,47631.6563,45325.9180,920.8695,4566.0811,3713.8093,32851.1172,42669.7930,44351.7148,104.507233,NaN,NaN,NaN
-2181.4631,-2372.1235,-2044.8939,-2476.4839,52039.8008,51376.5352,65798.8594,43707.6719,-430.7628,3515.7727,-1397.8110,1885.4590,66344.1797,53671.2070,47649.0664,45076.9844,1689.1437,4444.1079,3673.1738,32886.7227,42543.1016,44368.8594,104.511230,NaN,NaN,NaN
2491.1465,2133.4070,2534.5984,1903.6086,52042.7500,51128.8086,65907.6016,42217.0586,2937.5557,3092.0955,3111.7874,3365.1221,66573.6406,53658.1992,47763.1719,43475.0586,3425.8293,2982.9744,3404.4834,33347.8633,41622.0977,44501.2266,104.515228,NaN,NaN,NaN
3914.7515,3686.0930,3652.0515,3427.8857,52010.4492,51036.3633,65961.6484,41447.6641,3315.5234,2907.4702,3960.4160,3448.3599,66674.2656,53665.3750,47817.0391,42696.2578,3529.2063,1239.3818,3270.3059,33601.6680,41159.7070,44566.6719,104.519226,NaN,NaN,NaN
