Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,AFz,Cpz,POz,TimeStamp,Event,EventTime,EventFile
-259.3026,-558.2125,-70.3856,-660.2705,52092.3945,51257.1289,65921.4609,43278.2969,1070.0227,3327.9734,606.8499,2758.2722,66370.8438,53697.0703,47675.2617,44339.1094,2989.7915,4014.1272,3582.4927,32642.1289,42235.4297,44462.4453,93.651337,NaN,NaN,NaN
3641.4343,3372.4534,3510.0061,3150.0313,52077.1250,51052.5898,66054.1641,41805.7188,3240.5334,2968.0210,3835.2017,3437.6089,66586.0938,53679.2109,47790.2852,42767.9609,3565.8630,2157.0103,3329.6946,33054.6992,41324.7734,44603.0820,93.655334,NaN,NaN,NaN
3267.6460,3010.4670,3025.7778,2898.8423,52047.8242,51106.7461,66049.5781,41912.7617,3154.3452,3035.8137,3495.8574,3422.1860,66554.5313,53690.9883,47779.2891,42917.2266,3527.0828,1904.4132,3356.2261,33027.0703,41409.3555,44593.3594,93.659332,NaN,NaN,NaN
-1186.1847,-1384.3999,-1345.8656,-1300.5138,52047.1289,51348.7266,65922.6016,43427.4258,355.5715,3450.6621,-625.8265,2345.2344,66328.0391,53724.8086,47665.4961,44564.1914,2427.6453,4044.0564,3619.5742,32610.5449,42346.2266,44450.0195,93.663330,NaN,NaN,NaN
-3224.3508,-3262.8406,-3239.6841,-3340.3340,52069.5938,51431.0508,65846.8516,44204.8867,-2410.7920,3619.4849,-3047.2578,788.5472,66220.8594,53726.6406,47603.3789,45378.2656,974.9160,4744.7832,3743.2241,32389.0391,42813.1563,44374.2695,93.667328,NaN,NaN,NaN
-206.0384,-490.1067,-23.2458,-627.6146,52086.6719,51251.6094,65916.1406,43274.6289,1095.7048,3317.6692,619.7244,2768.9341,66365.8125,53692.3320,47669.8086,44335.2422,2999.0005,4005.4548,3580.0564,32640.3398,42235.2500,44461.0391,93.671326,NaN,NaN,NaN
3655.0688,3389.9995,3520.3103,3150.7688,52076.8594,51052.6797,66053.8516,41806.6328,3247.3284,2966.2551,3837.8167,3436.9382,66585.9141,53678.8984,47790.2188,42769.1211,3565.6843,2038.0990,3330.3203,33055.1680,41326.3164,44603.8438,93.675323,NaN,NaN,NaN
3277.1902,3019.3630,3032.7292,2905.4138,52051.9805,51110.0117,66053.1797,41915.5313,3163.9341,3046.0061,3505.0664,3430.1655,66557.5938,53693.2695,47782.4180,42920.2422,3532.9836,1766.7936,3355.2202,33026.5547,41408.0352,44592.6914,93.679321,NaN,NaN,NaN
-1170.8066,-1368.7538,-1332.5216,-1287.3263,52040.8477,51342.2461,65916.6563,43420.8984,363.9088,3439.7322,-608.4592,2356.3655,66322.2734,53718.7734,47659.3047,44557.0156,2488.5984,4015.2449,3617.4509,32607.4160,42342.7188,44446.7773,93.683319,NaN,NaN,NaN
-3230.8774,-3270.5964,-3246.1213,-3347.4641,52065.9063,51427.4727,65843.2266,44201.8477,-2390.6978,3613.6958,-3048.1521,743.1284,66217.1719,53722.8633,47599.7578,45375.0234,946.2610,4742.3916,3748.4543,32386.2676,42810.9883,44371.5625,93.687317,NaN,NaN,NaN
-269.9420,-574.4622,-82.6791,-682.9352,52090.3828,51254.4023,65918.9609,43278.8750,1110.0770,3327.9734,602.0219,2783.1943,66367.9609,53694.1172,47672.2461,44339.9570,2993.0549,4009.9250,3580.1458,32638.5293,42234.4258,44459.3398,93.691315,NaN,NaN,NaN
3631.8677,3361.1436,3500.3501,3136.4636,52072.0313,51047.4922,66049.0469,41802.7461,3235.4597,2957.4709,3828.1160,3432.4902,66581.3047,53674.3359,47785.2109,42764.9883,3564.1196,2101.4885,3328.3088,33052.9102,41325.0000,44601.6758,93.695313,NaN,NaN,NaN
3292.5684,3035.2102,3050.3425,2925.1279,52050.0820,51108.0898,66051.3672,41913.0938,3158.3684,3041.0217,3509.4026,3423.3484,66556.0703,53691.6602,47780.8086,42918.1406,3524.4675,1865.2754,3354.7285,33026.7344,41407.9258,44592.8242,93.699310,NaN,NaN,NaN
-1131.5123,-1328.9900,-1291.6626,-1242.2428,52044.2461,51344.4805,65919.4297,43422.3750,365.5181,3449.6787,-589.7284,2356.9690,66324.2813,53720.3828,47661.6953,44559.2969,2445.1243,4030.3547,3615.6182,32606.2539,42340.5742,44445.4375,93.703308,NaN,NaN,NaN
-3214.6277,-3254.4363,-3229.8494,-3332.2202,52061.7930,51423.2266,65839.3594,44198.2031,-2383.5005,3606.3867,-3025.9121,797.2643,66212.8594,53718.6367,47595.4453,45370.9531,1030.0354,4741.0283,3746.7334,32384.3008,42809.4023,44369.7070,93.707306,NaN,NaN,NaN
-210.2852,-515.6771,-25.3916,-656.5601,52088.5703,51253.4180,65917.2109,43278.9648,1139.8048,3324.7324,657.5212,2769.8057,66365.6328,53692.1523,47670.4805,44340.0703,2994.1501,4004.3372,3579.8552,32637.0332,42234.6914,44458.2227,93.711304,NaN,NaN,NaN
3652.7666,3380.7458,3518.4773,3140.1965,52078.6445,51053.6172,66054.7188,41809.9219,3250.9717,2973.9890,3841.6611,3439.3523,66585.9141,53678.7852,47790.6641,42773.1680,3563.8962,2059.3555,3328.1970,33051.9258,41325.3125,44601.0703,93.715302,NaN,NaN,NaN
3281.9065,3022.0227,3037.3784,2910.1077,52047.4883,51105.2070,66048.9297,41910.0547,3170.9077,3035.7915,3512.1519,3425.4717,66553.6094,53689.0234,47778.2617,42914.6992,3531.9778,1879.2004,3354.1697,33026.1328,41407.1211,44592.1992,93.719299,NaN,NaN,NaN
-1151.9866,-1355.0074,-1312.9191,-1264.1923,52045.4766,51346.1133,65920.8984,43422.5547,364.9593,3447.9353,-579.5583,2293.1995,66325.9609,53721.6992,47663.3945,44559.3203,2378.9631,4035.7861,3615.4392,32609.3164,42342.8516,44448.3203,93.723297,NaN,NaN,NaN
-3225.2449,-3266.2156,-3240.3323,-3342.3010,52072.3203,51433.2188,65848.9297,44208.0820,-2399.5491,3627.5093,-3044.8215,766.3072,66221.8672,53727.3789,47604.9453,45382.0625,912.5323,4743.6660,3743.3806,32387.8105,42813.0430,44373.1953,93.727295,NaN,NaN,NaN
-209.5699,-520.1921,-25.1904,-652.4697,52085.7305,51250.4023,65914.6406,43278.1602,1166.1575,3319.4797,630.4086,2795.8455,66362.8672,53689.6719,47667.4180,44338.8203,3012.6575,4010.9756,3580.1682,32636.4512,42236.0352,44458.1992,93.731293,NaN,NaN,NaN
3646.6870,3374.2415,3514.0740,3138.2073,52074.1758,51049.7266,66050.6953,41807.0820,3247.5295,2963.4165,3835.3804,3434.3008,66581.6406,53674.7383,47786.3750,42769.4141,3563.3374,1992.8591,3328.3757,33050.7852,41325.7578,44600.4688,93.735291,NaN,NaN,NaN
3313.4895,3056.5339,3071.3308,2947.5244,52054.5508,51111.3750,66055.3281,41915.5781,3179.2896,3052.1306,3530.7039,3434.5688,66558.7734,53693.6484,47784.1172,42920.6680,3532.4919,1791.0005,3353.7004,33025.6172,41405.9336,44591.6406,93.739288,NaN,NaN,NaN
-1090.0275,-1287.9521,-1249.0602,-1192.1749,52042.9727,51342.8047,65918.7578,43419.7813,430.6064,3443.1968,-526.7188,2393.8047,66323.6328,53719.1758,47660.7109,44555.6094,2515.9124,4043.1621,3617.7639,32608.8691,42342.2266,44447.9609,93.743286,NaN,NaN,NaN
-3207.2517,-3253.3857,-3221.3779,-3323.3689,52065.7734,51427.3594,65842.9609,44202.6289,-2448.4099,3612.8464,-3036.1267,719.1450,66216.3047,53721.7695,47599.3359,45376.1406,944.3388,4741.4307,3748.5662,32386.0234,42812.0391,44371.6328,93.747284,NaN,NaN,NaN
-129.9530,-464.3351,51.2078,-571.5565,52093.0625,51257.6445,65920.7422,43286.1172,1079.9469,3337.7859,658.0800,2655.3425,66368.4766,53694.7656,47674.0352,44348.4727,2864.1077,4011.2217,3579.9670,32634.9316,42235.6992,44456.7461,93.751282,NaN,NaN,NaN
3660.1428,3385.1492,3524.6465,3150.2546,52072.2773,51047.1797,66048.3750,41806.0742,3252.4246,2963.4165,3841.3931,3429.6069,66579.4531,53672.3711,47784.2969,42768.8984,3558.6882,2120.3757,3325.9841,33047.9688,41323.9727,44597.6289,93.755280,NaN,NaN,NaN
3255.0620,2998.1736,3009.7292,2881.2515,52044.6953,51101.8320,66046.1406,41905.6289,3155.3958,3031.8799,3489.1296,3426.4553,66550.3516,53685.1563,47775.4219,42910.0508,3530.8604,1884.3638,3350.8394,33022.8906,41402.8281,44588.8672,93.759277,NaN,NaN,NaN
-1214.9738,-1410.7080,-1381.2260,-1328.4088,52047.2188,51346.4922,65922.2188,43421.7031,360.3995,3454.0374,-598.8926,2343.5579,66326.3438,53721.3203,47664.2656,44558.5156,2406.2100,4032.8357,3612.4888,32606.9258,42338.7383,44445.5469,93.763275,NaN,NaN,NaN
-3222.1379,-3261.7229,-3233.5374,-3337.1824,52067.5391,51428.3438,65844.3906,44204.5977,-2441.6150,3618.9038,-3026.6272,774.6667,66217.2422,53722.6602,47600.4727,45378.3516,956.3417,4742.0117,3742.6431,32385.3516,42811.8828,44370.8711,93.767273,NaN,NaN,NaN
-189.0063,-499.1591,17.3002,-633.4261,52086.0234,51250.9609,65914.2656,43281.6719,1129.0089,3319.3232,649.8322,2760.0156,66362.6406,53689.5820,47667.6406,44343.1563,2988.0034,4016.9661,3581.7104,32636.3613,42239.3398,44458.6445,93.771271,NaN,NaN,NaN
3656.7229,3383.3611,3527.6191,3147.3938,52079.8750,51054.7578,66055.4141,41814.1016,3254.2351,2974.5254,3841.3931,3440.0227,66586.0938,53678.9180,47791.2695,42777.6172,3565.1255,2064.3848,3330.2534,33052.2617,41329.0430,44602.0547,93.775269,NaN,NaN,NaN
3282.0405,3023.9226,3038.4736,2914.6450,52050.7500,51106.8828,66051.5234,41910.5039,3175.7134,3044.0840,3515.1245,3431.1938,66555.3828,53689.8711,47780.4961,42915.4805,3533.4753,1817.5320,3352.0686,33024.6797,41404.0586,44590.4102,93.779266,NaN,NaN,NaN
-1153.6182,-1354.7168,-1315.2213,-1249.2837,52039.8203,51339.1406,65915.5859,43414.1953,434.2497,3436.4465,-562.9734,2388.7085,66320.5547,53715.5547,47657.7383,44549.9961,2519.1309,4042.2458,3614.9250,32607.2383,42338.8516,44445.7734,93.783264,NaN,NaN,NaN
-3210.1797,-3252.6929,-3229.2681,-3325.2466,52070.3555,51431.0938,65846.8984,44207.3438,-2444.6326,3621.5188,-3049.9402,768.0059,66218.9609,53724.3164,47602.6641,45381.1484,960.6109,4742.3696,3745.1240,32386.3125,42813.0234,44371.6992,93.787262,NaN,NaN,NaN
-125.6839,-442.0281,38.5121,-570.7518,52092.9297,51257.2422,65920.2969,43289.7617,1056.3657,3334.2319,606.8945,2687.3054,66367.6719,53694.5000,47673.3398,44351.8711,2900.1165,4016.5637,3582.2246,32636.4297,42241.0391,44458.9805,93.791260,NaN,NaN,NaN
3662.1768,3389.4631,3526.7251,3153.4063,52073.3711,51048.2773,66049.4219,41809.8086,3249.6082,2959.5720,3835.7380,3430.1655,66580.5469,53673.5781,47785.3242,42772.3398,3562.8904,2113.5139,3330.6111,33051.4102,41330.1836,44601.7656,93.795258,NaN,NaN,NaN
3276.1174,3020.0334,3031.5447,2900.7646,52053.1641,51109.0039,66054.1875,41912.2227,3165.4316,3044.1733,3498.3384,3436.7595,66558.3750,53692.3750,47783.3555,42917.1133,3538.7727,1766.5477,3355.4661,33028.6133,41407.5664,44594.3203,93.799255,NaN,NaN,NaN
-1174.6288,-1370.4525,-1340.5234,-1305.1854,52047.1289,51345.3984,65922.4688,43420.0938,426.4489,3449.0081,-619.2774,2457.2166,66327.2344,53721.4102,47664.5117,44556.6602,2571.5906,4010.3052,3617.8755,32610.6797,42341.6016,44449.0781,93.803253,NaN,NaN,NaN
-3221.6685,-3262.4829,-3238.3206,-3342.0103,52062.9336,51423.7188,65840.1484,44200.8398,-2392.1284,3606.4761,-3036.7080,830.3002,66213.4219,53718.6602,47596.3164,45374.4648,1079.5446,4741.1177,3748.0522,32385.2852,42812.6406,44370.9141,93.807251,NaN,NaN,NaN
-277.2957,-607.6769,-90.2787,-752.9409,52087.4961,51252.1680,65915.1094,43285.8047,1089.2451,3324.5759,609.0627,2757.2217,66362.6406,53689.4258,47668.2461,44348.1836,2993.6138,4011.0205,3579.8330,32633.2773,42239.2969,44456.0313,93.811249,NaN,NaN,NaN
3626.1011,3345.6313,3496.9526,3107.2500,52075.2695,51049.5703,66050.7188,41812.4023,3240.8464,2967.2834,3830.9995,3434.8372,66580.7266,53673.4883,47786.0625,42775.3828,3561.6162,2115.5479,3328.3088,33048.4844,41328.4414,44598.9688,93.815247,NaN,NaN,NaN
3270.0825,3011.5623,3025.7109,2897.9707,52044.8711,51100.5781,66046.2500,41903.6836,3157.2061,3030.1140,3500.8643,3419.8838,66550.0625,53683.9492,47774.9531,42907.7695,3525.7417,1865.6106,3351.1074,33024.0078,41402.7383,44589.6289,93.819244,NaN,NaN,NaN
-1171.6783,-1374.3864,-1337.0590,-1286.9463,52042.3711,51340.6797,65917.6875,43414.1953,362.2324,3441.8557,-600.0102,2335.9360,66322.3594,53716.3125,47659.6836,44550.6680,2428.5840,4027.1138,3613.2488,32606.8125,42336.9727,44445.0352,93.823242,NaN,NaN,NaN
-3227.2788,-3266.8638,-3244.2886,-3343.3516,52067.6055,51427.6758,65843.9219,44205.2891,-2392.8882,3616.6462,-3041.5806,756.4501,66216.3516,53721.3203,47599.7383,45379.6055,946.7528,4740.9390,3741.1902,32384.8594,42812.7070,44370.5820,93.827240,NaN,NaN,NaN
-250.8313,-559.8441,-68.9104,-696.7039,52087.4063,51251.9883,65914.9766,43287.3711,1105.3160,3320.3069,615.6564,2752.5725,66362.5703,53689.7383,47667.9766,44349.3242,2979.8896,4014.5073,3581.7104,32636.0723,42243.6563,44459.2070,93.831238,NaN,NaN,NaN
3638.7297,3364.9209,3505.4241,3126.6514,52076.3008,51050.8477,66051.5234,41814.1445,3245.2720,2965.7188,3831.6699,3435.1501,66581.8438,53674.8086,47787.3125,42777.3047,3564.7456,2027.0349,3330.6558,33050.8320,41331.3906,44601.4063,93.835236,NaN,NaN,NaN
3283.2476,3023.4309,3036.7080,2908.1184,52053.3672,51107.8867,66054.0547,41911.3984,3170.4385,3045.3579,3512.2412,3430.7244,66557.0781,53690.6523,47782.2852,42915.8828,3534.0789,1781.0540,3354.5720,33027.3594,41405.7773,44592.6914,93.839233,NaN,NaN,NaN
-1158.8932,-1364.1493,-1324.9890,-1275.9717,52043.2617,51341.1523,65919.1563,43414.8867,382.8630,3439.3745,-586.1521,2360.9924,66323.8594,53717.6758,47660.9805,44550.8008,2501.1824,4008.6287,3617.8308,32610.6582,42340.2617,44448.6328,93.843231,NaN,NaN,NaN
-3238.5442,-3279.4924,-3250.7258,-3356.3826,52071.6953,51432.2773,65848.3672,44209.7813,-2472.9521,3621.0271,-3020.1006,666.2161,66220.7031,53725.5664,47604.2070,45384.3008,864.9231,4745.4766,3753.4612,32389.7109,42817.6719,44375.3203,93.847229,NaN,NaN,NaN
-286.5046,-617.3328,-78.8569,-771.7610,52094.7383,51258.8750,65921.3047,43296.0430,1079.8798,3338.3223,695.6086,2675.7942,66368.2969,53695.1484,47674.2344,44359.2266,2843.9019,4018.6199,3584.5491,32636.2051,42245.1523,44459.3633,93.851227,NaN,NaN,NaN
3624.9612,3343.5974,3497.7573,3098.9128,52074.2656,51048.8789,66049.5156,41813.7852,3244.3333,2961.7849,3835.4697,3435.2170,66580.5938,53673.5313,47785.6602,42777.1250,3564.9465,2087.5188,3331.0356,33051.2539,41332.6875,44601.6523,93.855225,NaN,NaN,NaN
3286.8462,3016.4126,3031.4775,2900.2280,52053.2539,51108.4688,66054.0703,41910.8164,3184.0730,3042.2959,3534.5706,3429.0703,66558.3047,53691.7500,47783.3359,42916.1523,3531.4414,1854.0548,3355.6672,33029.8867,41407.3203,44594.7031,93.859222,NaN,NaN,NaN
-1114.4355,-1337.2378,-1290.4556,-1240.3654,52050.1016,51347.3633,65924.7266,43420.7422,452.6228,3455.4456,-505.2612,2376.6833,66329.0000,53722.5938,47666.6133,44557.9102,2469.8452,4028.2983,3617.3838,32610.9922,42339.8594,44448.1172,93.863220,NaN,NaN,NaN
-3210.4480,-3253.5422,-3223.1213,-3324.4194,52064.4297,51424.6328,65840.9922,44203.8125,-2379.0303,3610.3877,-3022.5593,816.6880,66213.3047,53718.6836,47596.6094,45377.9063,1056.0975,4742.3472,3748.9238,32385.9785,42813.8711,44370.5586,93.867218,NaN,NaN,NaN
-220.9693,-548.1989,-24.4752,-667.8254,52090.3594,51255.1641,65916.8125,43293.9648,1124.2480,3327.7500,643.4620,2750.2927,66364.0703,53691.8594,47670.2109,44357.3047,2991.8704,4018.2625,3584.2810,32636.6758,42246.0938,44458.4688,93.871216,NaN,NaN,NaN
3649.1011,3372.4980,3516.1304,3133.5356,52080.6367,51054.5352,66053.9609,41821.5195,3252.5364,2977.3193,3839.8955,3439.8440,66584.3438,53678.0234,47790.3516,42786.8711,3564.9019,2046.9727,3329.8511,33051.3672,41332.4648,44599.3516,93.875214,NaN,NaN,NaN
3289.4836,3033.8916,3041.9829,2920.1882,52048.2031,51102.3906,66047.9297,41906.7031,3171.8914,3034.6292,3518.1868,3428.3774,66553.1875,53687.5469,47777.9258,42913.0898,3534.8835,1871.7126,3352.0911,33029.7070,41404.5469,44590.6563,93.879211,NaN,NaN,NaN
-1145.7950,-1347.9666,-1312.7849,-1237.8843,52041.6992,51338.9375,65915.7578,43413.2109,397.3693,3439.1064,-546.1425,2324.2014,66322.2031,53717.0273,47659.3711,44552.0977,2426.5276,4027.6948,3608.0854,32612.4453,42337.0430,44444.4961,93.883209,NaN,NaN,NaN
-3235.0796,-3273.9270,-3244.3779,-3347.0171,52071.4727,51431.2734,65845.2656,44212.6211,-2494.4321,3627.8892,-3018.0889,659.6447,66219.2344,53726.0586,47603.2031,45391.5859,791.2294,4742.5708,3731.8247,32390.0684,42814.1836,44368.2773,93.887207,NaN,NaN,NaN
-236.5485,-531.9938,-20.7424,-684.9245,52087.2734,51251.4297,65910.9141,43296.1758,1070.8721,3326.1631,692.9041,2684.7351,66360.8281,53691.4805,47666.7266,44363.9414,2856.6423,4021.8386,3579.9893,32640.1387,42245.4648,44453.0352,93.891205,NaN,NaN,NaN
3640.8083,3376.7002,3509.9836,3127.3665,52068.2539,51042.3516,66038.9844,41816.4688,3239.6169,2954.1406,3832.0500,3433.6079,66574.0391,53672.1484,47779.0430,42786.8711,3564.2314,2066.6870,3325.3359,33057.8477,41331.4570,44592.3984,93.895203,NaN,NaN,NaN
3311.7236,3066.9722,3044.7769,2931.5652,52051.0430,51104.5586,66045.0000,41916.4727,3178.8650,3042.5864,3537.6328,3438.4358,66555.5156,53695.2578,47780.1836,42932.2461,3539.7786,1796.9014,3348.7158,33042.9844,41405.3984,44584.4180,93.899200,NaN,NaN,NaN
-1073.7107,-1259.7443,-1266.4052,-1181.1108,52042.6172,51338.5781,65909.2813,43423.5820,417.8658,3439.2852,-492.2971,2407.0146,66323.6563,53726.0586,47659.8164,44574.1172,2546.3105,4039.6306,3612.2429,32633.7246,42341.4219,44439.5586,93.903198,NaN,NaN,NaN
-3214.6501,-3244.3108,-3242.8804,-3325.0676,52061.4570,51420.9453,65826.6641,44217.8750,-2535.8501,3599.6365,-3066.4580,780.7017,66212.6406,53730.5742,47594.3945,45411.2109,1057.1927,4754.9980,3745.8840,32419.6621,42821.9844,44362.6680,93.907196,NaN,NaN,NaN
-158.8315,-366.4568,-50.5596,-582.3524,52090.6250,51254.3125,65900.2734,43320.9883,887.2301,3327.6829,496.6111,2724.6553,66365.5234,53711.5977,47670.0117,44411.6836,2984.1365,4042.7151,3580.1458,32682.9648,42258.6328,44446.1953,93.911194,NaN,NaN,NaN
3702.1416,3486.8943,3534.6152,3193.9302,52073.3711,51046.0859,66023.8750,41850.6914,3222.0708,2958.3203,3825.1208,3455.0879,66581.0391,53700.9375,47783.8477,42853.5234,3586.4714,2185.7324,3324.4644,33119.2031,41349.1836,44582.5430,93.915192,NaN,NaN,NaN
3373.2358,3228.8657,3060.5796,3007.3601,52042.5938,51095.0117,66011.6094,41946.1328,3090.1956,3014.1326,3484.0557,3455.1997,66552.3359,53721.6992,47773.1406,43002.8555,3567.8523,1981.1021,3346.3914,33124.5703,41426.0977,44570.0039,93.919189,NaN,NaN,NaN
-1068.5251,-1099.8623,-1338.8694,-1169.8009,52041.4766,51335.6758,65875.4609,43469.8516,17.1661,3336.0647,-718.4074,2365.4180,66326.8125,53765.8008,47659.1250,44674.1172,2495.3711,4085.6528,3537.7893,32734.8652,42365.8086,44419.4180,93.923187,NaN,NaN,NaN
-3257.1184,-3256.6492,-3300.1455,-3368.0278,52062.8672,51419.5391,65786.5703,44278.4453,-2808.9214,3208.5706,-3150.6794,673.3910,66217.9531,53781.1133,47595.4453,45539.6875,948.5633,4808.1504,3542.4832,32543.8926,42851.5117,44336.3594,93.927185,NaN,NaN,NaN
-98.9512,-88.4235,-95.3302,-494.6664,52076.1875,51237.4375,65836.3203,43380.7344,461.4294,3125.9585,405.4383,2723.4705,66359.5547,53761.1523,47657.2695,44553.6641,3022.6709,4103.5342,3555.3130,32832.8555,42293.0547,44412.0000,93.931183,NaN,NaN,NaN
3810.3689,3718.4585,3570.6912,3309.7791,52063.8945,51032.7852,65955.5000,41926.5078,3154.6804,2921.0823,3822.8635,3502.0488,66580.5234,53764.4805,47775.1992,43027.4180,3645.5024,2287.9468,3313.1096,33296.1641,41389.7500,44543.6289,93.935181,NaN,NaN,NaN
3559.3811,3592.3945,3139.1013,3215.4771,52037.8320,51084.3047,65941.1953,42031.3125,2970.0996,2975.2183,3471.2480,3511.2578,66556.6328,53794.1445,47768.0000,43197.8945,3638.1262,2042.3458,3333.6956,33319.6563,41468.6328,44527.6016,93.939178,NaN,NaN,NaN
-851.0427,-530.2281,-1295.4176,-843.1525,52023.5938,51311.6680,65790.7500,43542.4023,-491.2466,2813.9727,-814.7434,2411.1050,66319.9219,53827.5352,47641.8047,44860.6211,2719.4473,4160.3525,3432.3115,32933.1914,42404.2734,44372.7695,93.943176,NaN,NaN,NaN
-3279.2019,-3199.4734,-3349.3865,-3366.3291,52050.1016,51400.0938,65707.0000,44353.0352,-3097.1023,2050.1914,-3245.2051,585.5263,66214.2031,53842.8242,47581.6094,45729.3867,1167.9233,4886.4263,3058.0315,32738.8887,42888.6133,44290.4922,93.947174,NaN,NaN,NaN
11.4888,294.8419,-102.7286,-303.2238,52076.7031,51230.1289,65771.4375,43462.9219,-89.1611,2497.4497,177.4952,2680.2200,66365.9922,53828.2969,47654.3203,44749.2188,3114.3579,4192.3154,3432.6243,33025.0586,42333.2188,44373.6445,93.951172,NaN,NaN,NaN
3938.9585,3944.0547,3638.3499,3449.5222,52057.1875,51018.7266,65887.7734,41993.0703,3067.7322,2839.0737,3804.7808,3534.4365,66580.6563,53819.5117,47765.4297,43201.8984,3716.8938,2542.4661,3306.2251,33477.9727,41425.6250,44508.4688,93.955170,NaN,NaN,NaN
3717.7656,3819.9353,3250.4575,3358.7070,52034.5898,51073.6016,65881.7422,42089.4727,2886.2808,2878.7705,3473.0811,3537.1858,66558.7109,53843.4063,47761.1406,43357.7578,3704.1980,2348.1848,3325.2241,33485.0586,41497.9336,44495.6602,93.959167,NaN,NaN,NaN
-643.9984,-163.9724,-1170.5385,-640.4669,52029.7852,51309.6563,65746.4922,43597.6133,-759.3781,2371.9224,-862.1068,2407.9309,66328.6641,53874.5625,47642.5391,45008.9453,2943.5234,4232.7051,3322.3184,33081.6992,42430.4922,44347.9609,93.963165,NaN,NaN,NaN
-3247.1272,-3115.0730,-3332.1086,-3339.9316,52048.2930,51391.3984,65661.9609,44391.2539,-3169.4773,1472.7117,-3261.4771,553.1609,66215.9219,53875.4375,47575.2617,45850.9141,1583.0176,4936.8745,2877.1836,32868.4844,42909.5586,44269.5039,93.967163,NaN,NaN,NaN
-3247.1272,-3115.0730,-3332.1086,-3339.9316,52048.2930,51391.3984,65661.9609,44391.2539,-3169.4773,1472.7117,-3261.4771,553.1609,66215.9219,53875.4375,47575.2617,45850.9141,1583.0176,4936.8745,2877.1836,32868.4844,42909.5586,44269.5039,93.971161,NaN,NaN,NaN
228.0548,603.4524,67.3682,-161.1784,52074.0430,51221.4570,65730.1953,43493.4961,-273.7418,2037.8978,204.2949,2649.1287,66365.6328,53853.2852,47646.9219,44856.5742,3261.9688,4233.6216,3378.1309,33137.0430,42347.5898,44352.3398,93.975159,NaN,NaN,NaN
4037.8872,4059.3672,3716.2456,3513.6047,52061.1016,51016.0898,65856.1250,42023.6250,3019.6758,2758.0486,3823.1094,3545.7688,66584.4844,53844.3008,47763.0820,43304.4023,3761.5974,2657.7341,3304.3701,33578.3750,41436.3789,44488.7969,93.979156,NaN,NaN,NaN
3809.8101,3916.0703,3362.9985,3448.0693,52031.9766,51065.3750,65848.8828,42105.4531,2896.3389,2831.3623,3501.1323,3540.0916,66557.5469,53858.7617,47753.5156,43438.6680,3747.2476,2505.2058,3325.5596,33575.8516,41504.5742,44479.4336,93.983154,NaN,NaN,NaN
-495.7393,53.6889,-994.0715,-427.5218,52028.5547,51303.9336,65719.4219,43608.5195,-744.2460,2159.8489,-814.8105,2327.2634,66329.0938,53886.8125,47637.0195,45079.3984,3029.0635,4265.7856,3229.8716,33161.3594,42434.3398,44334.8633,93.987152,NaN,NaN,NaN
-3223.0544,-3065.3181,-3306.3594,-3306.6274,52054.1055,51392.5820,65644.5938,44405.0234,-3182.6201,1393.9889,-3263.6675,466.2350,66221.5313,53889.4063,47575.7773,45920.1133,1826.4056,4957.9297,2765.2012,32938.3555,42912.0625,44258.4180,93.991150,NaN,NaN,NaN
342.4958,706.1810,217.2813,-55.0300,52072.1406,51216.2500,65708.2500,43498.3047,-232.2346,1992.5015,227.4960,2615.6904,66364.7188,53859.0508,47640.6406,44912.2734,3362.9539,4253.3354,3371.2688,33199.5156,42349.0898,44342.0391,93.995148,NaN,NaN,NaN
4086.4575,4092.9619,3776.8635,3555.6931,52061.4805,51014.5898,65838.4453,42028.0273,3042.7205,2750.0244,3832.7205,3540.4714,66586.1328,53850.9609,47759.9531,43357.4414,3793.2920,2602.9724,3308.7063,33637.2266,41437.7188,44480.8867,93.999146,NaN,NaN,NaN
3868.4387,3950.8718,3435.8652,3483.9438,52037.2266,51067.7422,65837.3750,42109.8125,2911.4934,2838.4480,3512.2190,3538.8621,66562.2656,53866.2266,47754.1211,43489.2070,3775.0530,2514.1465,3329.4487,33626.8789,41500.6406,44469.8672,94.003143,NaN,NaN,NaN
-385.2323,129.3495,-871.0474,-347.3237,52025.4492,51298.7734,65702.7734,43601.5234,-696.0109,2142.7275,-796.1467,2331.5105,66326.6328,53885.8516,47630.5156,45113.7969,3245.6743,4277.7886,3348.6265,33207.1602,42428.6367,44326.8398,94.007141,NaN,NaN,NaN
-3177.3228,-3029.9800,-3248.9824,-3261.5889,52052.5625,51390.5039,65631.2266,44399.1250,-3146.1421,1320.0940,-3233.0010,318.6688,66219.5625,53888.1328,47570.7227,45952.5938,2052.9182,4963.9424,2809.3013,32979.6172,42906.8750,44251.7344,94.011139,NaN,NaN,NaN
500.1873,795.5209,433.1544,82.6791,52077.7305,51220.4961,65702.0078,43498.4844,-137.1503,2071.7385,347.1002,2506.5469,66367.3359,53861.4219,47641.0859,44950.0508,3329.1582,4257.9399,3261.7454,33235.5664,42342.1133,44334.0586,94.015137,NaN,NaN,NaN
