blockSize,timeStamp(end),bufferBlockSize,bufferTimeStamp(end),updateDuration
2500,99.963776,7404,99.963776,0.033720
64,100.219635,7404,100.219635,0.040291
64,100.475494,7404,100.475494,0.022100
64,100.731354,7404,100.731354,0.022686
64,100.987213,7404,100.987213,0.015392
64,101.243073,7404,101.243073,0.018601
64,101.499908,7404,101.499908,0.015159
64,101.755768,7404,101.755768,0.013715
64,102.011627,7404,102.011627,0.015482
64,102.267487,7404,102.267487,0.015051
64,102.523346,7404,102.523346,0.017348
64,102.779205,7404,102.779205,0.020030
64,103.035065,7404,103.035065,0.015286
64,103.291901,7404,103.291901,0.016525
64,103.547760,7404,103.547760,0.013278
64,103.803619,7404,103.803619,0.014391
64,104.059479,7404,104.059479,0.019686
64,104.315338,7404,104.315338,0.017236
64,104.571198,7404,104.571198,0.020715
64,104.827057,7404,104.827057,0.017722
64,105.083893,7404,105.083893,0.016675
64,105.339752,7404,105.339752,0.016985
64,105.595612,7404,105.595612,0.019835
64,105.851471,7404,105.851471,0.017668
64,106.107330,7404,106.107330,0.020417
64,106.363190,7404,106.363190,0.016382
64,106.619049,7404,106.619049,0.017795
64,106.875885,7404,106.875885,0.018069
64,107.131744,7404,107.131744,0.014477
64,107.387604,7404,107.387604,0.017745
64,107.643463,7404,107.643463,0.020236
64,107.899323,7404,107.899323,0.016673
64,108.155182,7404,108.155182,0.015723
64,108.411041,7404,108.411041,0.013848
64,108.667877,7404,108.667877,0.014560
64,108.923737,7404,108.923737,0.017187
64,109.179596,7404,109.179596,0.018663
64,109.435455,7404,109.435455,0.018293
64,109.691315,7404,109.691315,0.015922
64,109.947174,7404,109.947174,0.020231
64,110.203033,7404,110.203033,0.018292
64,110.459869,7404,110.459869,0.029575
64,110.715729,7404,110.715729,0.014828
64,110.971588,7404,110.971588,0.013439
64,111.227448,7404,111.227448,0.019104
64,111.483307,7404,111.483307,0.021744
64,111.739166,7404,111.739166,0.014586
64,111.995026,7404,111.995026,0.015966
64,112.251862,7404,112.251862,0.015284
64,112.507721,7404,112.507721,0.014831
64,112.763580,7404,112.763580,0.021040
64,113.019440,7404,113.019440,0.020290
64,113.275299,7404,113.275299,0.017897
64,113.531158,7404,113.531158,0.019970
64,113.787018,7404,113.787018,0.013932
64,114.043854,7404,114.043854,0.015832
64,114.299713,7404,114.299713,0.018916
64,114.555573,7404,114.555573,0.020943
64,114.811432,7404,114.811432,0.018622
64,115.067291,7404,115.067291,0.018204
64,115.323151,7404,115.323151,0.018882
64,115.579010,7404,115.579010,0.014553
64,115.835846,7404,115.835846,0.016958
64,116.091705,7404,116.091705,0.017190
64,116.347565,7404,116.347565,0.016053
64,116.603424,7404,116.603424,0.019528
64,116.859283,7404,116.859283,0.017038
64,117.115143,7404,117.115143,0.014158
64,117.371002,7404,117.371002,0.026823
64,117.627838,7404,117.627838,0.016524
64,117.883698,7404,117.883698,0.014977
64,118.139557,7404,118.139557,0.022025
64,118.395416,7404,118.395416,0.022809
64,118.651276,7404,118.651276,0.018318
64,118.907135,7404,118.907135,0.023984
64,119.162994,7404,119.162994,0.015761
64,119.419830,7404,119.419830,0.012927
64,119.675690,7404,119.675690,0.017547
64,119.931549,7404,119.931549,0.020194
64,120.187408,7404,120.187408,0.022034
64,120.443268,7404,120.443268,0.025209
64,120.699127,7404,120.699127,0.015820
64,120.954987,7404,120.954987,0.015238
64,121.211823,7404,121.211823,0.014399
64,121.467682,7404,121.467682,0.014161
64,121.723541,7404,121.723541,0.018251
64,121.979401,7404,121.979401,0.017147
64,122.235260,7404,122.235260,0.017461
64,122.491119,7404,122.491119,0.019021
64,122.746979,7404,122.746979,0.014281
64,123.003815,7404,123.003815,0.018545
64,123.259674,7404,123.259674,0.018838
64,123.515533,7404,123.515533,0.023633
64,123.771393,7404,123.771393,0.035507
