Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,AFz,Cpz,POz,TimeStamp
-94.9055,-369.0497,3055.7068,3878.6980,144042.3281,157287.5625,172114.8438,131301.6563,3666.9377,3793.5603,2784.0215,4271.2393,123202.6094,113587.8047,132486.8750,144349.4375,4222.8257,4435.0332,4171.5728,76962.9297,119871.1719,159974.3750,158.247009
-2296.3511,-2234.3921,2334.3713,3862.8059,144027.1250,157362.6875,172108.5000,131593.6563,3594.8086,3810.7263,1876.5183,4309.5952,123160.9922,113670.9766,132459.3125,144717.8906,4184.6934,4552.2900,4211.9180,76862.1953,119994.3281,159922.7188,158.251007
2609.2085,2420.9844,3840.7002,3934.5327,144061.9063,157085.0000,172110.7500,130508.4375,3880.3745,3803.5068,4011.8250,4143.7451,123261.9531,113372.4688,132582.1406,143612.4844,4182.9722,3945.3286,4050.3818,77113.1563,119324.5859,160090.7656,158.255005
5112.4248,4533.3359,4408.0767,3994.7708,144104.9531,156812.9219,172119.2500,129451.5313,4121.8628,3783.4797,4812.7104,3987.6182,123377.3359,113074.3672,132695.0000,142447.7344,4217.9751,3077.0752,3893.0925,77390.4297,118732.6641,160255.7188,158.259003
4421.8008,3891.5503,4216.0527,3970.3179,144090.4688,156956.2969,172124.8281,129982.6797,3990.9709,3801.8975,4491.2925,4083.5742,123334.0156,113226.5313,132633.8906,142968.9063,4239.0308,3521.4724,3978.2974,77281.6250,119084.7891,160171.2344,158.263000
-94.9726,-399.0457,3094.0400,3884.5095,144037.0469,157281.2344,172111.9531,131279.9688,3679.9688,3805.8760,2820.8794,4275.5981,123197.3359,113579.2422,132481.4375,144333.3906,4222.4453,4432.6191,4170.0532,76957.6328,119852.6641,159963.7031,158.266998
-2239.1531,-2152.7412,2363.3169,3857.3074,144011.0156,157348.2500,172096.6406,131570.4063,3615.1262,3797.8965,1890.5328,4304.6104,123146.9063,113656.3125,132443.5625,144698.3281,4186.7275,4556.4253,4213.8403,76857.2344,119983.0625,159913.5781,158.270996
2674.3191,2505.5857,3843.4270,3935.6504,144052.4688,157078.7500,172105.1563,130496.2500,3882.9226,3804.6914,4006.1702,4145.3320,123252.9453,113364.8281,132572.4219,143605.9688,4183.8662,3933.0576,4052.5500,77107.2344,119316.4219,160081.5938,158.274994
5114.1685,4537.0464,4411.3403,3998.9058,144098.9844,156807.8750,172116.1875,129436.6484,4124.9473,3793.5156,4814.5879,3992.0437,123371.1172,113067.7500,132688.5938,142439.4531,4216.1646,3049.0684,3893.0032,77384.5078,118720.1484,160246.4375,158.278992
4424.1030,3909.0740,4211.0015,3964.7075,144074.8281,156939.7031,172113.0313,129949.7969,3985.8523,3787.2795,4485.3467,4076.6450,123320.9375,113209.6172,132620.0000,142940.6563,4239.0308,3531.6426,3977.1353,77278.7656,119068.6094,160165.1094,158.282990
-117.8160,-401.6385,3088.2288,3882.4978,144025.2031,157268.3438,172103.5313,131251.1094,3674.4478,3801.0481,2813.2129,4271.5522,123187.1641,113565.5469,132470.5313,144309.4531,4221.9985,4429.5791,4167.9521,76954.5938,119837.0625,159957.3281,158.286987
-2266.9810,-2187.8557,2348.5200,3861.5542,144005.2031,157343.4063,172093.7344,131556.5313,3596.1050,3806.3901,1867.5553,4309.2598,123140.6250,113649.9219,132436.8594,144690.0156,4186.6157,4558.7275,4213.4155,76851.1953,119971.4219,159903.3906,158.290985
2642.6243,2476.1038,3837.4814,3929.4141,144036.2031,157065.6875,172092.9844,130477.8125,3871.9255,3793.2920,3996.0671,4141.2861,123237.5938,113351.3281,132556.0781,143592.4219,4182.5029,3944.3005,4051.9019,77097.8281,119304.9766,160068.2188,158.294983
5109.2959,4533.4028,4407.3838,3997.0283,144086.6875,156797.2188,172107.5156,129415.6797,4122.9580,3790.4980,4809.8940,3990.3896,123359.4531,113055.6328,132676.3906,142423.8281,4215.3379,3002.4204,3891.7961,77376.6875,118704.9219,160234.4219,158.298981
-63.6131,-323.8991,3120.8174,3881.4919,144013.5781,157256.2344,172095.8906,131224.7813,3677.8230,3795.5049,2841.4207,4270.4346,123178.0234,113553.4063,132460.5156,144288.0625,4224.2114,4429.8027,4170.7012,76952.6484,119823.0938,159951.6719,158.302979
-2233.8557,-2181.8655,2275.8545,3860.7048,143994.2656,157334.3906,172086.7500,131538.1719,3616.3333,3805.6301,1778.6624,4308.5894,123131.3047,113640.4453,132427.0156,144677.4219,4186.7500,4560.9180,4214.6226,76846.4531,119961.2266,159896.4688,158.306976
2660.6174,2476.9309,3794.0298,3935.3374,144032.0469,157063.9375,172092.0938,130470.8359,3878.5415,3806.7253,3949.3296,4147.7905,123233.0078,113348.6875,132551.2031,143592.5000,4183.4419,3957.0857,4054.0251,77092.5234,119298.0703,160060.9219,158.310974
5104.5571,4531.2349,4406.7803,3997.1177,144076.4063,156788.1094,172101.2813,129397.7969,4122.1978,3787.2124,4806.9658,3990.4792,123350.3750,113046.4219,132666.5000,142410.9844,4219.0479,3070.7942,3895.4619,77373.4688,118694.8906,160227.4844,158.314972
4450.3662,3951.0283,4220.6128,3971.1226,144060.2031,156922.4219,172104.7656,129900.6875,3993.5859,3796.4883,4495.6509,4079.5508,123308.3750,113189.9688,132606.5469,142901.6563,4241.9585,3514.5435,3977.6492,77272.9531,119034.3906,160149.8906,158.318970
-59.8580,-301.8827,3131.2334,3888.1753,144009.9219,157251.4219,172094.8750,131205.3438,3684.0815,3808.5806,2845.6899,4275.3745,123174.0000,113546.7422,132456.1875,144273.2656,4225.7534,4429.4673,4171.0366,76949.7031,119807.5391,159943.8750,158.322968
-2298.6086,-2210.7886,2338.5066,3858.6038,143982.2813,157323.8906,172078.4688,131518.9375,3613.0923,3800.7798,1823.1870,4307.4268,123120.2422,113629.2031,132414.7500,144662.0938,4187.7778,4563.9131,4215.7622,76841.6953,119950.6328,159887.9688,158.326965
2583.9956,2440.2070,3813.2297,3934.2422,144020.8281,157056.5313,172084.8281,130457.3125,3877.2004,3804.4456,3961.1982,4148.7520,123222.5938,113339.9453,132540.0938,143584.2500,4183.5757,3956.5715,4055.3662,77086.1094,119289.6875,160051.5781,158.330963
5107.7983,4537.3145,4411.7427,4004.4490,144073.6250,156786.9375,172101.3125,129386.7109,4128.7915,3804.0432,4811.5703,3998.2576,123347.2500,113043.2500,132663.4063,142406.9531,4218.6455,3040.1501,3895.8865,77369.1328,118684.4297,160220.8125,158.335938
4462.0562,3950.1565,4221.1714,3968.3062,144046.8906,156908.3281,172095.0000,129870.5156,3991.7979,3791.1687,4497.9756,4075.9521,123296.5547,113174.6094,132594.1406,142876.1719,4239.9917,3525.7417,3975.1682,77268.1641,119015.8594,160141.3906,158.339935
-14.3722,-282.9507,3047.5933,3883.7942,143994.3750,157235.9844,172082.9688,131173.5313,3648.1621,3798.7012,2760.9768,4269.8091,123159.8750,113529.3750,132441.8125,144246.0156,4221.9985,4422.8291,4165.0464,76941.2969,119785.2109,159930.4375,158.343933
-2257.1462,-2200.0820,2218.7681,3863.6777,143976.3906,157319.1250,172075.2188,131504.8906,3555.8496,3812.2239,1693.9716,4312.0088,123113.3125,113622.3828,132407.7656,144654.0313,4184.8052,4563.1978,4212.2754,76832.1094,119934.6719,159874.2188,158.347931
2612.5166,2443.1350,3778.0259,3928.3413,144004.7969,157043.1094,172072.6875,130438.9844,3866.4717,3795.6389,3922.3733,4143.8569,123207.2578,113326.4922,132523.8750,143571.2188,4180.3574,3965.0876,4053.3545,77075.6484,119277.4688,160038.3125,158.351929
5096.5552,4527.0776,4403.2041,3996.8940,144055.7188,156771.1250,172087.3438,129360.9141,4121.0581,3789.7380,4800.8418,3990.6355,123330.8438,113026.7344,132646.5156,142386.1719,4214.4883,2980.6497,3892.3550,77359.3594,118668.3125,160207.8594,158.355927
4479.2002,3987.0818,4227.8101,3973.4470,144041.7031,156901.7813,172092.0625,129847.9609,3997.4082,3804.8479,4504.9268,4078.7908,123291.2344,113166.0547,132588.9375,142859.6563,4236.1694,3376.0967,3971.0779,77261.9063,118996.6406,160131.5625,158.359924
36.0087,-177.0035,3125.7573,3882.1626,143982.7500,157222.9219,172074.8750,131146.4844,3679.5217,3797.0249,2836.8386,4266.9702,123150.1250,113516.4141,132430.9063,144223.4688,4222.0210,4418.8950,4164.7109,76937.9688,119770.2109,159924.0000,158.363922
-2369.5530,-2291.2549,2307.9070,3856.7488,143959.7969,157304.6719,172063.0313,131481.4688,3610.0972,3801.4504,1771.2863,4306.3091,123098.7891,113607.4063,132392.1250,144634.3125,4184.0005,4564.4717,4212.4990,76824.6406,119921.1484,159862.8594,158.367920
2438.2175,2281.2861,3796.9800,3935.4492,144001.7344,157043.4375,172072.5313,130434.2266,3874.8088,3814.2803,3938.8020,4152.8647,123202.7422,113324.4141,132519.5469,143573.0781,4179.3066,3973.8494,4054.1370,77066.5547,119266.5156,160025.3906,158.371918
5091.5708,4523.7695,4403.3384,3998.9729,144047.4375,156763.7344,172082.5625,129345.6094,4121.8853,3794.3425,4799.9253,3992.9824,123322.8203,113018.7969,132637.8594,142376.5313,4216.2764,3111.2510,3894.4336,77354.0391,118656.7578,160199.1250,158.375916
4472.0474,3957.6892,4224.3232,3967.6804,144025.5781,156884.6563,172080.2188,129815.2578,3992.9824,3788.9783,4501.9316,4071.9065,123277.9766,113148.8828,132574.7031,142830.9219,4238.3374,3499.7690,3971.5471,77259.3594,118979.8984,160124.9844,158.379913
51.2973,-216.0296,3067.6428,3888.3318,143978.3750,157217.8750,172073.1719,131125.8281,3653.3926,3807.8655,2778.8135,4271.7090,123145.7266,113509.0625,132426.7500,144208.7813,4221.6855,4417.8892,4163.3252,76933.9844,119753.4453,159916.0938,158.383911
-2335.8689,-2247.8254,2287.4104,3859.7661,143952.7344,157298.6719,172059.1875,131466.5469,3550.2393,3805.2056,1738.1610,4309.4834,123091.8125,113600.3203,132384.7344,144625.1250,4184.6265,4567.0649,4213.1470,76820.5078,119911.5859,159856.2969,158.387909
2478.8530,2349.9954,3797.6506,3928.6096,143985.1250,157030.3438,172060.7969,130416.5938,3864.3035,3796.2649,3931.7612,4147.6792,123188.4141,113311.8281,132503.5938,143559.6563,4182.3911,3966.4063,4058.6519,77062.6406,119261.3906,160018.9063,158.391907
5091.9956,4528.4858,4405.6182,4003.1526,144041.8594,156760.1094,172080.3594,129332.9531,4125.9531,3802.0986,4801.2441,3998.1458,123317.2969,113013.4141,132631.9219,142369.6094,4216.8574,2973.8325,3896.7583,77349.3906,118645.9844,160190.5938,158.395905
4501.4175,3992.8708,4233.9121,3975.7939,144023.4844,156881.1875,172080.8594,129796.2188,4001.6550,3803.5740,4512.5938,4078.5449,123275.8359,113143.3672,132572.3438,142816.9375,4240.1929,3379.2483,3973.4023,77257.9297,118964.4922,160118.5313,158.399902
94.6596,-163.5924,3115.8108,3885.1130,143964.9688,157204.2813,172064.0781,131097.0938,3682.6956,3796.7119,2824.6123,4267.0371,123135.0625,113495.0703,132415.0000,144183.6406,4225.6641,4417.0400,4167.1475,76933.7422,119740.1875,159911.5313,158.403900
-2366.7590,-2255.9839,2264.9917,3864.4377,143947.4375,157295.4375,172057.5781,131454.3594,3601.6707,3810.7935,1710.6683,4315.2275,123087.4766,113595.9844,132379.8125,144618.0781,4189.9014,4574.3735,4219.0259,76819.9219,119905.3516,159852.2656,158.407898
2425.7454,2306.6328,3799.8857,3935.7844,143982.0156,157030.1250,172061.0625,130411.4531,3867.8574,3809.0276,3930.8000,4156.7090,123184.8828,113310.3516,132499.8594,143561.0625,4185.2744,3989.8979,4062.7871,77058.9297,119256.4063,160013.0938,158.411896
5079.1880,4517.1533,4397.7505,3996.7600,144024.8281,156745.2031,172067.9219,129309.3516,4118.8228,3787.6594,4791.3198,3992.1108,123302.1875,112998.1875,132616.0938,142350.7500,4217.1929,3140.5317,3897.1606,77342.9141,118633.6250,160181.4531,158.415894
86.3448,-141.7548,3172.2488,3888.5105,143957.5000,157195.7656,172059.7813,131074.6094,3686.5625,3805.5186,2903.9163,4268.7583,123127.9141,113484.9688,132407.6563,144166.3125,4223.8984,4415.5645,4164.6665,76927.9531,119722.4688,159902.0313,158.419891
-2372.5481,-2271.8313,2252.5864,3858.2686,143931.5781,157281.4688,172046.0938,131431.7344,3607.3254,3801.0928,1691.1106,4309.5054,123073.3750,113581.5469,132364.8281,144599.5938,4188.1582,4575.0220,4217.7964,76812.3516,119892.3359,159841.7656,158.423889
-2372.5481,-2271.8313,2252.5864,3858.2686,143931.5781,157281.4688,172046.0938,131431.7344,3607.3254,3801.0928,1691.1106,4309.5054,123073.3750,113581.5469,132364.8281,144599.5938,4188.1582,4575.0220,4217.7964,76812.3516,119892.3359,159841.7656,158.427887
2405.2935,2292.5291,3768.3923,3932.8787,143969.5938,157021.4531,172052.8594,130398.0859,3867.5447,3806.4573,3895.1267,4155.2339,123173.0625,113300.7422,132487.7500,143553.3750,4183.4639,3982.3208,4062.7424,77050.2188,119246.8438,160001.8906,158.431885
2405.2935,2292.5291,3768.3923,3932.8787,143969.5938,157021.4531,172052.8594,130398.0859,3867.5447,3806.4573,3895.1267,4155.2339,123173.0625,113300.7422,132487.7500,143553.3750,4183.4639,3982.3208,4062.7424,77050.2188,119246.8438,160001.8906,158.435883
5080.5962,4522.3838,4400.4995,4002.1021,144020.6250,156742.3438,172066.9375,129298.6016,4123.9189,3800.3328,4793.8008,3998.0789,123297.5625,112994.1016,132611.4688,142346.0781,4218.1987,3098.8010,3899.1499,77338.0625,118623.5234,160173.6875,158.439880
4505.3066,3999.0845,4231.0732,3972.4861,143999.5625,156856.1250,172064.7500,129741.1406,4001.3645,3793.4932,4510.7832,4072.6890,123255.1328,113116.3828,132550.8906,142770.7344,4241.8916,3510.3413,3973.2683,77250.7813,118931.4141,160104.2188,158.443878
4505.3066,3999.0845,4231.0732,3972.4861,143999.5625,156856.1250,172064.7500,129741.1406,4001.3645,3793.4932,4510.7832,4072.6890,123255.1328,113116.3828,132550.8906,142770.7344,4241.8916,3510.3413,3973.2683,77250.7813,118931.4141,160104.2188,158.447876
96.1572,-155.4564,3109.1724,3889.9856,143949.1563,157187.6094,172055.2813,131051.9141,3686.9871,3805.1831,2819.0688,4269.9204,123120.9141,113475.5078,132400.5156,144148.0469,4226.5806,4416.5034,4167.1025,76926.7422,119709.1875,159897.1719,158.451874
-2394.4082,-2232.6487,2221.1152,3864.0129,143926.5938,157277.8594,172044.3438,131419.8281,3599.1672,3812.0227,1651.6598,4315.5181,123067.6484,113576.2031,132359.0469,144592.7188,4188.6499,4577.8828,4219.1597,76807.2969,119881.5234,159833.4688,158.455872
-2394.4082,-2232.6487,2221.1152,3864.0129,143926.5938,157277.8594,172044.3438,131419.8281,3599.1672,3812.0227,1651.6598,4315.5181,123067.6484,113576.2031,132359.0469,144592.7188,4188.6499,4577.8828,4219.1597,76807.2969,119881.5234,159833.4688,158.459869
2379.0972,2326.9060,3772.5942,3931.5376,143957.7031,157013.2500,172045.4688,130385.5469,3861.4426,3801.2271,3895.8196,4155.7031,123161.7969,113291.8672,132475.9063,143545.6250,4185.1182,3997.8105,4066.2961,77045.0938,119240.4922,159994.5156,158.463867
5075.9917,4522.4951,4399.2480,4003.5996,144012.3906,156737.0000,172063.0469,129284.9453,4125.7070,3799.7070,4791.6104,4000.7385,123290.5625,112987.6641,132604.1719,142338.1563,4221.4399,3059.9761,3903.7544,77336.6953,118617.1953,160170.5313,158.467865
5075.9917,4522.4951,4399.2480,4003.5996,144012.3906,156737.0000,172063.0469,129284.9453,4125.7070,3799.7070,4791.6104,4000.7385,123290.5625,112987.6641,132604.1719,142338.1563,4221.4399,3059.9761,3903.7544,77336.6953,118617.1953,160170.5313,158.471863
4523.7021,4022.5986,4241.1763,3980.2419,143997.4375,156853.1563,172065.6250,129723.5547,4010.0146,3808.1560,4522.6743,4079.3496,123253.5234,113111.9141,132549.3281,142758.9844,4244.4395,3474.4221,3975.3469,77250.9141,118918.8984,160101.3750,158.475861
141.6207,-98.5041,3149.0479,3889.3374,143938.5625,157176.4375,172048.5469,131026.3203,3691.5022,3802.0540,2861.1350,4268.4678,123112.0859,113463.7109,132391.1250,144126.7969,4228.3018,4416.2129,4168.6001,76925.2266,119695.0859,159892.0156,158.479858
-2441.7493,-2359.8748,2199.0986,3863.3425,143917.0469,157270.8750,172038.8750,131404.2500,3614.7910,3812.2463,1624.9941,4315.9429,123059.1797,113567.8906,132350.0625,144581.8906,4189.9238,4581.7720,4221.5513,76803.1406,119872.1563,159826.1719,158.483856
-2441.7493,-2359.8748,2199.0986,3863.3425,143917.0469,157270.8750,172038.8750,131404.2500,3614.7910,3812.2463,1624.9941,4315.9429,123059.1797,113567.8906,132350.0625,144581.8906,4189.9238,4581.7720,4221.5513,76803.1406,119872.1563,159826.1719,158.487854
2314.2996,2227.3066,3726.4155,3935.5608,143952.6719,157011.5625,172043.6719,130379.3984,3867.7234,3816.4707,3853.1948,4161.2466,123155.6016,113288.1563,132469.7500,143545.8906,4182.4805,4004.9631,4065.7822,77035.8906,119230.4141,159982.6719,158.491852
5063.1392,4514.0015,4390.1060,3997.2070,143995.4375,156722.1406,172050.3281,129262.4141,4118.5547,3791.3921,4780.9707,3994.7708,123274.4063,112972.0391,132587.5938,142320.4375,4216.4775,3153.8086,3899.7310,77325.5859,118601.0781,160156.8125,158.495850
4540.8462,4036.0098,4234.0459,3974.5872,143981.1719,156837.2969,172053.3281,129693.2188,4006.0583,3798.9470,4515.7900,4072.4653,123238.7734,113094.4141,132534.3906,142733.0469,4239.0752,3494.9409,3970.2285,77241.9922,118898.1797,160089.1563,158.499847
240.1471,-21.1000,3155.7310,3893.4502,143932.0156,157169.6094,172044.8750,131005.4219,3696.0396,3815.2861,2871.8638,4271.4854,123105.1797,113454.3672,132384.4219,144111.3750,4223.9429,4409.9097,4164.0181,76917.0234,119675.3672,159880.2344,158.503845
240.1471,-21.1000,3155.7310,3893.4502,143932.0156,157169.6094,172044.8750,131005.4219,3696.0396,3815.2861,2871.8638,4271.4854,123105.1797,113454.3672,132384.4219,144111.3750,4223.9429,4409.9097,4164.0181,76917.0234,119675.3672,159880.2344,158.507843
-2404.5334,-2298.5193,2256.3862,3856.4358,143899.9688,157255.6094,172026.0000,131381.5000,3607.1021,3803.0820,1671.1057,4310.5562,123043.3750,113552.1328,132333.3125,144563.3281,4185.6768,4580.0732,4218.6235,76793.0625,119857.1094,159813.2969,158.511841
5060.4126,4512.9287,4392.2964,4002.5044,143991.4688,156720.4531,172049.3750,129253.3828,4124.3662,3807.1277,4783.6753,4001.4763,123269.7578,112968.1250,132583.1875,142317.9375,4214.5552,3103.6289,3899.7981,77317.8984,118589.4766,160146.7344,158.515839
190.8392,-36.0534,3079.1316,3886.1189,143915.5313,157153.4063,172032.7813,130976.1641,3663.2495,3800.3999,2799.8018,4263.8857,123090.5859,113437.0000,132369.0313,144085.0156,4222.8701,4408.2109,4163.2583,76910.0234,119657.1953,159869.0156,158.519836
2238.9966,2162.0618,3705.1367,3928.7212,143927.1406,156993.3906,172026.6406,130354.8359,3855.0947,3808.1113,3828.0938,4159.5703,123131.2422,113268.3984,132444.0000,143530.7656,4180.5586,4018.5083,4068.5537,77018.0938,119212.5313,159960.6719,158.523834
4557.3862,4053.0193,4238.8071,3975.0564,143962.6406,156817.3906,172041.5000,129645.4531,4009.5229,3805.5186,4524.8198,4070.9902,123222.1016,113071.3672,132517.3906,142694.8438,4234.2251,3478.1772,3966.2498,77229.5469,118862.0781,160071.0313,158.527832
296.6747,42.6695,3149.1594,3886.3647,143905.9375,157142.9063,172026.5000,130951.8438,3692.3069,3805.2278,2875.2837,4263.1704,123082.4688,113425.4844,132360.5000,144065.7500,4219.8975,4401.1699,4160.2852,76904.2578,119640.0078,159861.4844,158.531830
2208.1511,2135.2397,3724.4487,3915.5562,143877.0313,156951.1094,171994.8750,130320.9063,3843.7400,3801.4504,3830.0608,4149.9141,123107.8594,113248.3750,132420.1563,143503.9688,4153.2671,3994.7261,4040.9941,77003.2734,119198.7891,159944.9219,158.535828
5038.7759,4494.8237,4380.1147,3982.4102,143912.0156,156651.7656,171999.4844,129188.3359,4100.2261,3788.2183,4760.9438,3984.8242,123230.6641,112931.3828,132542.7500,142264.4219,4179.3735,3088.2063,3865.0859,77297.7813,118562.8594,160123.9375,158.539825
4520.8862,4023.9622,4230.6709,3952.5483,143889.8594,156751.7969,171995.5938,129583.5625,3986.0088,3777.2883,4509.0845,4050.6724,123191.5000,113039.3828,132485.6719,142638.2500,4203.4019,3406.2939,3931.5601,77221.6328,118844.3516,160061.6406,158.543823
165.6935,-34.8687,3184.0283,3873.4678,143841.9375,157086.9531,171989.1719,130899.3203,3659.5615,3794.0745,2867.6841,4251.3687,123060.0078,113401.9766,132337.5625,144019.5781,4191.4883,4377.7676,4126.5117,76899.0703,119625.3906,159854.8125,158.547821
-2472.0359,-2345.4355,2222.3892,3841.4377,143814.9688,157184.6875,171975.7500,131305.3438,3521.5396,3794.5662,1545.8912,4299.9165,123001.0000,113511.2031,132289.1563,144502.6094,4153.4233,4561.9907,4179.9326,76769.0938,119821.2813,159783.8281,158.551819
5034.4619,4492.4097,4379.6675,3983.6843,143900.7500,156645.8906,171995.0781,129175.6641,4101.9248,3787.8381,4760.5415,3987.0593,123223.3281,112924.3359,132534.9375,142256.3906,4183.5537,2992.2949,3870.7410,77293.8750,118554.8984,160118.2813,158.555817
4548.1328,4048.5266,4240.5503,3962.1147,143886.7969,156749.8281,171997.7031,129568.0313,3997.4753,3793.1133,4520.9082,4058.4285,123191.1016,113035.4688,132485.0625,142627.2656,4208.6992,3391.4971,3937.1033,77220.7578,118831.1641,160057.6250,158.559814
237.8896,7.8008,3141.9846,3871.4338,143828.0781,157075.0938,171981.4219,130874.6484,3669.1729,3787.3018,2830.8259,4248.7090,123050.5313,113389.1250,132327.2188,143998.4688,4194.7739,4378.3936,4129.4399,76895.5625,119611.0234,159848.5625,158.563812
-2463.8550,-2319.1052,2089.5305,3843.6729,143805.2656,157179.0781,171971.7656,131291.7344,3558.1516,3795.5720,1419.1122,4302.5317,122994.4688,113504.1250,132282.0469,144493.5469,4157.1782,4567.4224,4183.5981,76764.9375,119812.5000,159777.5938,158.567810
2164.9451,2132.2000,3695.9949,3915.3103,143839.9688,156927.9219,171977.2656,130296.0469,3836.3191,3801.0706,3780.7751,4152.6411,123089.1094,113233.6641,132399.8594,143489.6719,4151.5903,4004.8960,4041.9329,76993.0625,119189.6875,159933.3438,158.571808
5027.8237,4487.9170,4377.6113,3983.3936,143888.7656,156637.7813,171988.9844,129160.7109,4102.0142,3783.7925,4758.0825,3987.1265,123215.1953,112916.0000,132525.7031,142246.1094,4187.8228,3108.7700,3875.9934,77290.9688,118548.3047,160114.2969,158.575806
4548.3564,4050.4490,4242.8975,3962.3831,143875.0156,156739.7656,171991.2344,129543.7969,3999.0176,3790.7664,4525.6914,4057.2439,123183.0781,113023.9609,132476.1875,142607.2813,4210.6440,3429.6069,3938.2878,77217.2969,118816.0547,160051.3438,158.579803
216.6107,10.1924,3230.0281,3875.9265,143820.6250,157067.9531,171978.2969,130853.6328,3676.9512,3798.3660,2928.3914,4251.8159,123044.8750,113380.1797,132320.9375,143981.4219,4194.9531,4376.6504,4130.0435,76890.2422,119593.3828,159839.1094,158.583801
-2487.2126,-2365.0603,2190.8955,3843.1140,143793.7500,157170.8438,171965.8438,131275.9531,3570.6462,3793.3367,1518.4210,4303.8506,122985.7344,113495.1328,132272.0469,144480.6719,4161.4253,4573.8818,4192.4497,76762.0156,119804.4766,159771.2969,158.587799
2135.1057,2092.5256,3702.2310,3915.7795,143829.6250,156922.9375,171972.5781,130287.1094,3838.0403,3799.8635,3786.6760,4156.5078,123081.0156,113227.6094,132390.9688,143485.2500,4155.7031,4006.4160,4048.3701,76989.4219,119185.3516,159927.1563,158.591797
5025.6777,4488.6772,4378.4609,3986.6570,143880.3594,156632.4844,171985.2188,129148.0156,4104.1826,3793.6943,4759.3789,3991.6414,123207.7031,112908.6953,132517.9375,142238.8594,4186.7720,3061.0713,3875.9487,77283.3203,118535.6094,160103.6875,158.595795
4558.5488,4061.3342,4240.5283,3960.0808,143861.2813,156727.0469,171982.6719,129517.3359,3998.4363,3785.2454,4524.2163,4054.6287,123172.4766,113010.2344,132465.1563,142584.9219,4211.1802,3423.2366,3938.5784,77213.7188,118800.3672,160044.7813,158.599792
269.4279,46.2458,3108.1887,3880.1287,143813.1094,157062.2188,171975.9531,130833.4922,3660.6121,3799.0142,2809.9048,4255.2803,123040.3359,113372.5625,132316.4688,143965.9531,4199.9595,4378.8853,4134.2231,76891.2969,119582.6328,159837.3125,158.603790
