Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,AFz,Cpz,POz,TimeStamp
106447.3828,106563.5000,106668.1719,106499.2891,106379.0547,106434.0625,106657.2891,106495.1719,106378.3828,106426.8438,106549.0391,106653.8672,106483.3281,106420.2500,106535.9688,106487.9766,106365.0625,106416.3828,106536.9297,106637.9766,106478.4766,106364.3047,106528.656250
106643.2734,106475.7500,106349.6875,106407.8672,106521.7500,106628.0781,106475.8594,106350.7344,106394.4375,106394.4375,106394.4375,106516.0703,106516.0703,106627.8516,106627.8516,106465.6484,106465.6484,85981.5469,85981.5469,85898.9609,86615.3750,87286.8203,86915.562500
85986.1719,85888.9922,86603.9063,87287.6484,86914.0391,85980.5156,85887.6484,86591.0781,87276.9688,86925.3984,85981.8594,85875.1953,86581.5781,87267.1563,86916.8984,85985.1875,86555.8047,87262.7969,86923.3125,85976.7422,85858.3203,86551.3359,87244.734375
86915.4922,85843.8594,86538.9297,87243.2813,86913.3281,85973.2578,85839.9922,86520.0703,86916.0313,85967.8672,86516.7578,87227.3203,86918.5078,85975.8281,85819.8984,86500.6250,87226.1172,85968.7656,85819.9453,86484.4609,87203.4531,86918.7344,85966.687500
85797.5000,86473.5547,87200.8359,86908.7891,86908.7891,86908.7891,85966.1953,85966.1953,85795.3828,85795.3828,86453.3516,86453.3516,4046.4033,4046.4033,4299.9839,3349.4087,-261.0237,1160.0332,4058.0261,4302.5542,3322.8550,-298.3287,1127.958374
4048.4373,4301.7046,3395.4758,-272.0654,964.5001,4043.2292,4304.2529,3373.1687,-179.7974,1099.2811,4042.6257,3398.2698,-284.6271,948.4739,4036.3003,4307.7173,3435.8877,-121.5041,919.1708,4309.0361,3434.1443,-141.8218,977.195862
4009.5898,4308.9019,3467.9402,822.8347,3980.4209,3473.1704,-83.8414,926.6139,3992.6472,4308.4326,3426.6340,-165.2017,3991.4402,4313.5513,3519.8855,-12.5170,798.2478,3981.1584,4313.8643,3461.5698,-68.3516,835.8211,835.821106
835.8211,3973.2012,3973.2012,4318.5806,4318.5806,3530.5920,3530.5920,3620.8259,3620.8259,3562.5996,3635.4888,3711.1494,3711.9316,3622.2341,3564.0525,3635.5110,3710.7917,3713.3623,3620.8931,3562.7114,3637.4780,3711.6636,3715.508057
3625.3411,3564.1643,3630.9514,3708.5342,3715.4634,3625.3857,3632.8513,3712.6917,3719.5313,3629.4092,3565.8408,3634.4829,3709.3389,3713.6750,3564.3879,3633.7007,3710.0095,3716.3350,3627.0623,3562.8232,3629.4314,3713.2505,3625.788086
3630.9290,3711.7529,3716.5139,3626.5256,3560.8340,3627.3975,3708.5789,3629.3196,3563.1584,3627.7998,3706.7239,3717.3633,3630.1243,3563.6279,3629.4314,3709.3167,3718.0784,3718.0784,3718.0784,3633.0972,3633.0972,3566.1982,3566.198242
3629.9456,3629.9456,3342.5916,3342.5916,2497.6062,3411.3455,4059.8813,3989.5627,3343.5078,2589.5835,3446.2588,4058.3613,3993.5637,3243.8191,2396.1069,3408.5515,4057.4897,3997.7881,3378.0190,2606.9509,3383.9199,4052.6841,4001.029053
3282.5325,3431.6631,4054.8521,4006.8853,3365.0549,2565.3989,3426.5447,4051.2087,4005.1643,2622.0161,3426.1648,4049.7783,4009.5676,3383.5176,2585.8508,3418.2297,4009.3665,3400.9072,3295.0271,4047.2078,4014.2168,3420.9121,2659.768066
3397.7332,4043.9446,3331.5498,2392.6423,3289.4390,4039.0496,4019.8269,3430.5679,2689.3840,3393.0840,4040.9941,4023.2915,4023.2915,4023.2915,3403.3660,3403.3660,2632.2532,2632.2532,3395.4309,3395.4309,57639.8945,57639.8945,57659.988281
57496.1289,57300.1016,57354.1484,57634.4180,57658.0898,57494.0039,57295.9688,57347.8242,57624.1602,57650.5117,57491.0977,57291.6328,57341.7656,57621.6563,57648.5430,57482.8281,57285.6875,57334.8594,57614.1445,57481.1094,57285.0820,57331.5078,57610.523438
57640.0938,57478.0469,57276.7891,57319.0586,57635.7148,57476.2109,57274.8906,57314.5430,57593.1328,57627.8906,57467.4063,57304.3711,57585.0000,57465.3281,57266.6406,57299.1406,57577.3984,57617.8320,57460.2070,57260.2734,57573.4219,57616.2695,57457.414063
57255.2422,57286.1094,57565.1953,57610.7930,57455.2695,57253.3867,57279.1602,57279.1602,57279.1602,57561.7969,57561.7969,57609.6523,57609.6523,57454.3750,57454.3750,69820.0078,69820.0078,69708.6250,69903.1328,70166.7969,70111.9219,69817.6406,69705.812500
69897.7891,70160.9609,70108.5938,69810.1953,69697.1172,69891.6250,70155.2188,70106.9375,69811.8281,69694.2109,69878.9688,70145.8984,70101.5313,69805.6328,69872.6250,70142.7422,70102.0859,69806.8203,69683.8828,69867.3672,70132.7109,70092.0703,69676.328125
69859.9063,70127.4766,70090.7969,69794.4609,69668.1016,69848.1953,70083.4219,69789.2500,69842.6953,70115.7422,70082.3984,69786.0313,69656.8203,69834.4688,70106.8281,69784.3359,69652.9766,69826.8672,70098.6250,70074.1250,69779.0781,69646.4453,69821.281250
70095.2500,70071.1328,70071.1328,70071.1328,69779.0781,69779.0781,69643.7656,69643.7656,69813.9688,69813.9688,125372.2500,125372.2500,125203.8281,125481.1875,125855.7656,125785.1953,125371.4688,125201.6797,125475.2266,125849.6172,125782.4063,125363.9141,125192.070313
125467.7344,125843.0234,125780.9766,125367.1563,125190.2188,125455.0391,125833.8984,125776.2344,125361.7891,125448.3125,125830.8359,125778.2422,125363.9766,125179.0391,125440.5313,125819.2422,125769.3281,125173.7422,125434.8359,125815.4141,125769.1250,125354.0078,125163.929688
125421.2422,125762.3750,125350.3438,125414.8984,125801.9375,125761.7969,125347.9766,125153.6484,125406.2656,125792.0156,125347.3047,125150.4766,125398.6719,125785.0859,125755.2266,125342.7422,125143.5469,125391.7656,125780.8359,125752.6953,125752.6953,125752.6953,125343.929688
125343.9297,125140.9063,125140.9063,125383.4922,125383.4922,5.3760,5.3800,5.3840,5.3880,5.3920,5.3960,5.4000,5.4040,5.4080,5.4120,5.4160,5.4200,5.4240,5.4279,5.4319,5.4359,5.4399,5.443939
5.4479,5.4519,5.4559,5.4599,5.4639,5.4679,5.4719,5.4759,5.4799,5.4839,5.4879,5.4919,5.4959,5.4999,5.5039,5.5079,5.5119,5.5159,5.5199,5.5239,5.5279,5.5319,5.535889
5.5399,5.5439,5.5479,5.5519,5.5559,5.5599,5.5639,5.5679,5.5719,5.5759,5.5799,5.5839,5.5879,5.5919,5.5959,5.5999,5.6039,5.6078,5.6118,5.6158,5.6198,5.6238,5.627838
