Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,AFz,Cpz,POz,TimeStamp
4542.6792,4032.2769,4011.5569,3683.2991,122154.9844,138333.3281,158242.8750,103694.5859,3902.8604,3617.9873,4463.3750,3790.6323,103854.9219,90926.6484,110549.6875,116860.2813,3902.0779,3210.3809,3745.8840,55961.9023,94187.9922,142036.4063,217.439697
1189.8503,815.7716,2734.5347,3605.4033,122104.5781,138642.9688,158241.1406,104918.3906,3604.9563,3627.6880,3164.4929,3981.0913,103729.8125,91263.3750,110406.1719,118129.7266,3905.1179,4041.0610,3934.5105,55671.3555,94933.9141,141843.6719,217.443695
-2769.1128,-2802.9309,-46.9163,3537.9011,122059.7656,138846.0313,158228.3438,105759.1328,3369.8384,3614.8582,417.5529,4089.9443,103626.0391,91486.7578,110303.3984,119047.4219,3872.8420,4484.1396,4058.2495,55441.4883,95402.8984,141703.6875,217.447693
-530.5410,-518.8287,1952.7153,3582.2246,122077.7109,138696.5000,158225.9375,105162.6328,3554.2178,3626.8833,2521.9695,3997.1846,103675.1641,91327.5234,110375.8828,118483.6172,3848.3445,4129.5742,3963.7913,55561.0273,95000.7422,141792.9063,217.451691
4036.9707,3661.7073,3880.4639,3671.2292,122138.3984,138368.7344,158233.8281,103862.2969,3875.5464,3622.9270,4340.9321,3806.1667,103819.8516,90968.6484,110527.3125,117091.9766,3872.6855,3396.2134,3766.3582,55888.0977,94236.7813,141999.8906,217.455688
4533.0679,4029.2371,4007.0864,3679.2981,122145.0391,138323.0000,158234.5000,103681.2031,3899.8428,3609.3596,4460.9165,3786.1394,103846.1797,90916.2734,110539.1641,116844.9922,3902.3015,3236.8901,3744.5652,55956.9414,94177.6406,142029.6406,217.459686
1072.3025,726.9681,2709.0090,3601.5811,122096.1563,138633.8750,158233.8125,104904.5078,3599.9048,3623.4187,3192.0525,3977.5151,103722.1719,91253.3828,110397.0313,118113.8750,3903.5757,4041.5530,3931.7163,55665.3867,94921.3281,141835.4219,217.463684
-2805.6802,-2837.7102,-34.1088,3528.9604,122058.5391,138844.6719,158227.6563,105756.4922,3332.8015,3626.5703,448.8007,4094.1912,103624.1328,91484.3203,110300.3125,119043.7578,3872.6855,4483.5137,4057.5791,55436.7734,95395.0703,141697.3594,217.467682
-484.8540,-465.1845,1974.6425,3576.5696,122069.6641,138690.2500,158219.7656,105158.6953,3541.1196,3621.5188,2531.2009,3995.8435,103668.1250,91321.4219,110367.0078,118478.0078,3849.5737,4132.4575,3965.2888,55556.6211,94997.2344,141788.0156,217.471680
4051.2759,3679.3206,3881.5369,3670.8491,122131.8516,138364.0938,158229.1719,103859.0547,3874.0042,3619.3508,4338.9873,3806.1221,103814.4844,90963.8438,110520.6328,117087.9297,3872.3279,3354.5273,3767.9229,55883.9648,94232.9141,141995.9844,217.475677
4545.7412,4041.5081,4017.6365,3686.4285,122145.5078,138322.4844,158235.5781,103678.2031,3905.4978,3621.9883,4469.2983,3791.6604,103846.2891,90914.8203,110538.2266,116841.1484,3901.9216,3200.5015,3745.2358,55953.4336,94169.2813,142024.9688,217.479675
1135.0663,799.0972,2758.6746,3600.6201,122087.4844,138624.0781,158226.6719,104890.6719,3602.3857,3617.4731,3184.9670,3974.0059,103714.9063,91243.7031,110388.1797,118098.1875,3903.2180,4034.6016,3930.4199,55660.8711,94910.1563,141829.7969,217.483673
-2793.9456,-2821.6841,-82.9473,3539.3762,122049.5938,138836.5000,158220.3281,105746.9297,3342.0999,3620.1108,357.8067,4091.1067,103616.0000,91475.4688,110290.9453,119032.8047,3870.7185,4481.1001,4054.9417,55429.1055,95384.5938,141688.6719,217.487671
-563.4651,-549.9870,1938.8126,3585.2644,122068.9766,138690.6875,158219.8594,105161.4922,3528.3569,3634.3264,2480.0376,4001.5432,103666.1563,91320.6172,110364.2188,118480.8516,3847.9421,4133.3740,3963.8135,55548.8008,94990.5078,141779.7031,217.491669
4020.1399,3646.7092,3878.2957,3667.2729,122122.2188,138355.5313,158221.1719,103852.4844,3870.3833,3614.0757,4336.3501,3802.9705,103805.4297,90955.6563,110510.0625,117080.2891,3872.2385,3405.5339,3766.0005,55876.5195,94225.8750,141988.3594,217.495667
4545.1821,4041.5081,4013.0544,3682.6287,122135.6484,138312.9063,158227.2344,103665.4844,3903.7097,3615.5510,4466.5044,3787.3464,103837.7109,90904.9922,110528.3906,116827.3359,3901.1392,3254.3691,3741.7043,55946.7031,94158.0625,142017.3281,217.499664
1132.0264,792.3693,2771.3257,3607.5938,122087.5938,138623.0156,158227.0938,104884.6641,3610.6782,3632.9629,3243.7297,3978.8115,103714.2344,91240.9141,110386.5859,118091.7734,3901.9663,4036.4343,3927.4919,55655.6406,94898.3047,141822.6875,217.503662
-2786.5696,-2815.0010,39.0261,3538.1470,122041.2813,138827.9688,158213.5469,105737.3828,3376.6333,3616.3779,498.7121,4088.7598,103609.0234,91467.4219,110281.9141,119021.3359,3871.0762,4481.1670,4054.7180,55424.9023,95377.5469,141683.3906,217.507660
-522.4944,-477.2768,1979.0905,3583.1187,122060.3203,138684.3438,158213.0156,105157.1719,3551.1333,3626.3691,2499.7295,4000.0010,103658.9141,91314.3594,110355.1406,118474.9922,3849.5066,4136.9727,3965.7805,55544.3047,94987.5156,141774.6719,217.511658
4039.7200,3673.0173,3889.4939,3678.1807,122126.7734,138361.6719,158226.2969,103859.7656,3878.4521,3632.7170,4341.7817,3813.8333,103808.9219,90960.1563,110512.5156,117088.0234,3873.6465,3372.6992,3769.4429,55873.4570,94223.4609,141984.5625,217.515656
4553.1396,4053.0640,4018.8210,3684.5955,122131.7578,138308.0938,158224.7344,103658.0469,3904.3579,3614.6345,4470.5723,3788.3523,103835.1172,90900.5391,110523.9219,116818.7031,3904.0896,3258.1914,3744.7664,55946.2148,94153.1641,142016.4375,217.519653
1172.3713,862.6208,2720.7212,3598.4294,122080.5313,138615.5000,158221.8750,104872.9531,3601.0000,3623.0613,3153.8086,3976.7329,103709.6328,91233.9141,110380.1484,118078.4297,3905.9895,4041.2847,3930.5542,55655.4844,94892.4063,141821.7188,217.523651
-2790.4812,-2816.3420,-100.0464,3527.6416,122046.0859,138833.0000,158218.6250,105740.4219,3345.3408,3634.6169,330.2470,4098.8179,103612.5781,91470.5078,110284.7578,119024.0156,3873.3337,4483.0220,4056.3499,55421.3281,95370.7109,141677.9063,217.527649
-524.4390,-500.8355,1968.2722,3581.1069,122053.7109,138678.7344,158208.0156,105154.2500,3532.3354,3626.9280,2467.6326,3999.9785,103652.3906,91308.8594,110347.0234,118470.7031,3848.2773,4138.1572,3964.7747,55536.2813,94980.0703,141765.4688,217.531647
4030.0417,3660.1204,3883.3250,3669.0610,122111.7813,138348.5313,158213.9531,103849.0625,3870.1821,3614.8804,4334.1147,3805.3621,103796.0859,90948.1484,110497.8359,117075.4844,3873.9148,3366.3066,3768.4592,55866.1250,94216.5781,141976.8438,217.535645
4567.2661,4063.2788,4028.5664,3693.5586,122134.2656,138310.5781,158227.9063,103657.2813,3914.7961,3630.6609,4480.3848,3795.6614,103837.4609,90901.5000,110525.6641,116817.9922,3907.5095,3123.5220,3746.0852,55944.0000,94145.9688,142013.1875,217.539642
4567.2661,4063.2788,4028.5664,3693.5586,122134.2656,138310.5781,158227.9063,103657.2813,3914.7961,3630.6609,4480.3848,3795.6614,103837.4609,90901.5000,110525.6641,116817.9922,3907.5095,3123.5220,3746.0852,55944.0000,94145.9688,142013.1875,217.543640
1222.4392,890.3370,2799.9583,3611.1702,122079.1406,138612.6094,158221.3594,104865.4844,3616.3557,3631.4207,3224.3284,3979.7949,103708.9844,91230.6953,110378.4063,118070.2031,3907.8894,4027.3149,3931.1799,55654.0547,94884.1797,141819.6719,217.547638
-2759.0769,-2793.4539,29.2808,3541.4773,122028.8984,138816.6875,158205.9375,105725.1563,3392.7266,3618.8813,463.5528,4091.1292,103602.2344,91459.0234,110272.0625,119006.6719,3873.5349,4483.0444,4055.6792,55420.1641,95367.2891,141677.2500,217.551636
-2759.0769,-2793.4539,29.2808,3541.4773,122028.8984,138816.6875,158205.9375,105725.1563,3392.7266,3618.8813,463.5528,4091.1292,103602.2344,91459.0234,110272.0625,119006.6719,3873.5349,4483.0444,4055.6792,55420.1641,95367.2891,141677.2500,217.555634
-477.3662,-477.2768,1881.9722,3578.4470,122014.2109,138645.3906,158184.9844,105135.6953,3547.3110,3628.7832,2427.6453,3996.0671,103641.0781,91299.9688,110334.5547,118453.7578,3828.4961,4124.7910,3942.6465,55531.6328,94978.1016,141762.2031,217.559631
4043.3411,3669.8882,3872.2385,3661.3496,122057.4609,138302.1719,158182.3125,103821.3047,3859.6096,3617.6743,4318.3569,3799.4165,103780.2422,90934.8281,110480.9141,117050.1797,3843.6953,3327.3699,3735.4905,55858.4141,94210.7422,141970.2344,217.563629
4043.3411,3669.8882,3872.2385,3661.3496,122057.4609,138302.1719,158182.3125,103821.3047,3859.6096,3617.6743,4318.3569,3799.4165,103780.2422,90934.8281,110480.9141,117050.1797,3843.6953,3327.3699,3735.4905,55858.4141,94210.7422,141970.2344,217.567627
4559.9346,4047.8560,4017.4353,3669.2622,122062.6484,138246.8750,158181.2344,103608.3984,3889.8740,3601.1787,4459.7095,3773.3096,103808.0703,90872.4219,110494.2344,116769.1719,3873.1772,3094.4648,3708.8918,55933.3164,94132.5547,142002.5781,217.571625
1274.4741,899.7918,2817.9736,3591.0088,122014.9063,138556.4688,158181.7031,104821.8750,3584.4822,3617.2273,3178.9321,3964.9312,103686.2500,91207.7656,110354.5625,118027.4922,3875.7029,3999.1963,3894.7019,55644.9102,94870.1406,141809.8125,217.575623
-2738.5803,-2775.4160,83.0591,3513.5601,121973.9531,138770.3125,158173.4844,105692.2734,3313.4001,3614.1653,400.1186,4082.8813,103584.3750,91442.0781,110253.3750,118974.8203,3845.4609,4459.4409,4023.6267,55411.0469,95356.0234,141667.3594,217.579620
-527.5235,-493.7724,1961.7455,3567.0701,121984.4375,138623.0313,158166.4375,105119.8281,3523.2830,3611.1252,2430.2156,3988.6462,103626.5469,91286.7813,110318.2578,118436.7031,3822.2600,4121.6392,3935.9409,55525.5547,94973.4766,141755.5781,217.583618
4026.5771,3663.1826,3879.1897,3661.9756,122047.9219,138297.8594,158177.3906,103818.6875,3858.5591,3615.2380,4318.5581,3800.0647,103774.3203,90930.0859,110473.6484,117046.6719,3845.6399,3308.9744,3738.1726,55853.7227,94207.1016,141965.0938,217.587616
4570.1270,4063.6812,4022.5093,3674.9172,122058.4688,138244.4844,158180.1094,103603.1016,3893.2490,3610.2759,4465.9678,3776.8188,103806.3281,90869.1797,110491.3984,116763.3438,3874.6077,2981.3650,3709.3835,55929.3359,94124.0234,141998.3281,217.591614
1278.2068,941.2543,2824.5227,3589.9583,122000.9141,138543.9375,158171.5781,104804.9766,3585.3538,3605.6716,3198.0205,3958.3596,103676.5703,91195.5391,110343.1563,118009.1797,3875.5017,3981.5608,3893.5173,55639.7031,94858.8125,141804.6875,217.595612
-2750.9856,-2784.2896,30.3090,3520.2207,121966.6719,138765.7500,158169.8750,105685.8594,3274.8210,3614.5898,365.2498,4083.1719,103580.5313,91437.2031,110248.1406,118967.7578,3847.8750,4460.8047,4025.9736,55407.6250,95349.9922,141664.3281,217.599609
-535.5701,-524.8636,1879.6476,3570.0876,121981.7344,138623.4375,158166.5938,105122.5547,3505.4463,3623.4187,2412.2224,3993.7202,103625.3203,91286.6641,110315.7578,118439.1875,3824.4727,4125.4839,3938.6902,55520.0977,94969.2500,141750.2031,217.603607
4023.3140,3657.7734,3859.9897,3657.7510,122035.0234,138288.1875,158168.3438,103811.5078,3854.3123,3606.5879,4310.2207,3795.5720,103764.6406,90921.2578,110462.1797,117038.2656,3846.3328,3351.3982,3739.4243,55846.2578,94200.1719,141957.2188,217.607605
4568.0928,4059.4790,4024.1855,3675.2302,122049.8672,138237.6719,158174.7031,103593.3828,3895.7971,3609.1584,4466.7275,3775.2988,103800.4688,90862.0469,110484.4688,116752.3438,3875.1665,3104.5232,3710.2776,55923.8398,94113.6016,141990.9688,217.611603
1309.1639,965.7294,2904.1843,3600.7988,122000.9766,138544.3594,158173.9688,104800.3516,3599.5918,3620.4683,3215.4548,3964.8865,103678.2266,91194.9609,110343.8047,118003.1719,3879.2346,3993.3179,3896.6465,55638.2734,94849.9844,141800.8281,217.615601
