Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,AFz,Cpz,POz,TimeStamp,Event,EventFile,EventTime
121353.2734,122175.8828,122718.8750,126612.6328,186396.5156,187500.0000,187500.0000,187500.0000,111987.7813,78510.3438,120288.9297,124339.0625,187500.0000,183584.5938,187500.0000,168122.5000,146691.0000,137983.6875,144576.9531,187500.0000,187500.0000,187500.0000,30.759705,NaN,NaN,NaN
121107.4688,120462.9375,122924.5078,125989.0234,186589.5625,187500.0000,187500.0000,187500.0000,112236.8438,78627.7578,120620.0859,124152.3359,187500.0000,183563.9844,187500.0000,168019.7969,146431.3750,137821.2500,144539.8125,187500.0000,187500.0000,187500.0000,30.763702,NaN,NaN,NaN
120752.4531,117921.6094,123222.3047,125017.3516,186865.1406,187500.0000,187500.0000,187500.0000,112594.8047,78753.3047,121107.2891,123851.4609,187500.0000,183515.5938,187500.0000,167802.0469,146054.8594,137580.5313,144443.5156,185364.1250,187500.0000,187500.0000,30.767700,NaN,NaN,NaN
120793.7188,118197.5625,123178.9141,125083.0859,186834.8906,187500.0000,187500.0000,187500.0000,112542.2109,78710.5938,121043.9219,123862.3672,187500.0000,183511.2344,187500.0000,167786.2188,146093.7500,137598.3906,144418.1719,185677.4844,187500.0000,187500.0000,30.771698,NaN,NaN,NaN
121154.5234,120857.1094,122845.7422,126070.4063,186541.1406,187500.0000,187500.0000,187500.0000,112141.0469,78542.9531,120512.2188,124156.9609,187500.0000,183554.1875,187500.0000,167988.3906,146478.6406,137835.0000,144486.1250,187500.0000,187500.0000,187500.0000,30.775696,NaN,NaN,NaN
121301.9531,122123.7109,122669.7031,126561.3594,186387.5938,187500.0000,187500.0000,187500.0000,111934.9141,78450.6875,120238.1641,124298.5391,187500.0000,183573.1719,187500.0000,168109.4688,146655.4375,137944.5625,144540.0781,187500.0000,187500.0000,187500.0000,30.779694,NaN,NaN,NaN
121056.7969,120431.4844,122870.1250,125944.1875,186575.6563,187500.0000,187500.0000,187500.0000,112179.6875,78558.6641,120562.0391,124112.8594,187500.0000,183551.0000,187500.0000,168006.8438,146399.9844,137784.9844,144504.4688,187500.0000,187500.0000,187500.0000,30.783691,NaN,NaN,NaN
120718.3047,117898.4297,123186.7422,124987.2422,186869.9688,187500.0000,187500.0000,187500.0000,112556.4063,78720.2969,121069.0469,123827.7891,187500.0000,183516.6719,187500.0000,167807.2813,146025.4844,137546.7813,144411.4688,185373.3438,187500.0000,187500.0000,30.787689,NaN,NaN,NaN
121102.3281,120781.2031,122802.9609,126012.3125,186538.4219,187500.0000,187500.0000,187500.0000,112096.4766,78480.0156,120469.3906,124114.8281,187500.0000,183549.3750,187500.0000,167976.9531,146447.6406,137801.9375,144456.8906,187500.0000,187500.0000,187500.0000,30.791687,NaN,NaN,NaN
121268.2266,122090.0078,122637.9375,126527.7656,186396.3125,187500.0000,187500.0000,187500.0000,111900.6094,78416.9766,120204.7266,124271.4453,187500.0000,183582.6563,187500.0000,168115.1719,146629.2656,137914.7656,144512.3125,187500.0000,187500.0000,187500.0000,30.795685,NaN,NaN,NaN
121018.7344,120414.1172,122828.1719,125912.0469,186574.5000,187500.0000,187500.0000,187500.0000,112133.3750,78512.6484,120516.6641,124079.8672,187500.0000,183556.0313,187500.0000,168006.6406,146374.1094,137754.4375,144474.8125,187500.0000,187500.0000,187500.0000,30.799683,NaN,NaN,NaN
120661.1484,117851.2031,123129.3828,124933.0625,186853.1406,187500.0000,187500.0000,187500.0000,112495.4063,78642.7344,121008.8281,123777.0469,187500.0000,183507.0781,187500.0000,167788.9531,145992.2188,137509.8750,144376.1719,185378.2813,187500.0000,187500.0000,30.803680,NaN,NaN,NaN
121053.5156,120710.0781,122762.7266,125956.6328,186538.6719,187500.0000,187500.0000,187500.0000,112053.6250,78436.1563,120430.0313,124074.1484,187500.0000,183542.1719,187500.0000,167969.2031,146406.9531,137759.2969,144417.4844,187500.0000,187500.0000,187500.0000,30.807678,NaN,NaN,NaN
121211.2969,122031.7109,122583.6250,126469.8281,186382.4531,187500.0000,187500.0000,187500.0000,111843.8359,78344.4453,120148.8906,124224.1328,187500.0000,183564.7188,187500.0000,168097.2031,146593.3281,137875.5625,144474.5781,187500.0000,187500.0000,187500.0000,30.811676,NaN,NaN,NaN
120975.4609,120388.7031,122781.4609,125873.5313,186568.5313,187500.0000,187500.0000,187500.0000,112083.8672,78458.2891,120466.9375,124045.8047,187500.0000,183546.5000,187500.0000,168001.4531,146344.8281,137720.3750,144441.2344,187500.0000,187500.0000,187500.0000,30.815674,NaN,NaN,NaN
120975.4609,120388.7031,122781.4609,125873.5313,186568.5313,187500.0000,187500.0000,187500.0000,112083.8672,78458.2891,120466.9375,124045.8047,187500.0000,183546.5000,187500.0000,168001.4531,146344.8281,137720.3750,144441.2344,187500.0000,187500.0000,187500.0000,30.819672,NaN,NaN,NaN
120621.0938,117821.8281,123088.3047,124896.6953,186852.5781,187500.0000,187500.0000,187500.0000,112450.7969,78599.5938,120965.0469,123745.8906,187500.0000,183502.2500,187500.0000,167787.6563,145961.9844,137475.2031,144343.1563,185388.3281,187500.0000,187500.0000,30.823669,NaN,NaN,NaN
120621.0938,117821.8281,123088.3047,124896.6953,186852.5781,187500.0000,187500.0000,187500.0000,112450.7969,78599.5938,120965.0469,123745.8906,187500.0000,183502.2500,187500.0000,167787.6563,145961.9844,137475.2031,144343.1563,185388.3281,187500.0000,187500.0000,30.827667,NaN,NaN,NaN
120642.7344,117991.7734,123051.3359,124919.1328,186827.6094,187500.0000,187500.0000,187500.0000,112407.3203,78549.7266,120915.1328,123739.5469,187500.0000,183492.9063,187500.0000,167757.6094,145985.7344,137483.5781,144314.2813,185588.7188,187500.0000,187500.0000,30.831665,NaN,NaN,NaN
120642.7344,117991.7734,123051.3359,124919.1328,186827.6094,187500.0000,187500.0000,187500.0000,112407.3203,78549.7266,120915.1328,123739.5469,187500.0000,183492.9063,187500.0000,167757.6094,145985.7344,137483.5781,144314.2813,185588.7188,187500.0000,187500.0000,30.835663,NaN,NaN,NaN
121002.5078,120636.2266,122721.0000,125900.3125,186536.8281,187500.0000,187500.0000,187500.0000,112009.8438,78381.5938,120387.6953,124032.7734,187500.0000,183536.8906,187500.0000,167958.4219,146371.3125,137721.5156,144383.8438,187500.0000,187500.0000,187500.0000,30.839661,NaN,NaN,NaN
121002.5078,120636.2266,122721.0000,125900.3125,186536.8281,187500.0000,187500.0000,187500.0000,112009.8438,78381.5938,120387.6953,124032.7734,187500.0000,183536.8906,187500.0000,167958.4219,146371.3125,137721.5156,144383.8438,187500.0000,187500.0000,187500.0000,30.843658,NaN,NaN,NaN
121168.4688,121987.3672,122543.3906,126427.2969,186382.5625,187500.0000,187500.0000,187500.0000,111799.6875,78300.9063,120106.7344,124190.4453,187500.0000,183562.8281,187500.0000,168093.0625,146560.6563,137839.2500,144440.7500,187500.0000,187500.0000,187500.0000,30.847656,NaN,NaN,NaN
120923.2891,120356.2031,122725.7109,125827.8203,186553.3125,187500.0000,187500.0000,187500.0000,112024.3047,78389.3984,120407.2109,124003.5859,187500.0000,183533.5000,187500.0000,167986.9375,146311.7031,137682.4688,144404.1563,187500.0000,187500.0000,187500.0000,30.851654,NaN,NaN,NaN
120923.2891,120356.2031,122725.7109,125827.8203,186553.3125,187500.0000,187500.0000,187500.0000,112024.3047,78389.3984,120407.2109,124003.5859,187500.0000,183533.5000,187500.0000,167986.9375,146311.7031,137682.4688,144404.1563,187500.0000,187500.0000,187500.0000,30.855652,NaN,NaN,NaN
120569.9063,117782.1328,123035.9531,124849.9766,186840.8906,187500.0000,187500.0000,187500.0000,112395.6328,78538.4375,120909.9688,123705.5234,187500.0000,183489.3750,187500.0000,167775.7813,145926.0625,137435.0000,144304.5938,185390.6563,187500.0000,187500.0000,30.859650,NaN,NaN,NaN
120569.9063,117782.1328,123035.9531,124849.9766,186840.8906,187500.0000,187500.0000,187500.0000,112395.6328,78538.4375,120909.9688,123705.5234,187500.0000,183489.3750,187500.0000,167775.7813,145926.0625,137435.0000,144304.5938,185390.6563,187500.0000,187500.0000,30.863647,NaN,NaN,NaN
120594.2734,117924.6484,123010.8984,124866.7422,186827.4688,187500.0000,187500.0000,187500.0000,112363.9141,78506.0078,120875.3203,123702.6406,187500.0000,183485.3594,187500.0000,167751.0469,145947.4063,137442.8594,144277.2344,185554.5156,187500.0000,187500.0000,30.867645,NaN,NaN,NaN
120944.5000,120555.6484,122671.7969,125836.3125,186527.7344,187500.0000,187500.0000,187500.0000,111958.5859,78317.4688,120339.2422,123985.4766,187500.0000,183522.7969,187500.0000,167941.4375,146330.5781,137678.6875,144344.6250,187500.0000,187500.0000,187500.0000,30.871643,NaN,NaN,NaN
120944.5000,120555.6484,122671.7969,125836.3125,186527.7344,187500.0000,187500.0000,187500.0000,111958.5859,78317.4688,120339.2422,123985.4766,187500.0000,183522.7969,187500.0000,167941.4375,146330.5781,137678.6875,144344.6250,187500.0000,187500.0000,187500.0000,30.875641,NaN,NaN,NaN
121115.4453,121932.6094,122492.5859,126373.6484,186372.3438,187500.0000,187500.0000,187500.0000,111746.9375,78239.3516,120054.7891,124146.0547,187500.0000,183551.2969,187500.0000,168079.1719,146521.9219,137796.8906,144400.5313,187500.0000,187500.0000,187500.0000,30.879639,NaN,NaN,NaN
121115.4453,121932.6094,122492.5859,126373.6484,186372.3438,187500.0000,187500.0000,187500.0000,111746.9375,78239.3516,120054.7891,124146.0547,187500.0000,183551.2969,187500.0000,168079.1719,146521.9219,137796.8906,144400.5313,187500.0000,187500.0000,187500.0000,30.883636,NaN,NaN,NaN
120883.8438,120334.0313,122683.0000,125793.1328,186551.2969,187500.0000,187500.0000,187500.0000,111977.6953,78345.4297,120361.4766,123971.4688,187500.0000,183531.9375,187500.0000,167985.3125,146281.4063,137647.3125,144370.1094,187500.0000,187500.0000,187500.0000,30.887634,NaN,NaN,NaN
120525.3594,117748.1172,122990.5391,124808.6250,186835.9531,187500.0000,187500.0000,187500.0000,112346.8828,78480.9922,120861.8438,123668.9141,187500.0000,183486.2188,187500.0000,167769.7969,145898.8594,137403.7188,144275.0000,185403.0938,187500.0000,187500.0000,30.891632,NaN,NaN,NaN
120545.5469,117857.8594,122969.9766,124813.2344,186826.6406,187500.0000,187500.0000,187500.0000,112321.1563,78452.1172,120834.0391,123662.2031,187500.0000,183481.9063,187500.0000,167743.1563,145913.9219,137407.1719,144245.2344,185529.1094,187500.0000,187500.0000,30.895630,NaN,NaN,NaN
120545.5469,117857.8594,122969.9766,124813.2344,186826.6406,187500.0000,187500.0000,187500.0000,112321.1563,78452.1172,120834.0391,123662.2031,187500.0000,183481.9063,187500.0000,167743.1563,145913.9219,137407.1719,144245.2344,185529.1094,187500.0000,187500.0000,30.899628,NaN,NaN,NaN
120897.4063,120483.4063,122634.5859,125782.2656,186530.7344,187500.0000,187500.0000,187500.0000,111918.3750,78276.1406,120302.1797,123946.0547,187500.0000,183519.7344,187500.0000,167935.1094,146292.3125,137638.7031,144308.4375,187500.0000,187500.0000,187500.0000,30.903625,NaN,NaN,NaN
121067.0156,121883.0938,122447.0078,126324.8828,186367.1250,187500.0000,187500.0000,187500.0000,111698.0781,78181.5469,120007.0469,124105.2656,187500.0000,183545.5156,187500.0000,168069.7500,146490.5313,137762.3750,144367.8281,187500.0000,187500.0000,187500.0000,30.907623,NaN,NaN,NaN
121067.0156,121883.0938,122447.0078,126324.8828,186367.1250,187500.0000,187500.0000,187500.0000,111698.0781,78181.5469,120007.0469,124105.2656,187500.0000,183545.5156,187500.0000,168069.7500,146490.5313,137762.3750,144367.8281,187500.0000,187500.0000,187500.0000,30.911621,NaN,NaN,NaN
120840.7656,120312.2578,122635.9922,125756.2969,186545.1094,187500.0000,187500.0000,187500.0000,111928.3203,78289.3516,120310.7188,123935.8594,187500.0000,183528.1563,187500.0000,167980.8125,146253.6094,137615.0781,144338.2813,187500.0000,187500.0000,187500.0000,30.915619,NaN,NaN,NaN
120492.1016,117786.5156,122924.3281,124755.5391,186821.1719,187500.0000,187500.0000,187500.0000,112273.0078,78394.5391,120788.1328,123618.7578,187500.0000,183471.7344,187500.0000,167730.6875,145876.1563,137367.2969,144208.9531,185497.2031,187500.0000,187500.0000,30.919617,NaN,NaN,NaN
121028.7500,121842.0625,122411.4063,126285.8516,186371.7813,187500.0000,187500.0000,187500.0000,111659.3906,78146.2344,119970.5469,124076.3828,187500.0000,183546.3438,187500.0000,168070.8750,146458.1250,137726.5000,144334.1094,187500.0000,187500.0000,187500.0000,30.923615,NaN,NaN,NaN
120435.0156,117680.1875,122897.9297,124725.8828,186824.3906,187500.0000,187500.0000,187500.0000,112248.2188,78375.2266,120763.8359,123596.0234,187500.0000,183477.0313,187500.0000,167757.5469,145833.5781,137330.0313,144204.7969,185415.8906,187500.0000,187500.0000,30.927612,NaN,NaN,NaN
120972.6406,121783.9688,122357.8516,126229.1484,186358.4688,187500.0000,187500.0000,187500.0000,111603.4609,78076.1797,119915.0703,124029.7344,187500.0000,183533.5938,187500.0000,168053.4219,146420.6406,137685.6875,144295.2500,187500.0000,187500.0000,187500.0000,30.931610,NaN,NaN,NaN
120757.6641,120265.5469,122545.8672,125683.5859,186536.3125,187500.0000,187500.0000,187500.0000,111831.1172,78191.5625,120214.5859,123870.4766,187500.0000,183520.5938,187500.0000,167973.7969,146192.0469,137544.1094,144268.9063,187500.0000,187500.0000,187500.0000,30.935608,NaN,NaN,NaN
120392.2813,117653.2109,122839.3516,124648.0547,186816.3594,187500.0000,187500.0000,187500.0000,112183.8516,78289.3047,120702.7500,123539.1172,187500.0000,183459.8438,187500.0000,167713.3594,145803.6406,137289.8438,144138.6094,185440.4844,187500.0000,187500.0000,30.939606,NaN,NaN,NaN
120749.6172,120266.1484,122513.9766,125615.8828,186530.2344,187500.0000,187500.0000,187500.0000,111791.5547,78126.6328,120182.6016,123827.3203,187500.0000,183503.3750,187500.0000,167910.1250,146181.7969,137521.9688,144202.8750,187500.0000,187500.0000,187500.0000,30.943604,NaN,NaN,NaN
120703.3047,120230.7656,122488.1563,125634.9688,186518.9531,187500.0000,187500.0000,187500.0000,111769.4219,78114.4063,120152.9844,123823.8281,187500.0000,183506.7656,187500.0000,167956.7188,146161.4219,137508.7500,144234.2813,187500.0000,187500.0000,187500.0000,30.947601,NaN,NaN,NaN
120344.8984,117588.9688,122798.8672,124596.4609,186816.0781,187500.0000,187500.0000,187500.0000,112140.0391,78245.5000,120662.1797,123499.8438,187500.0000,183454.5938,187500.0000,167706.2344,145764.8125,137248.6094,144101.0625,185410.0156,187500.0000,187500.0000,30.951599,NaN,NaN,NaN
120877.0703,121684.7891,122267.3047,126132.4297,186348.7031,187500.0000,187500.0000,187500.0000,111506.7266,77970.4141,119821.6172,123950.5000,187500.0000,183518.9219,187500.0000,168035.7813,146350.5156,137608.8438,144222.1875,187500.0000,187500.0000,187500.0000,30.955597,NaN,NaN,NaN
120660.1641,120206.9844,122440.9297,125597.2188,186512.5156,187500.0000,187500.0000,187500.0000,111718.3516,78065.3906,120102.6875,123788.7813,187500.0000,183501.9844,187500.0000,167951.3594,146127.7031,137470.3906,144196.3750,187500.0000,187500.0000,187500.0000,30.959595,NaN,NaN,NaN
120297.0156,117525.0000,122757.9922,124544.7891,186815.2969,187500.0000,187500.0000,187500.0000,112096.7656,78192.3672,120620.6719,123461.2422,187500.0000,183452.7188,187500.0000,167698.9375,145731.9219,137213.2813,144069.2656,185386.0625,187500.0000,187500.0000,30.963593,NaN,NaN,NaN
120647.2891,120119.5859,122429.1719,125501.7109,186525.5000,187500.0000,187500.0000,187500.0000,111701.4063,78017.1953,120098.0000,123743.4531,187500.0000,183491.7969,187500.0000,167888.6875,146110.0781,137446.1719,144134.3281,187500.0000,187500.0000,187500.0000,30.967590,NaN,NaN,NaN
120833.1484,121638.5234,122226.2188,126087.8438,186347.9219,187500.0000,187500.0000,187500.0000,111462.8516,77914.5156,119779.0625,123915.7422,187500.0000,183518.1875,187500.0000,168031.2031,146324.8906,137579.6250,144195.1875,187500.0000,187500.0000,187500.0000,30.971588,NaN,NaN,NaN
120621.9922,120186.8672,122399.4219,125564.2500,186511.6250,187500.0000,187500.0000,187500.0000,111673.8281,78014.8047,120057.7891,123758.9688,187500.0000,183501.1094,187500.0000,167951.2031,146104.1563,137441.9688,144168.7188,187500.0000,187500.0000,187500.0000,30.975586,NaN,NaN,NaN
120257.4297,117553.2500,122714.1094,124564.5703,186802.7813,187500.0000,187500.0000,187500.0000,112050.3828,78163.2891,120568.9688,123452.9297,187500.0000,183454.2813,187500.0000,167735.4844,145710.1875,137189.7656,144069.8125,185457.7188,187500.0000,187500.0000,30.979584,NaN,NaN,NaN
120243.0391,117457.0234,122710.7578,124487.6563,186808.1406,187500.0000,187500.0000,187500.0000,112046.5156,78130.6563,120573.0859,123417.3672,187500.0000,183440.7188,187500.0000,167685.6719,145696.2188,137175.0000,144033.9375,185360.7500,187500.0000,187500.0000,30.983582,NaN,NaN,NaN
120593.6484,120042.5234,122384.5781,125441.6953,186521.0469,187500.0000,187500.0000,187500.0000,111655.1641,77960.2188,120053.9844,123699.2656,187500.0000,183481.0781,187500.0000,167875.9219,146071.2656,137405.3281,144097.0156,187500.0000,187500.0000,187500.0000,30.987579,NaN,NaN,NaN
120788.6406,121591.8125,122184.3125,126042.5781,186346.3906,187500.0000,187500.0000,187500.0000,111417.2266,77869.5859,119735.5859,123878.7969,187500.0000,183512.2344,187500.0000,168025.1406,146289.3438,137540.6719,144158.0469,187500.0000,187500.0000,187500.0000,30.991577,NaN,NaN,NaN
120571.2500,120156.6953,122344.6406,125519.0781,186497.5000,187500.0000,187500.0000,187500.0000,111615.0625,77948.3047,119999.3125,123715.6953,187500.0000,183489.3906,187500.0000,167937.5625,146071.1250,137404.3906,144131.4844,187500.0000,187500.0000,187500.0000,30.995575,NaN,NaN,NaN
120208.5234,117517.3984,122663.2188,124519.5547,186792.4531,187500.0000,187500.0000,187500.0000,111996.7188,78101.7500,120515.1250,123411.7969,187500.0000,183445.5156,187500.0000,167724.9063,145676.9063,137152.4375,144033.8750,185467.9688,187500.0000,187500.0000,30.999573,NaN,NaN,NaN
120196.7891,117394.8906,122671.0156,124437.5000,186808.6250,187500.0000,187500.0000,187500.0000,112004.2266,78087.7422,120532.9609,123379.8125,187500.0000,183435.8281,187500.0000,167679.7188,145657.7344,137134.0938,143996.5313,185332.7188,187500.0000,187500.0000,31.003571,NaN,NaN,NaN
120196.7891,117394.8906,122671.0156,124437.5000,186808.6250,187500.0000,187500.0000,187500.0000,112004.2266,78087.7422,120532.9609,123379.8125,187500.0000,183435.8281,187500.0000,167679.7188,145657.7344,137134.0938,143996.5313,185332.7188,187500.0000,187500.0000,31.007568,NaN,NaN,NaN
120538.2188,119963.5703,122338.2422,125379.8516,186514.5938,187500.0000,187500.0000,187500.0000,111605.7422,77899.5781,120007.0938,123653.3984,187500.0000,183468.3125,187500.0000,167859.9844,146031.6250,137363.7188,144058.8906,187500.0000,187500.0000,187500.0000,31.011566,NaN,NaN,NaN
120736.3594,121536.6875,122134.8438,125989.3594,186336.9688,187500.0000,187500.0000,187500.0000,111365.0391,77808.5000,119683.9531,123835.8828,187500.0000,183499.6094,187500.0000,168011.3281,146251.1250,137499.0781,144118.2813,187500.0000,187500.0000,187500.0000,31.015564,NaN,NaN,NaN
120532.3594,120137.3125,122301.9453,125485.9766,186495.2656,187500.0000,187500.0000,187500.0000,111568.2813,77907.0234,119953.3125,123685.6328,187500.0000,183486.1719,187500.0000,167936.5625,146039.1250,137367.2969,144095.1406,187500.0000,187500.0000,187500.0000,31.019562,NaN,NaN,NaN
120161.1641,117483.6953,122614.4219,124476.8828,186783.8438,187500.0000,187500.0000,187500.0000,111943.8125,78042.3672,120462.8906,123374.0000,187500.0000,183437.9844,187500.0000,167715.8125,145645.8906,137116.8906,143999.7656,185477.5000,187500.0000,187500.0000,31.023560,NaN,NaN,NaN
120145.3125,117327.1172,122627.0078,124382.3594,186804.3594,187500.0000,187500.0000,187500.0000,111957.8281,78030.2266,120487.8594,123337.9922,187500.0000,183429.2500,187500.0000,167668.6563,145621.4688,137095.3750,143961.4375,185303.3906,187500.0000,187500.0000,31.027557,NaN,NaN,NaN
120494.3828,119897.0078,122303.2422,125330.1406,186519.6875,187500.0000,187500.0000,187500.0000,111568.3047,77863.5078,119972.6016,123618.5313,187500.0000,183468.7969,187500.0000,167857.2656,145993.9063,137323.8125,144022.9219,187500.0000,187500.0000,187500.0000,31.031555,NaN,NaN,NaN
120683.5469,121481.6563,122084.7578,125936.1172,186327.2344,187500.0000,187500.0000,187500.0000,111311.5469,77746.4297,119632.3672,123791.6875,187500.0000,183490.3594,187500.0000,167997.0625,146214.8438,137459.4063,144080.8125,187500.0000,187500.0000,187500.0000,31.035553,NaN,NaN,NaN
120122.6484,117458.8125,122573.6953,124442.4609,186783.9375,187500.0000,187500.0000,187500.0000,111900.1797,78003.2734,120419.6406,123342.6406,187500.0000,183438.2500,187500.0000,167716.4844,145613.4688,137080.3438,143964.7031,185488.7188,187500.0000,187500.0000,31.039551,NaN,NaN,NaN
120093.3672,117260.4688,122581.7266,124326.8594,186799.4063,187500.0000,187500.0000,187500.0000,111909.8828,77973.7891,120442.5078,123294.8125,187500.0000,183422.4063,187500.0000,167657.6406,145585.0938,137056.6875,143926.2031,185278.7656,187500.0000,187500.0000,31.043549,NaN,NaN,NaN
120440.5156,119818.4922,122258.9844,125269.3828,186515.3750,187500.0000,187500.0000,187500.0000,111522.6172,77801.3672,119928.7500,123573.6484,187500.0000,183461.6406,187500.0000,167844.6250,145958.7031,137287.0000,143989.8438,187500.0000,187500.0000,187500.0000,31.047546,NaN,NaN,NaN
120649.5078,121442.6328,122054.2422,125900.4688,186337.0938,187500.0000,187500.0000,187500.0000,111278.7813,77716.8750,119600.9609,123765.6953,187500.0000,183495.2344,187500.0000,168003.4375,146185.7500,137427.2813,144050.7969,187500.0000,187500.0000,187500.0000,31.051544,NaN,NaN,NaN
120071.3125,117419.5469,122521.3281,124395.3906,186771.8594,187500.0000,187500.0000,187500.0000,111844.6641,77933.6250,120364.0938,123301.7422,187500.0000,183425.0625,187500.0000,167703.7969,145584.3438,137046.8281,143932.5156,185499.2656,187500.0000,187500.0000,31.055542,NaN,NaN,NaN
120050.5703,117203.9141,122545.3594,124281.4844,186803.1094,187500.0000,187500.0000,187500.0000,111871.3906,77935.2969,120405.7578,123262.5781,187500.0000,183418.3594,187500.0000,167655.9531,145550.1094,137019.0000,143891.7188,185253.9375,187500.0000,187500.0000,31.059540,NaN,NaN,NaN
120388.9688,119745.1328,122216.2734,125212.7500,186512.4688,187500.0000,187500.0000,187500.0000,111476.8438,77751.9688,119886.0547,123532.5234,187500.0000,183451.2813,187500.0000,167833.1875,145918.5469,137244.5781,143951.2344,187500.0000,187500.0000,187500.0000,31.063538,NaN,NaN,NaN
120590.3203,121379.3984,121997.5859,125836.5391,186304.4219,187500.0000,187500.0000,187500.0000,111214.4297,77636.8594,119539.5625,123712.9688,187500.0000,183475.4688,187500.0000,167973.5625,146140.1406,137380.2500,144003.0313,187500.0000,187500.0000,187500.0000,31.067535,NaN,NaN,NaN
