Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,AFz,Cpz,POz,TimeStamp
-724.4871,-355.4374,3235.4148,3428.6233,41382.6875,45281.5938,56654.4297,46549.6523,-940.3602,3512.5989,676.8108,3547.2441,69921.1016,51481.3398,56738.9844,42826.6992,548.5789,3329.2029,3692.0833,29658.4395,37135.0547,68261.3125,330.559082
4719.8613,3067.5532,3464.4084,236.1238,41486.1563,43392.0898,56552.6172,44664.4609,5290.1211,-27.0233,3543.9136,2083.4060,69246.3750,50577.7500,56644.8828,41735.3555,3666.7588,3430.6797,3087.7593,30180.3086,36948.0352,68085.2422,330.563080
5945.4297,3649.3022,3444.2473,-2150.2600,41501.5781,42532.8867,56470.3398,43701.1680,7947.7881,-2478.4285,3941.0371,1786.9325,68842.6094,50457.6289,56664.4414,41513.8711,3992.2002,3433.9207,2178.0432,30316.1836,36864.1289,67992.5547,330.567078
5945.4297,3649.3022,3444.2473,-2150.2600,41501.5781,42532.8867,56470.3398,43701.1680,7947.7881,-2478.4285,3941.0371,1786.9325,68842.6094,50457.6289,56664.4414,41513.8711,3992.2002,3433.9207,2178.0432,30316.1836,36864.1289,67992.5547,330.571075
3583.6104,3120.5269,3358.6401,1345.5526,41451.4414,43696.9648,56535.4961,44828.3672,4471.3320,766.4636,3150.9700,3224.1943,69223.7969,51083.0313,56632.3008,42288.1133,3142.1858,3384.5903,3116.4590,30010.5234,36979.3047,68106.3203,330.575073
-1489.0508,45.5752,3139.4365,3658.3323,41323.1680,45453.8594,56635.3828,46636.4219,-1515.8059,3718.7937,-170.9014,3785.7820,69863.3906,51769.5000,56702.1055,43143.0469,-444.3974,3302.2244,3721.8782,29600.8379,37159.4180,68284.7109,330.579071
-643.0150,-251.6136,3235.2808,3430.4785,41382.3516,45263.4648,56651.6328,46536.6445,-861.1233,3500.4395,748.2469,3550.4851,69915.7813,51471.6406,56735.6094,42817.8945,584.6545,3331.4155,3689.5576,29660.8984,37135.7695,68259.7188,330.583069
4770.4209,3092.1626,3465.9954,167.2134,41488.1875,43375.3008,56552.1680,44651.2070,5356.1035,-64.8871,3562.7114,2021.6705,69241.9922,50572.4961,56645.7773,41731.7344,3683.9919,3432.7361,2968.9597,30184.3086,36950.6289,68084.7109,330.587067
5952.6045,3660.5674,3454.2385,-2124.3098,41513.0234,42539.3008,56479.3906,43710.9805,7953.8901,-2488.7327,3952.5483,1792.5428,68851.5547,50466.1680,56674.0078,41528.4883,3992.3342,3436.2900,2053.4099,30318.4199,36869.5156,67995.4375,330.591064
3524.9148,3109.6416,3356.5613,1439.0723,41451.4883,43706.1094,56535.8984,44841.8906,4397.1689,800.4830,3125.4219,3257.0513,69228.5781,51087.7930,56632.2344,42297.9922,3112.0557,3384.9480,3135.6592,30009.8750,36983.9336,68110.2109,330.595062
-1553.2897,0.9611,3135.0779,3662.6909,41321.1992,45457.4336,56633.2148,46642.5664,-1578.6366,3722.0347,-290.1703,3789.4922,69864.8438,51767.6875,56701.4102,43144.7891,-478.2379,3299.9443,3720.1794,29598.2676,37158.1406,68285.1172,330.599060
-653.3415,-233.7992,3242.9697,3419.0569,41390.5781,45255.5547,56656.1484,46530.1406,-883.3185,3499.9031,712.4842,3559.1575,69916.2734,51467.6172,56739.5195,42817.2031,604.9723,3330.6558,3683.0757,29663.8477,37129.8672,68257.5547,330.603058
4776.3662,3094.2637,3459.8936,144.0123,41483.6055,43355.0742,56545.4648,44630.3086,5363.8374,-94.7937,3563.8513,2126.9473,69229.8984,50561.6328,56638.8281,41719.3945,3690.8093,3428.3328,3064.9382,30185.4707,36942.2461,68080.0781,330.607056
5939.8862,3652.9231,3446.2813,-2214.4097,41506.5156,42536.0156,56472.6172,43704.5664,7941.0605,-2464.1904,3942.2441,1892.2316,68844.3125,50462.7930,56666.3203,41523.9063,3990.0544,3431.5068,2094.2466,30314.2617,36863.0781,67991.1016,330.611053
3517.8962,3116.3472,3363.0210,1398.5933,41459.0664,43731.3672,56543.7852,44863.0547,4370.1011,915.8180,3130.8535,3256.6267,69239.0625,51101.7617,56637.5078,42313.9961,3114.0449,3383.4504,3037.1772,30006.3672,36983.3750,68110.5938,330.615051
-1540.8398,22.2176,3136.8438,3679.3877,41324.4844,45471.8516,56636.8164,46653.0508,-1575.6862,3739.2903,-206.4631,3796.3318,69870.6094,51774.8203,56703.5586,43148.7227,-435.9261,3302.2690,3722.9958,29600.5039,37162.9922,68289.4531,330.619049
-562.7275,-184.7819,3242.7686,3402.9412,41390.1328,45247.1484,56654.1836,46517.4219,-798.6949,3496.3938,819.6608,3562.1304,69911.6953,51462.6563,56736.4805,42806.1133,694.6699,3332.7344,3681.8462,29669.3906,37133.1758,68259.2266,330.623047
4834.0117,3121.3315,3473.4163,136.4798,41497.2188,43357.4414,56555.6797,44627.6484,5438.0449,-24.4975,3590.0923,2154.9988,69235.1484,50569.6563,56649.9570,41724.7813,3708.5789,3432.6467,2969.6750,30191.0586,36946.4727,68082.5625,330.627045
5938.8359,3656.4324,3450.9526,-2141.5430,41512.1719,42543.7266,56476.4414,43709.3711,7942.6699,-2451.7627,3946.2451,1961.2761,68848.9141,50471.8672,56670.7891,41529.8516,3988.9817,3434.6360,2153.8140,30315.4023,36868.3516,67995.2969,330.631042
3448.2483,3075.9800,3354.5273,1454.3833,41451.8672,43739.4102,56537.6641,44870.8125,4296.6084,878.1106,3077.8574,3281.5266,69238.7500,51105.2266,56631.5859,42314.3750,3047.1685,3382.2434,3145.7397,30001.9414,36985.8555,68112.3594,330.635040
-1600.0719,-20.7201,3140.6436,3675.9678,41329.2695,45482.4023,56640.2109,46665.6133,-1627.8551,3746.8452,-283.1743,3794.5215,69877.7422,51780.3164,56708.5625,43155.4063,-554.3232,3300.4360,3724.4934,29595.2285,37161.6719,68287.2109,330.639038
-524.4613,-93.1174,3249.3623,3406.6963,41395.6992,45235.6836,56654.6055,46509.0625,-744.3801,3482.5359,886.5596,3540.2927,69912.1406,51452.0156,56739.9219,42793.8008,733.7631,3333.3154,3679.4993,29668.3184,37129.5547,68254.7188,330.643036
4848.7861,3132.0156,3464.4531,133.0599,41488.8828,43331.6055,56544.0781,44604.5820,5484.3130,-104.3156,3600.1060,2074.9124,69222.9688,50549.8086,56642.2695,41699.4336,3719.7102,3429.6963,3022.9392,30189.6953,36941.7109,68077.0625,330.647034
5935.3042,3656.2087,3452.1821,-2182.5583,41515.8828,42544.1758,56478.1172,43712.8359,7942.1558,-2445.6160,3946.6921,1860.1121,68851.5078,50473.8125,56673.1133,41532.7148,3986.3887,3433.2949,2064.1165,30313.5020,36867.1016,67993.8047,330.651031
3429.5173,3091.4473,3360.2942,1450.4270,41459.3555,43757.0703,56544.7500,44891.7109,4258.3872,993.7809,3086.4629,3267.4897,69249.9297,51114.6172,56637.7109,42326.8711,3063.4182,3383.6963,3077.7681,30001.4941,36989.3633,68116.1797,330.655029
-1599.6472,-21.9494,3133.6250,3681.2651,41323.9727,45483.8984,56635.5391,46668.9414,-1638.8745,3751.1367,-249.0208,3787.0112,69876.7813,51776.0273,56704.6758,43150.1523,-509.2398,3299.7878,3725.4099,29595.6758,37164.2461,68290.4766,330.659027
-403.1360,-112.5634,3251.4858,3366.9326,41398.3359,45224.3516,56655.9258,46498.6211,-697.7544,3472.7234,813.1118,3539.2644,69908.4063,51449.3555,56739.0742,42792.7031,619.9927,3333.0474,3675.8337,29675.5391,37129.9570,68256.3281,330.663025
5923.9272,3648.8328,3444.8284,-2102.5391,41509.5352,42541.4922,56471.7031,43707.1133,7928.8115,-2434.1943,3938.8020,1913.0857,68845.6953,50468.7617,56666.6328,41528.3789,3984.5337,3432.0208,2183.1394,30311.7129,36866.4063,67992.9063,330.667023
3386.0210,3061.3618,3352.3369,1483.3287,41453.6328,43768.8047,56540.6133,44900.9883,4192.7178,935.4205,3046.6992,3289.4167,69249.3438,51114.5039,56631.4727,42331.2539,3016.4573,3378.7344,3155.0828,29994.9004,36986.9492,68113.2266,330.671021
-1632.5490,-64.6189,3134.6309,3674.9172,41327.1680,45495.8125,56638.3555,46679.1797,-1673.3856,3749.9072,-282.2578,3791.4817,69881.7891,51776.2266,56706.6406,43155.2266,-582.8888,3296.5916,3725.4546,29592.1660,37163.0820,68289.0703,330.675018
-450.8570,-80.5557,3249.8989,3365.1445,41396.9727,45210.2227,56652.6406,46483.5586,-687.4503,3432.5125,904.9327,3514.9458,69902.7109,51436.8398,56734.7813,42779.9414,763.9826,3334.2766,3674.4702,29680.6797,37130.6719,68257.3750,330.679016
4911.3711,3176.9875,3469.5046,-12.6734,41496.4805,43309.7227,56547.8086,44580.5742,5558.5435,-253.4017,3610.8347,1989.0817,69215.3672,50545.0039,56644.9727,41698.1602,3731.9365,3431.2832,3023.4309,30200.5137,36941.6445,68078.5156,330.683014
5925.6484,3654.4207,3449.5000,-2070.9338,41516.1719,42546.4531,56476.6211,43713.2383,7929.3481,-2460.3906,3944.4792,1879.3123,68850.7266,50473.2539,56671.1680,41537.2734,3983.9302,3430.9480,2114.9668,30310.6855,36866.4727,67993.9141,330.687012
3363.8032,3047.6826,3350.3699,1548.3500,41453.3438,43780.5391,56541.0391,44916.2305,4164.9346,963.5837,3025.4426,3299.2290,69255.3359,51120.5820,56631.8086,42339.4336,3012.9255,3380.0530,3161.1401,29992.9785,36990.8164,68118.1250,330.691010
-1648.6199,-165.7158,3135.1226,3682.1370,41329.2461,45501.6250,56640.1016,46689.4180,-1683.9580,3756.3223,-379.2420,3791.5710,69886.9297,51780.0273,56709.7031,43159.9414,-639.1034,3298.5586,3727.6450,29591.5410,37165.4727,68292.2656,330.695007
-403.1808,-73.2690,3253.9668,3359.9587,41400.7695,45195.6484,56653.1328,46473.6992,-599.6526,3435.9324,852.3837,3513.4258,69899.4453,51432.6367,56734.9375,42775.4023,673.3463,3332.1309,3667.8987,29681.0586,37126.2031,68253.2188,330.699005
4935.7793,3196.3218,3463.7603,-29.7949,41491.2969,43288.7578,56540.8828,44561.5313,5615.5181,-255.8604,3593.2886,1997.4860,69203.9453,50538.8125,56638.5156,41687.2539,3712.0659,3429.0928,3007.5613,30201.4082,36938.2461,68074.7188,330.703003
5914.8975,3650.1067,3447.5552,-2140.7158,41514.0273,42545.9180,56473.8945,43712.1445,7919.3569,-2418.8386,3939.4949,1804.9257,68848.2422,50477.8594,56668.3516,41538.5234,3980.2644,3429.8303,2034.2098,30308.8301,36866.8086,67993.3125,330.707001
3309.0415,3044.5535,3353.7673,1542.4044,41458.4180,43800.5898,56546.5352,44935.5195,4099.9580,1065.5970,3012.9927,3256.6267,69264.2969,51136.5664,56635.9648,42354.4766,2987.0422,3379.5166,3106.3113,29990.2500,36994.2578,68120.0000,330.710999
-1683.8239,-163.1454,3129.0430,3678.0017,41325.4453,45508.2383,56637.0391,46694.0898,-1717.4186,3756.3447,-387.7357,3788.3748,69886.9531,51784.1406,56706.6641,43159.3164,-641.9644,3295.8315,3729.3660,29588.1875,37166.3438,68290.9922,330.714996
-369.2061,-101.9910,3253.2292,3360.0930,41400.6836,45186.1055,56651.2305,46460.4453,-615.0753,3436.5806,937.7897,3504.1499,69894.4375,51429.4414,56732.3242,42767.4023,799.8571,3331.6392,3665.3730,29683.3164,37125.0391,68250.3359,330.718994
4962.0649,3151.9758,3469.5493,-14.3498,41498.8750,43285.5586,56545.8438,44553.8633,5632.2373,-228.1889,3620.6919,1999.8776,69203.7734,50542.8125,56643.8555,41689.9141,3738.4856,3429.0256,3015.9431,30203.5313,36936.9727,68072.4844,330.722992
5904.7495,3644.4741,3442.5039,-2069.5032,41511.1211,42548.3086,56470.6523,43711.0469,7909.4102,-2430.4839,3933.6387,1892.5444,68845.6250,50478.6406,56664.6641,41538.4570,3975.5034,3428.2656,2142.6382,30305.8789,36865.1992,67991.9453,330.726990
3216.4607,2995.2678,3346.8159,1612.7454,41452.6484,43813.4414,56542.2227,44945.2891,4010.5063,1058.8691,2951.7712,3299.5198,69264.2734,51137.4609,56630.8906,42357.5391,2871.2156,3374.2864,3165.2974,29983.0977,36990.8633,68118.1016,330.730988
-1747.9064,-198.7070,3133.4238,3696.6655,41330.6328,45521.6953,56641.2422,46705.8906,-1767.1959,3776.2825,-396.0505,3799.6624,69893.2109,51786.4883,56711.7813,43166.8047,-733.3384,3293.0154,3726.3262,29584.0527,37163.1250,68289.6719,330.734985
-329.1965,-2.2128,3251.6423,3331.9521,41398.2461,45169.5430,56646.3594,46444.4180,-569.5671,3389.1055,1000.1958,3505.2676,69886.8828,51415.2930,56728.0781,42754.5938,871.9415,3330.3650,3659.0698,29685.1504,37120.9492,68247.8984,330.738983
4984.5952,3197.6182,3466.5767,-127.8967,41495.9453,43267.1211,56541.0156,44535.8711,5674.9512,-369.0497,3626.2798,1949.1615,69195.0938,50531.1250,56641.1719,41679.0742,3750.5779,3427.9976,2864.5771,30207.1074,36934.6484,68070.9141,330.742981
5908.4150,3653.7949,3451.0198,-2109.9375,41520.3984,42555.2852,56477.9844,43720.0117,7912.4277,-2402.7231,3942.8923,1861.4309,68852.7344,50483.0664,56672.3750,41549.0977,3976.7776,3427.5952,1895.6737,30306.1250,36865.6914,67992.3516,330.746979
3242.9922,3029.2424,3346.1230,1672.9163,41452.5820,43823.1875,56543.1602,44960.1094,3992.3342,1167.9680,2994.4185,3297.0610,69269.4609,51139.2031,56630.2422,42363.3047,2969.0269,3375.5828,3116.3025,29982.4941,36994.3047,68121.1406,330.751953
-1719.0280,-179.4174,3129.6465,3697.7383,41327.9727,45521.2031,56639.1406,46710.6523,-1769.4087,3773.5332,-417.3294,3800.1541,69894.2813,51782.0820,56709.5039,43163.4063,-680.2977,3294.6470,3729.4109,29584.7227,37166.0313,68292.0391,330.755951
-289.7680,-3.5986,3264.1592,3362.6858,41410.0938,45162.2109,56655.0781,46441.6250,-540.6887,3438.9500,971.2056,3519.6396,69891.1563,51414.2852,56734.9609,42755.6875,799.2983,3334.3438,3657.8853,29690.6699,37121.3945,68247.8047,330.759949
5013.6748,3194.2654,3466.1519,-17.4120,41495.8555,43250.3125,56538.8906,44521.4102,5709.5293,-235.6768,3642.7979,2083.6965,69188.2344,50525.3789,56638.0234,41671.1172,3757.5740,3427.9529,2978.7275,30208.2695,36932.4805,68067.9688,330.763947
