blockSize,timeStamp(end),bufferBlockSize,bufferTimeStamp(end),updateDuration
2500,4.219635,2468,4.219635,0.100828
64,4.475494,2468,4.475494,0.104845
64,4.731354,2468,4.731354,0.074556
64,4.987213,2468,4.987213,0.058001
64,5.243073,2468,5.243073,0.057071
64,5.499908,2468,5.499908,0.058922
64,5.755768,2468,5.755768,0.042889
64,6.011627,2468,6.011627,0.050952
64,6.267487,2468,6.267487,0.060993
64,6.523346,2468,6.523346,0.060469
64,6.779205,2468,6.779205,0.055023
64,7.035065,2468,7.035065,0.061443
64,7.291901,2468,7.291901,0.127522
64,7.547760,2468,7.547760,0.139656
64,7.803619,2468,7.803619,0.124432
64,8.059479,2468,8.059479,0.086818
64,8.315338,2468,8.315338,0.059230
64,8.571198,2468,8.571198,0.057078
64,8.827057,2468,8.827057,0.048375
64,9.083893,2468,9.083893,0.035336
64,9.339752,2468,9.339752,0.067438
64,9.595612,2468,9.595612,0.052225
64,9.851471,2468,9.851471,0.069877
64,10.107330,2468,10.107330,0.045535
64,10.363190,2468,10.363190,0.080584
64,10.619049,2468,10.619049,0.055608
64,10.875885,2468,10.875885,0.053965
64,11.131744,2468,11.131744,0.051484
64,11.387604,2468,11.387604,0.038298
64,11.643463,2468,11.643463,0.039441
64,11.899323,2468,11.899323,0.058440
64,12.155182,2468,12.155182,0.067703
64,12.411041,2468,12.411041,0.057099
64,12.667877,2468,12.667877,0.067251
64,12.923737,2468,12.923737,0.043275
64,13.179596,2468,13.179596,0.051568
64,13.435455,2468,13.435455,0.072414
64,13.691315,2468,13.691315,0.054967
64,13.947174,2468,13.947174,0.054906
64,14.203033,2468,14.203033,0.092937
64,14.459869,2468,14.459869,0.052904
64,14.715729,2468,14.715729,0.062081
64,14.971588,2468,14.971588,0.059507
64,15.227448,2468,15.227448,0.080694
64,15.483307,2468,15.483307,0.065780
64,15.739166,2468,15.739166,0.041624
64,15.995026,2468,15.995026,0.057326
64,16.251862,2468,16.251862,0.053764
64,16.507721,2468,16.507721,0.078135
64,16.763580,2468,16.763580,0.065544
64,17.019440,2468,17.019440,0.061643
64,17.275299,2468,17.275299,0.084260
64,17.531158,2468,17.531158,0.047576
64,17.787018,2468,17.787018,0.057730
64,18.043854,2468,18.043854,0.087514
64,18.299713,2468,18.299713,0.215979
64,18.555573,2468,18.555573,0.110200
64,18.811432,2468,18.811432,0.084971
64,19.067291,2468,19.067291,0.098354
64,19.323151,2468,19.323151,0.057343
64,19.579010,2468,19.579010,0.037779
64,19.835846,2468,19.835846,0.053198
64,20.091705,2468,20.091705,0.099674
64,20.347565,2468,20.347565,0.057121
64,20.603424,2468,20.603424,0.044738
64,20.859283,2468,20.859283,0.047732
64,21.115143,2468,21.115143,0.050486
64,21.371002,2468,21.371002,0.054225
64,21.627838,2468,21.627838,0.040821
64,21.883698,2468,21.883698,0.066669
64,22.139557,2468,22.139557,0.050726
64,22.395416,2468,22.395416,0.060593
64,22.651276,2468,22.651276,0.053032
64,22.907135,2468,22.907135,0.051045
64,23.162994,2468,23.162994,0.035780
64,23.419830,2468,23.419830,0.083668
64,23.675690,2468,23.675690,0.044328
64,23.931549,2468,23.931549,0.044910
64,24.187408,2468,24.187408,0.046283
64,24.443268,2468,24.443268,0.046946
64,24.699127,2468,24.699127,0.037894
64,24.954987,2468,24.954987,0.048951
64,25.211823,2468,25.211823,0.042375
64,25.467682,2468,25.467682,0.047601
64,25.723541,2468,25.723541,0.050465
64,25.979401,2468,25.979401,0.045243
64,26.235260,2468,26.235260,0.048078
64,26.491119,2468,26.491119,0.070823
64,26.746979,2468,26.746979,0.063520
64,27.003815,2468,27.003815,0.081729
64,27.259674,2468,27.259674,0.066747
64,27.515533,2468,27.515533,0.051082
64,27.771393,2468,27.771393,0.184445
64,28.027252,2468,28.027252,0.063225
64,28.283112,2468,28.283112,0.053638
64,28.538971,2468,28.538971,0.064226
64,28.795807,2468,28.795807,0.055997
64,29.051666,2468,29.051666,0.052005
64,29.307526,2468,29.307526,0.033522
64,29.563385,2468,29.563385,0.041558
64,29.819244,2468,29.819244,0.040608
64,30.075104,2468,30.075104,0.061370
64,30.330963,2468,30.330963,0.054184
64,30.587799,2468,30.587799,0.053009
64,30.843658,2468,30.843658,0.045448
64,31.099518,2468,31.099518,0.079839
64,31.355377,2468,31.355377,0.036064
64,31.611237,2468,31.611237,0.043847
64,31.867096,2468,31.867096,0.096259
64,32.123932,2468,32.123932,0.046941
64,32.379791,2468,32.379791,0.059674
64,32.635651,2468,32.635651,0.051855
64,32.891510,2468,32.891510,0.054495
64,33.147369,2468,33.147369,0.049782
64,33.403229,2468,33.403229,0.039885
64,33.659088,2468,33.659088,0.040899
64,33.915924,2468,33.915924,0.046211
64,34.171783,2468,34.171783,0.051584
64,34.427643,2468,34.427643,0.046014
64,34.683502,2468,34.683502,0.043762
64,34.939362,2468,34.939362,0.038893
64,35.195221,2468,35.195221,0.041836
64,35.451080,2468,35.451080,0.046256
64,35.707916,2468,35.707916,0.045073
64,35.963776,2468,35.963776,0.042318
64,36.219635,2468,36.219635,0.049972
64,36.475494,2468,36.475494,0.053657
64,36.731354,2468,36.731354,0.053724
64,36.987213,2468,36.987213,0.088476
64,37.243073,2468,37.243073,0.077291
64,37.499908,2468,37.499908,0.043719
64,37.755768,2468,37.755768,0.098300
64,38.011627,2468,38.011627,0.079255
64,38.267487,2468,38.267487,0.061768
64,38.523346,2468,38.523346,0.051236
64,38.779205,2468,38.779205,0.054173
64,39.035065,2468,39.035065,0.049728
64,39.291901,2468,39.291901,0.059047
64,39.547760,2468,39.547760,0.054168
64,39.803619,2468,39.803619,0.054789
64,40.059479,2468,40.059479,0.036982
64,40.315338,2468,40.315338,0.044675
64,40.571198,2468,40.571198,0.059531
64,40.827057,2468,40.827057,0.049845
64,41.083893,2468,41.083893,0.038848
64,41.339752,2468,41.339752,0.059530
64,41.595612,2468,41.595612,0.059366
64,41.851471,2468,41.851471,0.053381
64,42.107330,2468,42.107330,0.052394
64,42.363190,2468,42.363190,0.054126
64,42.619049,2468,42.619049,0.065979
64,42.875885,2468,42.875885,0.052620
64,43.131744,2468,43.131744,0.056310
64,43.387604,2468,43.387604,0.060213
64,43.643463,2468,43.643463,0.065939
64,43.899323,2468,43.899323,0.043845
64,44.155182,2468,44.155182,0.039576
64,44.411041,2468,44.411041,0.048093
64,44.667877,2468,44.667877,0.070201
64,44.923737,2468,44.923737,0.047602
64,45.179596,2468,45.179596,0.049933
64,45.435455,2468,45.435455,0.050830
64,45.691315,2468,45.691315,0.099968
64,45.947174,2468,45.947174,0.057879
64,46.203033,2468,46.203033,0.061647
64,46.459869,2468,46.459869,0.071374
64,46.715729,2468,46.715729,0.146231
64,46.971588,2468,46.971588,0.120009
64,47.227448,2468,47.227448,0.084863
64,47.483307,2468,47.483307,0.045379
64,47.739166,2468,47.739166,0.125446
64,47.995026,2468,47.995026,0.068662
64,48.251862,2468,48.251862,0.035247
64,48.507721,2468,48.507721,0.038998
64,48.763580,2468,48.763580,0.055603
64,49.019440,2468,49.019440,0.062666
64,49.275299,2468,49.275299,0.065492
64,49.531158,2468,49.531158,0.036405
64,49.787018,2468,49.787018,0.066480
64,50.043854,2468,50.043854,0.090752
64,50.299713,2468,50.299713,0.049181
64,50.555573,2468,50.555573,0.044733
64,50.811432,2468,50.811432,0.032136
64,51.067291,2468,51.067291,0.053968
64,51.323151,2468,51.323151,0.056631
64,51.579010,2468,51.579010,0.054808
64,51.835846,2468,51.835846,0.079042
64,52.091705,2468,52.091705,0.072243
64,52.347565,2468,52.347565,0.051639
64,52.603424,2468,52.603424,0.036509
64,52.859283,2468,52.859283,0.035721
64,53.115143,2468,53.115143,0.062973
64,53.371002,2468,53.371002,0.072844
64,53.627838,2468,53.627838,0.037547
64,53.883698,2468,53.883698,0.044746
64,54.139557,2468,54.139557,0.047869
64,54.395416,2468,54.395416,0.066446
64,54.651276,2468,54.651276,0.050336
64,54.907135,2468,54.907135,0.045792
64,55.162994,2468,55.162994,0.077626
64,55.419830,2468,55.419830,0.061031
64,55.675690,2468,55.675690,0.059706
64,55.931549,2468,55.931549,0.039503
64,56.187408,2468,56.187408,0.062686
64,56.443268,2468,56.443268,0.063567
64,56.699127,2468,56.699127,0.045671
64,56.954987,2468,56.954987,0.070784
64,57.211823,2468,57.211823,0.085649
64,57.467682,2468,57.467682,0.177414
64,57.723541,2468,57.723541,0.112027
64,57.979401,2468,57.979401,0.060835
64,58.235260,2468,58.235260,0.075892
64,58.491119,2468,58.491119,0.042391
64,58.746979,2468,58.746979,0.048301
64,59.003815,2468,59.003815,0.066050
64,59.259674,2468,59.259674,0.075273
64,59.515533,2468,59.515533,0.062034
64,59.771393,2468,59.771393,0.062591
64,60.027252,2468,60.027252,0.044057
64,60.283112,2468,60.283112,0.067393
64,60.538971,2468,60.538971,0.050375
64,60.795807,2468,60.795807,0.081439
64,61.051666,2468,61.051666,0.057858
64,61.307526,2468,61.307526,0.051860
64,61.563385,2468,61.563385,0.057838
64,61.819244,2468,61.819244,0.061151
64,62.075104,2468,62.075104,0.058255
64,62.330963,2468,62.330963,0.053192
64,62.587799,2468,62.587799,0.065550
64,62.843658,2468,62.843658,0.056103
64,63.099518,2468,63.099518,0.049103
64,63.355377,2468,63.355377,0.068887
64,63.611237,2468,63.611237,0.047798
64,63.867096,2468,63.867096,0.059327
64,64.123932,2468,64.123932,0.047452
64,64.379791,2468,64.379791,0.078648
64,64.635651,2468,64.635651,0.073306
64,64.891510,2468,64.891510,0.053975
64,65.147369,2468,65.147369,0.048571
64,65.403229,2468,65.403229,0.059158
64,65.659088,2468,65.659088,0.076772
64,65.915924,2468,65.915924,0.044021
64,66.171783,2468,66.171783,0.058509
64,66.427643,2468,66.427643,0.053070
64,66.683502,2468,66.683502,0.088023
64,66.939362,2468,66.939362,0.091906
64,67.195221,2468,67.195221,0.136711
64,67.451080,2468,67.451080,0.081878
64,67.707916,2468,67.707916,0.084010
64,67.963776,2468,67.963776,0.050911
64,68.219635,2468,68.219635,0.061672
64,68.475494,2468,68.475494,0.051667
64,68.731354,2468,68.731354,0.080534
64,68.987213,2468,68.987213,0.049209
64,69.243073,2468,69.243073,0.058496
64,69.499908,2468,69.499908,0.060348
64,69.755768,2468,69.755768,0.059685
64,70.011627,2468,70.011627,0.057453
64,70.267487,2468,70.267487,0.045461
64,70.523346,2468,70.523346,0.061817
64,70.779205,2468,70.779205,0.063792
64,71.035065,2468,71.035065,0.035956
64,71.291901,2468,71.291901,0.049289
