Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,AFz,Cpz,POz,TimeStamp
81326.9063,-69987.0625,-70047.7734,-70090.2813,106357.1484,-70063.1719,-69954.6953,-70017.8672,-69984.8047,-69983.6250,-70047.9922,-70061.4297,122868.9219,-70138.8359,-70005.0391,-70048.9141,92142.3125,-70090.1719,-70073.6563,-70178.8672,-70085.5938,-70064.9375,35.171234
91690.3828,-70193.1953,-70258.8359,-70301.3984,106275.2578,-70274.3281,-70165.7188,-70228.9141,-70196.1875,-70195.0000,-70259.3281,-70272.8125,122799.7891,-70350.4609,-70216.4141,-70260.3359,92088.6016,-70301.6406,-70284.7891,-70390.1797,-70296.7891,-70276.3203,35.175232
98034.5938,-70705.0703,-70772.9766,-70815.5547,106200.9609,-70788.6641,-70679.6797,-70743.0000,-70710.7656,-70709.4922,-70773.9375,-70787.1875,122759.5781,-70865.4688,-70730.8203,-70774.9375,92099.2422,-70816.9375,-70799.5313,-70905.2734,-70811.5781,-70791.3672,35.179230
89889.9922,-71341.2188,-71405.9766,-71448.4453,106222.5078,-71422.0703,-71312.3672,-71375.9609,-71344.1250,-71342.7891,-71407.1563,-71420.2109,122796.7656,-71499.3359,-71363.9297,-71408.3203,92173.5859,-71450.7031,-71432.6406,-71538.8125,-71444.6406,-71424.7031,35.183228
69240.9609,-71702.2500,-71765.9531,-71808.3281,106274.4531,-71782.3125,-71672.2969,-71736.0234,-71704.4844,-71702.9609,-71767.3828,-71780.4141,122853.4063,-71859.8750,-71724.0391,-71768.5625,92202.1953,-71811.2344,-71792.7266,-71899.2813,-71804.8203,-71785.1094,35.187225
68358.5859,-71770.9766,-71834.3906,-71876.8594,106273.2656,-71850.7109,-71740.6484,-71804.4141,-71772.8828,-71771.3359,-71835.7969,-71848.8281,122852.6250,-71928.3125,-71792.4141,-71836.9375,92163.5703,-71879.8125,-71861.2578,-71967.7891,-71873.2813,-71853.6563,35.191223
68358.5859,-71770.9766,-71834.3906,-71876.8594,106273.2656,-71850.7109,-71740.6484,-71804.4141,-71772.8828,-71771.3359,-71835.7969,-71848.8281,122852.6250,-71928.3125,-71792.4141,-71836.9375,92163.5703,-71879.8125,-71861.2578,-71967.7891,-71873.2813,-71853.6563,35.195221
89529.8906,-71718.7422,-71783.1641,-71825.6719,106199.3047,-71799.5469,-71689.5078,-71753.2344,-71721.5391,-71720.1094,-71784.6172,-71797.5547,122785.9531,-71877.0391,-71741.2500,-71785.7109,92121.9063,-71828.6484,-71810.1641,-71916.6484,-71822.0547,-71802.4531,35.199219
96520.9766,-71880.8125,-71947.8906,-71990.2734,106146.6172,-71964.3438,-71854.1250,-71917.9453,-71886.3125,-71884.9531,-71949.4141,-71962.3359,122746.9063,-72042.0391,-71906.1172,-71950.6406,92153.4219,-71993.4922,-71974.7813,-72081.4688,-71986.7656,-71967.2031,35.203217
88304.3438,-72165.9766,-72230.1953,-72272.5938,106189.0625,-72246.7109,-72136.2500,-72200.2422,-72168.7266,-72167.2969,-72231.6953,-72244.6328,122799.5625,-72324.7188,-72188.3750,-72233.1250,92233.7578,-72276.1250,-72257.1953,-72363.9688,-72269.1328,-72249.6875,35.207214
61030.3398,-72318.5938,-72381.6328,-72424.0781,106240.9922,-72398.1719,-72287.6875,-72351.7422,-72320.2500,-72318.7734,-72383.1484,-72396.1563,122857.3438,-72476.2891,-72339.7656,-72384.6484,92261.9219,-72427.8984,-72408.8281,-72515.6484,-72420.7422,-72401.3906,35.211212
61608.3555,-72283.4844,-72346.5781,-72389.0078,106225.3438,-72363.1875,-72252.6563,-72316.6953,-72285.1172,-72283.6641,-72348.1016,-72361.0469,122845.5625,-72441.0859,-72304.6953,-72349.4844,92215.3828,-72392.5625,-72373.5391,-72480.3125,-72385.4922,-72366.0938,35.215210
89068.9922,-72113.4063,-72177.8672,-72220.1797,106158.8672,-72194.3906,-72083.9688,-72147.8750,-72116.1563,-72114.7266,-72179.2109,-72192.0859,122785.0313,-72272.0859,-72135.8750,-72180.5781,92164.7109,-72222.9766,-72204.1094,-72310.8438,-72216.1797,-72196.6250,35.219208
96437.0469,-72052.5000,-72119.4453,-72161.7578,106112.1797,-72135.8281,-72025.5625,-72089.5156,-72057.6641,-72056.2344,-72120.6719,-72133.5703,122753.7422,-72213.4531,-72077.3359,-72122.0156,92201.7266,-72164.3281,-72145.4844,-72252.3281,-72157.5547,-72138.0391,35.223206
87693.5547,-72246.2188,-72310.1250,-72352.5703,106144.8125,-72326.8672,-72216.2500,-72280.3125,-72248.5469,-72247.0078,-72311.5078,-72324.4766,122803.3438,-72404.4922,-72268.0625,-72312.8984,92293.2109,-72355.6328,-72336.6328,-72443.5234,-72348.6172,-72329.1953,35.227203
57152.7148,-72448.9063,-72511.4453,-72553.8906,106203.3281,-72528.2578,-72417.5000,-72481.5859,-72450.0703,-72448.4844,-72512.9922,-72525.8906,122870.8438,-72606.0625,-72469.4297,-72514.3516,92322.8906,-72556.9375,-72537.7344,-72644.7109,-72549.7344,-72530.3828,35.231201
88934.7266,-72210.9297,-72275.3047,-72317.7734,106112.8672,-72292.0625,-72181.4688,-72245.5078,-72213.9453,-72212.3828,-72276.8906,-72289.7188,122800.9922,-72369.8516,-72233.4141,-72278.1875,92218.0000,-72320.8750,-72301.8359,-72408.6719,-72313.9453,-72294.4375,35.235199
87950.0000,-72282.9453,-72347.0313,-72389.4531,106112.2188,-72363.7891,-72253.1719,-72317.0781,-72285.4688,-72283.9766,-72348.4844,-72361.3594,122842.9453,-72441.4844,-72304.9609,-72349.8438,92348.2188,-72392.1797,-72373.2500,-72480.0000,-72385.1797,-72365.6953,35.239197
58656.2266,-72449.5781,-72512.3906,-72554.7891,106160.8594,-72529.2656,-72418.3984,-72482.4609,-72450.9609,-72449.4453,-72513.8828,-72526.7578,122909.6484,-72607.1172,-72470.3203,-72515.3125,92378.7734,-72557.8281,-72538.7656,-72645.7813,-72550.7656,-72531.4063,35.243195
60107.7266,-72436.1641,-72499.3125,-72541.6484,106152.9219,-72516.0938,-72405.2734,-72469.4063,-72438.0469,-72436.5469,-72500.8984,-72513.7500,122915.4375,-72594.0859,-72457.3984,-72502.3516,92330.3828,-72545.2891,-72526.1797,-72633.2422,-72538.2500,-72518.9141,35.247192
89064.9688,-72235.2734,-72299.8203,-72342.1797,106080.4375,-72316.5156,-72205.8750,-72269.9375,-72238.3984,-72236.8984,-72301.4297,-72314.1953,122861.6094,-72394.2344,-72257.8203,-72302.6641,92284.5391,-72345.4219,-72326.4688,-72433.4219,-72338.4922,-72319.1094,35.251190
87405.2422,-72334.8281,-72398.8438,-72441.3516,106076.5938,-72415.7188,-72304.8047,-72368.8438,-72337.3984,-72335.8281,-72400.3125,-72413.0547,122911.3906,-72493.2969,-72356.7734,-72401.6797,92458.9453,-72444.1016,-72425.1250,-72532.0078,-72437.0859,-72417.7734,35.255188
57097.5508,-72491.1563,-72553.9609,-72596.2734,106131.6875,-72570.8359,-72459.8125,-72523.9688,-72492.6953,-72491.0859,-72555.6406,-72568.2656,122984.7500,-72648.6172,-72512.0313,-72556.9531,92512.1719,-72600.0469,-72580.8984,-72687.8672,-72592.9688,-72573.5625,35.259186
59993.1094,-72446.0703,-72509.1875,-72551.5000,106114.1641,-72525.9297,-72415.1094,-72479.2422,-72447.9453,-72446.2734,-72510.8438,-72523.5156,122983.0078,-72603.8750,-72467.3281,-72512.0938,92482.5547,-72555.3047,-72536.2109,-72643.1875,-72548.2188,-72528.7266,35.263184
89408.2969,-72252.1484,-72316.8281,-72359.1172,106044.3125,-72333.5078,-72222.7734,-72286.9063,-72255.5625,-72253.8438,-72318.4844,-72331.2734,122929.8516,-72411.3828,-72274.9453,-72319.7813,92458.6563,-72362.5156,-72343.6797,-72450.5859,-72355.7656,-72336.2578,35.267181
96626.2969,-72172.9063,-72239.9609,-72282.3438,106003.8594,-72256.5703,-72146.0391,-72210.1719,-72178.8281,-72177.2656,-72241.7734,-72254.6016,122910.2031,-72334.6484,-72198.2344,-72243.0000,92534.6328,-72285.5391,-72266.7891,-72373.6250,-72278.8984,-72259.3438,35.271179
87489.3750,-72342.3594,-72406.3984,-72448.7500,106038.3672,-72423.2031,-72312.3828,-72376.5781,-72345.1250,-72343.6094,-72408.0078,-72420.8594,122963.8516,-72501.1016,-72364.4375,-72409.2578,92660.1563,-72451.3203,-72432.4141,-72539.3203,-72444.4844,-72425.0156,35.275177
56460.4805,-72521.3281,-72583.8672,-72626.3125,106095.1016,-72600.7422,-72489.8125,-72554.0078,-72522.8281,-72521.2813,-72585.6563,-72598.4844,123029.4922,-72678.8828,-72542.1563,-72587.0391,92708.9766,-72629.2188,-72610.1328,-72717.1250,-72622.2266,-72602.7344,35.279175
59101.0938,-72497.9922,-72561.0000,-72603.4453,106088.1016,-72577.7656,-72466.9688,-72531.0469,-72499.9375,-72498.3750,-72562.8359,-72575.6406,123026.6328,-72656.0000,-72519.2734,-72564.2422,92674.0391,-72606.5547,-72587.5313,-72694.5313,-72599.5781,-72580.1094,35.283173
89181.2031,-72315.3125,-72379.8438,-72422.2422,106011.3281,-72396.5391,-72285.8281,-72349.8672,-72318.5313,-72316.9688,-72381.4766,-72394.3438,122959.6719,-72474.4766,-72337.9531,-72382.7891,92639.1484,-72425.3281,-72406.4141,-72513.3906,-72418.4844,-72399.0156,35.287170
96390.6406,-72290.7891,-72357.7109,-72400.0469,105974.1094,-72374.3203,-72263.6094,-72327.7422,-72296.3984,-72294.8125,-72359.3438,-72372.1953,122936.6719,-72452.2813,-72315.8047,-72360.6172,92707.4141,-72403.4219,-72384.6484,-72491.4844,-72396.5859,-72377.2266,35.291168
86392.9297,-72598.2422,-72662.1016,-72704.4766,106018.4531,-72678.9766,-72567.8672,-72632.1484,-72600.9453,-72599.3828,-72663.8203,-72676.6250,122992.6797,-72757.0703,-72620.2578,-72665.2500,92821.2734,-72708.1172,-72689.0078,-72796.1406,-72701.0156,-72681.8594,35.295166
47830.9219,-73006.2500,-73067.6484,-73110.0078,106061.2344,-73084.8828,-72973.3438,-73037.8125,-73006.7656,-73005.0156,-73069.5703,-73082.3594,123041.5469,-73163.1328,-73025.8984,-73071.0000,92856.3828,-73113.6953,-73094.0938,-73201.6484,-73106.0938,-73087.2031,35.299164
20421.0664,-74900.9609,-74959.9688,-75002.2578,106046.8828,-74978.2500,-74865.0625,-74930.2422,-74900.2656,-74898.1875,-74962.7656,-74975.1016,123029.1641,-75058.2969,-74918.6172,-74964.6172,92794.8047,-75008.8984,-74987.3047,-75096.0938,-74999.1953,-74981.3594,35.303162
15989.8115,-80310.3984,-80366.9688,-80408.9922,105975.0469,-80388.2891,-80269.8281,-80337.3047,-80310.3984,-80307.6719,-80372.2656,-80383.4844,122965.7266,-80473.2266,-80326.6016,-80375.2813,92699.3438,-80423.4063,-80395.9141,-80508.3438,-80407.6250,-80392.6953,35.307159
-9375.4834,-84340.7734,-84396.2031,-84438.1406,105923.5938,-84419.7891,-84297.2969,-84366.6797,-84342.0234,-84338.7422,-84403.3359,-84413.7266,122932.3125,-84508.2969,-84356.4844,-84407.2266,92704.7031,-84458.6094,-84426.6484,-84541.8906,-84438.2266,-84425.4219,35.311157
-68499.9844,-84931.5781,-84989.7109,-85031.6641,105965.5938,-85013.6016,-84890.6250,-84960.2969,-84935.8672,-84932.4922,-84997.0859,-85007.3906,122988.0078,-85102.7031,-84950.0781,-85001.1563,92797.4688,-85053.0313,-85020.3984,-85136.1406,-85032.0000,-85019.4844,35.315155
-84817.8281,-84870.8438,-84928.8906,-84970.8672,106026.6328,-84952.8750,-84829.8750,-84899.5234,-84874.8906,-84871.6016,-84936.2031,-84946.5703,123053.5703,-85041.7500,-84889.2656,-84940.2891,92825.1172,-84991.3906,-84958.8906,-85074.5156,-84970.4688,-84957.9297,35.319153
-83429.7188,-84470.8828,-84528.7500,-84570.8203,106008.1719,-84552.6016,-84429.9375,-84499.3594,-84474.6172,-84471.2813,-84535.9453,-84546.2969,123040.2500,-84641.0000,-84489.0078,-84539.8359,92770.8672,-84591.1094,-84559.0391,-84674.3281,-84570.5703,-84557.8516,35.323151
-44119.9961,-83916.1797,-83973.6484,-84015.7109,105933.4766,-83997.0938,-83875.0313,-83944.1875,-83919.1484,-83915.9141,-83980.5313,-83991.1250,122975.5625,-84085.1563,-83933.9063,-83984.4219,92722.3672,-84035.3359,-84003.7500,-84118.6875,-84015.2891,-84002.2344,35.327148
9549.0674,-83729.0938,-83786.5391,-83828.5156,105902.3125,-83809.7813,-83687.9688,-83756.9922,-83732.0469,-83728.8047,-83793.4688,-83803.9922,122959.5547,-83897.8281,-83746.7969,-83797.2891,92786.2031,-83848.2969,-83816.9844,-83931.8906,-83828.4688,-83815.3984,35.331146
-53485.9102,-83788.3281,-83846.4453,-83888.3281,105941.0703,-83869.7578,-83747.8672,-83816.8906,-83791.8594,-83788.4609,-83853.1484,-83863.6953,123014.0078,-83957.5547,-83806.5469,-83857.0625,92901.1094,-83908.1797,-83876.8594,-83991.7031,-83888.3984,-83875.2969,35.335144
-83325.1094,-83732.8047,-83790.9219,-83832.7813,105987.8359,-83814.1875,-83692.3281,-83761.3750,-83736.1172,-83732.7188,-83797.5156,-83808.0000,123068.2734,-83901.7656,-83750.8438,-83801.2891,92940.3594,-83852.0938,-83820.9141,-83935.5781,-83832.4297,-83819.2422,35.339142
-81304.6484,-83433.5625,-83491.4531,-83533.3828,105981.3984,-83514.5859,-83393.0391,-83461.8828,-83436.5313,-83433.2891,-83497.9766,-83508.5469,123064.5859,-83601.9609,-83451.4453,-83501.6875,92897.8047,-83552.2500,-83521.3828,-83635.9297,-83532.9609,-83519.6172,35.343140
-29736.8496,-83092.2969,-83150.5234,-83192.4531,105910.8984,-83173.4063,-83052.2422,-83120.9063,-83095.3750,-83092.3203,-83156.8438,-83167.5781,123004.4609,-83260.5156,-83110.4453,-83160.4922,92867.0938,-83211.3359,-83180.8047,-83295.1563,-83192.3438,-83178.8594,35.347137
29615.8809,-82973.7891,-83034.4688,-83076.3828,105868.9922,-83057.1563,-82936.1250,-83004.7422,-82979.3516,-82976.3125,-83040.8828,-83051.6172,122978.9141,-83144.3984,-82994.3906,-83044.4609,92948.0078,-83095.3125,-83064.8203,-83179.0859,-83076.4453,-83062.8125,35.351135
-43601.3672,-83079.9531,-83138.2500,-83180.3125,105917.4453,-83161.2031,-83040.0547,-83108.7891,-83083.3125,-83080.2266,-83144.8438,-83155.5078,123036.3828,-83248.3984,-83098.3281,-83148.4219,93070.7188,-83199.3125,-83168.7109,-83283.0859,-83180.3594,-83166.7500,35.355133
-82220.4844,-83018.3125,-83076.1328,-83118.1094,105969.5703,-83099.1094,-82977.8984,-83046.6719,-83021.0625,-83018.0156,-83082.6406,-83093.2969,123089.1094,-83186.1719,-83036.1016,-83086.1484,93117.3438,-83136.8828,-83106.4453,-83220.7266,-83117.9531,-83104.4531,35.359131
-77885.8594,-82589.4219,-82647.2969,-82689.2266,105946.4375,-82669.9766,-82549.1250,-82617.7031,-82591.7500,-82588.8438,-82653.3750,-82664.1484,123065.3047,-82756.7031,-82607.0391,-82656.9063,93076.5938,-82706.3047,-82676.3047,-82790.3203,-82687.8828,-82674.0469,35.363129
-6460.3022,-82130.3438,-82190.5781,-82232.5547,105877.9531,-82212.7969,-82092.5234,-82160.8516,-82134.9688,-82132.1094,-82196.6172,-82207.5000,123000.8828,-82299.4766,-82150.4141,-82200.0156,93049.4375,-82249.2344,-82219.6797,-82333.4063,-82231.3281,-82217.2266,35.367126
60557.0859,-81993.9063,-82056.4922,-82098.5156,105840.0859,-82078.5313,-81958.5234,-82026.7891,-82000.8359,-81997.9063,-82062.4844,-82073.5000,122973.7734,-82165.2109,-82016.3047,-82065.8359,93134.5547,-82115.3906,-82086.0391,-82199.6328,-82097.6641,-82083.4688,35.371124
-25273.5645,-82112.2188,-82171.3125,-82213.4219,105881.8203,-82193.6641,-82073.4141,-82141.6953,-82115.9688,-82112.9063,-82177.4609,-82188.5000,123024.1328,-82280.2109,-82131.2578,-82180.9453,93267.1172,-82230.7656,-82201.3516,-82314.9688,-82212.9531,-82198.8281,35.375122
-80157.0156,-82173.3672,-82231.3750,-82273.3281,105937.0703,-82253.7266,-82133.3828,-82201.6875,-82175.8750,-82172.8359,-82237.4297,-82248.4297,123078.0625,-82340.2031,-82191.1641,-82240.9141,93318.8438,-82290.9375,-82261.4609,-82375.1406,-82273.0547,-82259.0469,35.379120
-75655.4453,-81974.5078,-82032.1719,-82074.1953,105921.4688,-82054.5234,-81934.3594,-82002.6719,-81976.6094,-81973.5859,-82038.1641,-82049.0938,123060.8359,-82140.7578,-81992.0938,-82041.6719,93282.9922,-82091.1797,-82061.8359,-82175.4219,-82073.4531,-82059.3750,35.383118
2979.6885,-81665.7188,-81725.6641,-81767.7734,105843.6875,-81747.7891,-81627.9453,-81696.1172,-81669.9609,-81667.0391,-81731.5000,-81742.5859,122992.2813,-81833.8672,-81685.5625,-81734.8984,93246.7344,-81783.3516,-81754.4297,-81867.7500,-81766.0781,-81751.7500,35.387115
67771.1563,-81570.0313,-81631.0078,-81673.1563,105804.9297,-81652.9766,-81533.2578,-81601.3672,-81575.1484,-81572.2422,-81636.7734,-81647.8828,122970.7813,-81738.9375,-81590.8359,-81640.1016,93323.1797,-81689.0703,-81660.3281,-81773.5391,-81672.0234,-81657.5547,35.391113
-17903.8359,-81667.0547,-81726.5156,-81768.5781,105850.6641,-81748.5781,-81628.7891,-81696.8750,-81670.5859,-81667.7266,-81732.2578,-81743.2969,123029.9219,-81834.4688,-81686.1875,-81735.6563,93454.2031,-81784.8516,-81755.9922,-81869.2969,-81767.6172,-81753.3125,35.395111
-78728.5625,-81618.4844,-81676.3125,-81718.3359,105901.6484,-81698.3750,-81578.5469,-81646.7656,-81620.3672,-81617.4844,-81682.0547,-81693.0547,123086.2656,-81784.2891,-81635.9688,-81685.3203,93497.7031,-81734.9844,-81706.2188,-81819.5156,-81717.7969,-81703.4688,35.399109
-71678.7578,-81341.0547,-81398.8828,-81440.9063,105888.6563,-81420.8516,-81301.2734,-81369.2891,-81342.7109,-81339.8281,-81404.4453,-81415.5313,123079.8984,-81506.4141,-81358.4219,-81407.6641,93452.7969,-81457.3750,-81428.7422,-81541.9297,-81440.4141,-81425.8828,35.403107
11301.7793,-81374.7422,-81437.0547,-81479.0547,105815.1250,-81458.8750,-81339.4219,-81407.3750,-81380.9766,-81378.0469,-81442.6875,-81453.7578,123023.6172,-81544.6172,-81396.6875,-81446.0234,93414.7344,-81495.2813,-81466.6953,-81579.7500,-81478.2734,-81463.7031,35.407104
32771.6367,-83163.0391,-83226.6250,-83268.6484,105770.6875,-83249.3828,-83128.2813,-83197.1250,-83171.7578,-83168.5781,-83233.1563,-83243.8594,123004.2188,-83336.9141,-83186.7109,-83236.8672,93467.9297,-83286.7109,-83256.2891,-83370.5938,-83267.7813,-83254.1875,35.411102
-61390.9414,-84576.5625,-84635.1641,-84677.1016,105820.1484,-84658.8359,-84536.2188,-84605.7109,-84581.0313,-84577.7031,-84642.2344,-84652.6719,123073.5938,-84747.4375,-84595.3359,-84646.1875,93573.3594,-84697.0859,-84665.1875,-84780.5469,-84676.7891,-84663.9141,35.415100
-83503.1641,-83589.3516,-83647.4688,-83689.3750,105875.4063,-83670.6641,-83548.9375,-83617.9609,-83592.7500,-83589.4609,-83653.9922,-83664.6797,123145.8828,-83758.2891,-83607.5234,-83657.8125,93617.5078,-83708.1484,-83677.2422,-83791.9688,-83688.8359,-83675.5391,35.419098
-77708.3203,-82257.5703,-82315.4844,-82357.4609,105853.5000,-82338.0781,-82217.5781,-82285.9297,-82260.0469,-82257.0313,-82321.5156,-82332.4219,123143.0625,-82424.4219,-82275.3125,-82324.9844,93570.4531,-82375.0938,-82345.5703,-82459.3828,-82357.0781,-82343.1563,35.423096
