Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,AFz,Cpz,POz,TimeStamp,Event,EventFile,EventTime
-765.3461,-177338.9375,-183987.2813,-186168.7969,-175212.2344,-175716.0938,-176821.7188,-184732.4063,-187294.5781,-187500.0156,-180964.4844,-187500.0156,-178835.3438,-159158.3594,-173819.9844,-177613.4219,-187500.0156,-187500.0156,-187500.0156,-171810.0781,-182447.6563,-187500.0156,59.175720,NaN,NaN,NaN
-473.0076,-180429.4688,-185366.6563,-187500.0156,-176108.8906,-178381.8750,-178424.8750,-186200.1563,-187500.0156,-187500.0156,-182830.4688,-187500.0156,-179932.3125,-163214.1719,-174726.3594,-179538.9531,-187500.0156,-187500.0156,-187500.0156,-173881.6719,-183958.9219,-187500.0156,59.179718,NaN,NaN,NaN
-272.4007,-181815.5469,-185976.7656,-187500.0156,-176502.5938,-179669.7031,-179164.1406,-186904.0313,-187500.0156,-187500.0156,-183631.2813,-187500.0156,-180427.8750,-165234.1719,-175112.0313,-180494.0469,-187500.0156,-187500.0156,-187500.0156,-174756.8438,-184718.8594,-187500.0156,59.183716,NaN,NaN,NaN
-870.6451,-179402.2969,-184900.4844,-187500.0156,-175791.3281,-177654.7656,-177928.9844,-185788.1875,-187500.0156,-187500.0156,-182165.3281,-187500.0156,-179578.7344,-162224.3906,-174392.3750,-179052.1250,-187500.0156,-187500.0156,-187500.0156,-173138.2344,-183602.7500,-187500.0156,59.187714,NaN,NaN,NaN
-894.1144,-176797.7813,-183731.2656,-185732.8438,-175035.4063,-175341.5156,-176558.3281,-184515.6563,-187076.3125,-187500.0156,-180600.5313,-187500.0156,-178645.9063,-158661.9688,-173635.8750,-177363.9688,-187500.0156,-187500.0156,-187500.0156,-171413.5938,-182272.8125,-187500.0156,59.191711,NaN,NaN,NaN
-894.1144,-176797.7813,-183731.2656,-185732.8438,-175035.4063,-175341.5156,-176558.3281,-184515.6563,-187076.3125,-187500.0156,-180600.5313,-187500.0156,-178645.9063,-158661.9688,-173635.8750,-177363.9688,-187500.0156,-187500.0156,-187500.0156,-171413.5938,-182272.8125,-187500.0156,59.195709,NaN,NaN,NaN
-766.0389,-177328.2813,-183982.7031,-186162.5313,-175209.7344,-175712.5938,-176822.5625,-184733.0469,-187291.3594,-187500.0156,-180958.7500,-187500.0156,-178837.9531,-159151.5469,-173820.7188,-177614.4688,-187500.0156,-187500.0156,-187500.0156,-171801.8281,-182446.3125,-187500.0156,59.199707,NaN,NaN,NaN
-766.0389,-177328.2813,-183982.7031,-186162.5313,-175209.7344,-175712.5938,-176822.5625,-184733.0469,-187291.3594,-187500.0156,-180958.7500,-187500.0156,-178837.9531,-159151.5469,-173820.7188,-177614.4688,-187500.0156,-187500.0156,-187500.0156,-171801.8281,-182446.3125,-187500.0156,59.203705,NaN,NaN,NaN
-475.8463,-180420.7656,-185366.1875,-187500.0156,-176111.1094,-178379.6250,-178428.6719,-186204.2656,-187500.0156,-187500.0156,-182828.0156,-187500.0156,-179937.5781,-163205.3281,-174730.4219,-179542.7500,-187500.0156,-187500.0156,-187500.0156,-173871.5469,-183956.0156,-187500.0156,59.207703,NaN,NaN,NaN
-475.8463,-180420.7656,-185366.1875,-187500.0156,-176111.1094,-178379.6250,-178428.6719,-186204.2656,-187500.0156,-187500.0156,-182828.0156,-187500.0156,-179937.5781,-163205.3281,-174730.4219,-179542.7500,-187500.0156,-187500.0156,-187500.0156,-173871.5469,-183956.0156,-187500.0156,59.211700,NaN,NaN,NaN
-270.2773,-181805.8906,-185969.0625,-187500.0156,-176495.5625,-179665.3750,-179162.2344,-186901.6875,-187500.0156,-187500.0156,-183623.1719,-187500.0156,-180427.7500,-165230.5781,-175108.3438,-180491.0469,-187500.0156,-187500.0156,-187500.0156,-174754.2188,-184721.2656,-187500.0156,59.215698,NaN,NaN,NaN
-270.2773,-181805.8906,-185969.0625,-187500.0156,-176495.5625,-179665.3750,-179162.2344,-186901.6875,-187500.0156,-187500.0156,-183623.1719,-187500.0156,-180427.7500,-165230.5781,-175108.3438,-180491.0469,-187500.0156,-187500.0156,-187500.0156,-174754.2188,-184721.2656,-187500.0156,59.219696,NaN,NaN,NaN
-867.9406,-179406.5625,-184903.1406,-187500.0156,-175793.8281,-177664.5313,-177937.8281,-185796.3281,-187500.0156,-187500.0156,-182169.0156,-187500.0156,-179586.9844,-162236.1563,-174398.0781,-179062.3594,-187500.0156,-187500.0156,-187500.0156,-173139.7969,-183608.4844,-187500.0156,59.223694,NaN,NaN,NaN
-867.9406,-179406.5625,-184903.1406,-187500.0156,-175793.8281,-177664.5313,-177937.8281,-185796.3281,-187500.0156,-187500.0156,-182169.0156,-187500.0156,-179586.9844,-162236.1563,-174398.0781,-179062.3594,-187500.0156,-187500.0156,-187500.0156,-173139.7969,-183608.4844,-187500.0156,59.227692,NaN,NaN,NaN
-894.2709,-176802.8906,-183737.1250,-185742.0313,-175041.7188,-175352.0156,-176569.7031,-184526.7031,-187082.4844,-187500.0156,-180606.7656,-187500.0156,-178656.3906,-158672.8125,-173644.4531,-177377.2500,-187500.0156,-187500.0156,-187500.0156,-171412.5313,-182277.0625,-187500.0156,59.231689,NaN,NaN,NaN
-894.2709,-176802.8906,-183737.1250,-185742.0313,-175041.7188,-175352.0156,-176569.7031,-184526.7031,-187082.4844,-187500.0156,-180606.7656,-187500.0156,-178656.3906,-158672.8125,-173644.4531,-177377.2500,-187500.0156,-187500.0156,-187500.0156,-171412.5313,-182277.0625,-187500.0156,59.235687,NaN,NaN,NaN
-765.9943,-177312.2031,-183972.1250,-186150.4688,-175200.9219,-175703.5000,-176817.8438,-184728.0625,-187281.9531,-187500.0156,-180947.1719,-187500.0156,-178835.9219,-159141.4844,-173815.7031,-177608.5625,-187500.0156,-187500.0156,-187500.0156,-171794.9844,-182446.0625,-187500.0156,59.239685,NaN,NaN,NaN
-476.6286,-180410.0000,-185362.0469,-187500.0156,-176109.1875,-178376.2188,-178429.6094,-186204.9531,-187500.0156,-187500.0156,-182822.9063,-187500.0156,-179940.7188,-163197.6563,-174732.0469,-179543.9063,-187500.0156,-187500.0156,-187500.0156,-173863.6406,-183954.1094,-187500.0156,59.243683,NaN,NaN,NaN
-476.6286,-180410.0000,-185362.0469,-187500.0156,-176109.1875,-178376.2188,-178429.6094,-186204.9531,-187500.0156,-187500.0156,-182822.9063,-187500.0156,-179940.7188,-163197.6563,-174732.0469,-179543.9063,-187500.0156,-187500.0156,-187500.0156,-173863.6406,-183954.1094,-187500.0156,59.247681,NaN,NaN,NaN
-267.3716,-181808.1250,-185972.9375,-187500.0156,-176500.5625,-179672.5313,-179171.5938,-186910.4844,-187500.0156,-187500.0156,-183627.6875,-187500.0156,-180436.7500,-165236.7656,-175115.6250,-180501.8125,-187500.0156,-187500.0156,-187500.0156,-174752.2344,-184723.3281,-187500.0156,59.251678,NaN,NaN,NaN
-267.3716,-181808.1250,-185972.9375,-187500.0156,-176500.5625,-179672.5313,-179171.5938,-186910.4844,-187500.0156,-187500.0156,-183627.6875,-187500.0156,-180436.7500,-165236.7656,-175115.6250,-180501.8125,-187500.0156,-187500.0156,-187500.0156,-174752.2344,-184723.3281,-187500.0156,59.255676,NaN,NaN,NaN
-865.1466,-179403.9063,-184897.7813,-187500.0156,-175788.1563,-177666.2344,-177939.4219,-185796.9844,-187500.0156,-187500.0156,-182164.8750,-187500.0156,-179588.7969,-162243.5938,-174395.8594,-179063.9531,-187500.0156,-187500.0156,-187500.0156,-173143.0000,-183614.4844,-187500.0156,59.259674,NaN,NaN,NaN
102669.0234,6033.6074,5818.4048,5565.0029,-4883.2300,-4926.6372,-4852.6084,-4815.7280,6207.8613,6543.5176,43207.1055,14258.4453,-4848.8530,13416.8350,-4790.2021,15229.3828,7534.7729,21806.0488,6551.6763,29018.0625,14476.6875,20472.0508,4.591431,NaN,NaN,NaN
45712.7344,7771.4331,6976.8955,7380.6353,-5910.7173,-5954.3257,-5879.1567,-5843.8857,7471.8525,7989.5635,44263.4023,16826.7949,-5876.7651,15733.9736,-5818.3154,16603.8359,8510.5156,23149.2324,7653.9746,30652.1309,15556.7686,21365.3828,4.595428,NaN,NaN,NaN
45298.6250,7769.1309,6983.8691,7430.3452,-5877.9272,-5921.4688,-5846.2998,-5810.9614,7527.8213,8061.2012,44264.9023,16880.6406,-5843.6846,15872.2861,-5785.3467,16698.8535,8512.4600,23200.5293,7662.8706,30652.8457,15640.1855,21542.9238,4.599426,NaN,NaN,NaN
103596.6406,5943.7534,5809.0840,5637.6240,-4788.8833,-4832.2905,-4758.4629,-4721.4932,6259.1587,6599.7769,43159.8750,14231.6230,-4754.2383,13561.1377,-4695.5425,15334.8389,7523.3511,21856.4063,6539.6509,28958.5391,14599.1084,20751.6719,4.603424,NaN,NaN,NaN
141425.7344,4785.5083,5082.3618,4140.8618,-4128.9707,-4172.2212,-4099.4663,-4061.3342,5395.9790,5609.4829,42459.5078,12463.9805,-4094.0571,11934.9590,-4035.0261,14372.3057,6903.3135,20938.3984,5806.2900,27877.1172,13856.3379,20057.6270,4.607422,NaN,NaN,NaN
102546.6719,5970.7544,5910.0469,5441.6216,-4896.2163,-4939.7129,-4865.5498,-4828.7813,6218.4561,6558.5825,43189.9180,14153.9287,-4861.5713,13383.1963,-4802.9648,15230.1875,7589.1992,21812.5078,6560.5942,28985.4961,14526.2637,20485.3945,4.611420,NaN,NaN,NaN
45543.7578,7685.8257,7066.1235,7317.5811,-5900.4131,-5944.0215,-5868.6963,-5833.4697,7474.6021,7987.9321,44241.8789,16705.8711,-5866.4385,15691.1025,-5807.9888,16594.5605,8568.0938,23158.8867,7665.1504,30603.5156,15608.3564,21379.9336,4.615417,NaN,NaN,NaN
44964.6445,7666.3350,7071.9575,7353.5674,-5875.3569,-5918.9204,-5843.5952,-5808.3687,7533.0293,8054.9424,44242.3242,16754.2402,-5841.1812,15829.8174,-5782.7759,16688.2363,8570.6865,23214.5879,7676.8403,30578.3027,15693.8301,21559.3301,4.619415,NaN,NaN,NaN
103331.5313,5829.5581,5903.2520,5436.6147,-4799.2769,-4842.5947,-4768.8784,-4731.9536,6278.1353,6622.1289,43145.5703,14105.8057,-4764.6094,13524.2803,-4705.9810,15336.2246,7576.8613,21871.7168,6554.5596,28839.3379,14652.1494,20768.9277,4.623413,NaN,NaN,NaN
141624.0156,4619.4126,5152.7251,3174.6853,-4107.2446,-4150.3833,-4077.5615,-4039.4519,5401.4775,5606.2197,42426.8516,12296.0742,-4072.3088,11871.5918,-4013.3450,14353.6865,6945.9385,20947.3828,5816.7505,27692.0449,13903.5000,20071.6641,4.627411,NaN,NaN,NaN
103312.7578,5745.4263,5967.3345,4937.5225,-4868.0308,-4911.5498,-4837.4092,-4800.5288,6213.9858,6536.1865,43146.1523,13937.5859,-4833.4751,13289.7656,-4774.9136,15193.8438,7619.7988,21812.8887,6564.5732,28722.5039,14564.7539,20493.2852,4.631409,NaN,NaN,NaN
46646.1445,7414.8335,7135.3022,7101.9985,-5881.3472,-5925.0225,-5849.5854,-5814.2920,7481.1733,7991.6426,44210.2500,16463.6465,-5847.1938,15588.2402,-5788.8560,16564.1172,8591.6523,23158.5527,7669.8667,30255.1191,15643.7168,21386.3496,4.635406,NaN,NaN,NaN
46184.1133,7330.4780,7133.9839,7086.1509,-5825.8032,-5869.4116,-5794.0415,-5758.7480,7538.3936,8046.5605,44205.5586,16476.2305,-5791.5381,15711.2197,-5733.0884,16647.4902,8589.8867,23220.1992,7688.8882,30137.1914,15731.7832,21569.8789,4.639404,NaN,NaN,NaN
46184.1133,7330.4780,7133.9839,7086.1509,-5825.8032,-5869.4116,-5794.0415,-5758.7480,7538.3936,8046.5605,44205.5586,16476.2305,-5791.5381,15711.2197,-5733.0884,16647.4902,8589.8867,23220.1992,7688.8882,30137.1914,15731.7832,21569.8789,4.643402,NaN,NaN,NaN
104818.1250,5208.6270,5949.4756,4201.7031,-4740.3804,-4783.7646,-4709.9146,-4672.8330,6282.8740,6603.9346,43099.8828,13786.9805,-4705.6904,13385.0283,-4646.9722,15284.3232,7581.8901,21875.0918,6566.8081,28286.5332,14684.4697,20777.7793,4.647400,NaN,NaN,NaN
104818.1250,5208.6270,5949.4756,4201.7031,-4740.3804,-4783.7646,-4709.9146,-4672.8330,6282.8740,6603.9346,43099.8828,13786.9805,-4705.6904,13385.0283,-4646.9722,15284.3232,7581.8901,21875.0918,6566.8081,28286.5332,14684.4697,20777.7793,4.651398,NaN,NaN,NaN
143883.8438,2721.9507,5190.0972,-476.6509,-4041.7988,-4085.0271,-4012.4285,-3974.1624,5405.7021,5600.9224,42378.3008,11923.8955,-4007.2429,11699.9756,-3948.2566,14293.4033,6927.0513,20935.9609,5818.6729,27004.4160,13919.5703,20070.4805,4.655396,NaN,NaN,NaN
106403.7734,4590.6904,5979.7622,2387.0769,-4764.8555,-4808.2178,-4734.0322,-4696.9956,6200.3960,6500.4233,43079.1875,13486.4609,-4730.4561,13067.6787,-4671.7827,15102.8271,7580.8843,21789.4629,6559.2534,27891.5332,14567.6592,20483.9434,4.659393,NaN,NaN,NaN
106403.7734,4590.6904,5979.7622,2387.0769,-4764.8555,-4808.2178,-4734.0322,-4696.9956,6200.3960,6500.4233,43079.1875,13486.4609,-4730.4561,13067.6787,-4671.7827,15102.8271,7580.8843,21789.4629,6559.2534,27891.5332,14567.6592,20483.9434,4.663391,NaN,NaN,NaN
50272.2695,6734.1782,7144.4888,6401.4502,-5775.4448,-5818.8516,-5743.5039,-5708.0093,7465.7954,7945.1060,44138.2344,15952.8418,-5740.9785,15332.9609,-5682.6177,16457.4316,8539.3945,23133.0039,7666.0669,29283.3105,15641.1465,21375.0391,4.667389,NaN,NaN,NaN
50272.2695,6734.1782,7144.4888,6401.4502,-5775.4448,-5818.8516,-5743.5039,-5708.0093,7465.7954,7945.1060,44138.2344,15952.8418,-5740.9785,15332.9609,-5682.6177,16457.4316,8539.3945,23133.0039,7666.0669,29283.3105,15641.1465,21375.0391,4.671387,NaN,NaN,NaN
50105.6367,6464.6606,7151.6860,6265.2383,-5720.9512,-5764.3584,-5689.0552,-5653.5830,7536.9185,8028.8804,44145.5195,15934.5361,-5686.3730,15443.8477,-5628.0352,16545.2969,8524.3066,23194.7168,7687.7256,29031.3828,15725.1895,21557.9668,4.675385,NaN,NaN,NaN
108967.3438,1549.2440,5953.8340,892.0804,-4597.2397,-4640.7139,-4566.9531,-4529.5586,6276.4590,6569.9375,43035.5547,13204.9854,-4562.2593,13097.1162,-4503.6528,15166.8428,7506.3638,21851.6230,6567.9707,27063.9609,14677.0938,20767.8105,4.679382,NaN,NaN,NaN
108967.3438,1549.2440,5953.8340,892.0804,-4597.2397,-4640.7139,-4566.9531,-4529.5586,6276.4590,6569.9375,43035.5547,13204.9854,-4562.2593,13097.1162,-4503.6528,15166.8428,7506.3638,21851.6230,6567.9707,27063.9609,14677.0938,20767.8105,4.683380,NaN,NaN,NaN
148700.2031,-3299.5198,5188.7563,-3562.6892,-3894.8584,-3938.2207,-3865.4436,-3826.8645,5393.6099,5550.8096,42305.8398,11285.2617,-3859.1851,11381.0605,-3800.0647,14157.9521,6832.8164,20904.4004,5814.6050,25649.6309,13903.9248,20056.9570,4.687378,NaN,NaN,NaN
148700.2031,-3299.5198,5188.7563,-3562.6892,-3894.8584,-3938.2207,-3865.4436,-3826.8645,5393.6099,5550.8096,42305.8398,11285.2617,-3859.1851,11381.0605,-3800.0647,14157.9521,6832.8164,20904.4004,5814.6050,25649.6309,13903.9248,20056.9570,4.691376,NaN,NaN,NaN
112309.6016,-2519.2874,5956.2031,-3202.2673,-4605.7778,-4649.3638,-4575.4468,-4538.1416,6183.9229,6459.1846,42995.6367,12772.9707,-4571.1328,12703.8818,-4512.3477,14950.7461,7453.5464,21735.5293,6542.0425,26366.1387,14530.1084,20456.6738,4.695374,NaN,NaN,NaN
56952.5781,2033.3158,7065.6318,1416.8994,-5582.7056,-5626.2466,-5551.0332,-5515.2256,7428.7363,7871.9263,44021.2656,15153.1631,-5548.8652,14915.4082,-5490.4824,16269.0293,8379.8252,23060.7188,7639.8037,27587.5723,15582.9209,21334.4258,4.699371,NaN,NaN,NaN
56952.5781,2033.3158,7065.6318,1416.8994,-5582.7056,-5626.2466,-5551.0332,-5515.2256,7428.7363,7871.9263,44021.2656,15153.1631,-5548.8652,14915.4082,-5490.4824,16269.0293,8379.8252,23060.7188,7639.8037,27587.5723,15582.9209,21334.4258,4.703369,NaN,NaN,NaN
57119.9922,456.4673,7057.1382,775.5161,-5525.8877,-5569.4063,-5494.2598,-5458.3184,7500.4629,7948.1235,44018.6523,15088.9473,-5491.8457,15003.8096,-5433.3511,16342.9912,8347.5713,23121.2031,7663.8989,27206.7891,15660.5703,21515.0293,4.707367,NaN,NaN,NaN
116375.4688,-3658.0864,5874.1724,-3559.1128,-4398.8457,-4442.3198,-4368.2236,-4330.5610,6254.2637,6517.2544,42917.7617,12334.8994,-4363.6641,12650.2822,-4304.8115,14968.5156,7315.6138,21776.7676,6545.6855,25132.0547,14607.4453,20724.1797,4.711365,NaN,NaN,NaN
116375.4688,-3658.0864,5874.1724,-3559.1128,-4398.8457,-4442.3198,-4368.2236,-4330.5610,6254.2637,6517.2544,42917.7617,12334.8994,-4363.6641,12650.2822,-4304.8115,14968.5156,7315.6138,21776.7676,6545.6855,25132.0547,14607.4453,20724.1797,4.715363,NaN,NaN,NaN
156894.4063,-3507.9497,5078.1821,-3612.1089,-3636.4500,-3679.7898,-3606.9902,-3568.1653,5356.4834,5469.7847,42171.9727,10349.8184,-3600.0613,10896.7207,-3540.7844,13931.0820,6618.2617,20817.8320,5786.8887,23610.8848,13822.4072,20007.9180,4.719360,NaN,NaN,NaN
121441.6016,-4194.4609,5818.8071,-4284.6729,-4308.4102,-4351.8174,-4278.1685,-4240.4834,6132.6924,6355.0254,42845.6992,11767.0527,-4273.0054,12176.6260,-4214.0635,14695.8916,7200.0557,21630.3633,6504.8716,24213.6895,14431.4258,20397.0391,4.723358,NaN,NaN,NaN
66762.1563,-5191.7290,6927.2749,-5260.1250,-5284.4214,-5327.8062,-5252.9727,-5216.8076,7385.9995,7792.5107,43875.8242,14110.1191,-5249.5527,14370.3379,-5191.1030,16012.2979,8092.4043,22945.4727,7602.1411,25328.7285,15474.3799,21270.2090,4.727356,NaN,NaN,NaN
66762.1563,-5191.7290,6927.2749,-5260.1250,-5284.4214,-5327.8062,-5252.9727,-5216.8076,7385.9995,7792.5107,43875.8242,14110.1191,-5249.5527,14370.3379,-5191.1030,16012.2979,8092.4043,22945.4727,7602.1411,25328.7285,15474.3799,21270.2090,4.731354,NaN,NaN,NaN
67266.0078,-5093.9175,6882.9512,-5162.5376,-5186.7446,-5230.1294,-5155.3403,-5119.1304,7451.6021,7850.7368,43859.0625,13999.5010,-5151.7417,14435.0020,-5093.2026,16064.9355,8029.9531,23001.2402,7628.7397,24843.8730,15545.6152,21448.8906,4.735352,NaN,NaN,NaN
126931.4375,-3913.2092,5647.1235,-4005.2312,-4029.4158,-4072.7559,-3999.4868,-3961.3547,6204.6875,6406.5908,42745.9453,11201.6885,-3993.2285,12060.7549,-3934.2644,14673.6738,6966.7925,21651.2617,6511.1973,22650.0957,14487.6846,20658.2871,4.739349,NaN,NaN,NaN
133626.7500,-3711.2612,5474.1655,-3806.3008,-3830.4182,-3873.6465,-3800.9587,-3762.4019,6064.9893,6222.5020,42625.7148,10524.9668,-3793.8955,11512.6904,-3734.7529,14362.0234,6790.3257,21470.1016,6450.7803,21409.1484,14281.2217,20318.8301,4.743347,NaN,NaN,NaN
80316.5000,-4589.7295,6536.8345,-4663.7583,-4687.6079,-4731.0596,-4656.6729,-4619.6138,7382.3784,7719.4878,43625.4844,12691.5215,-4651.8672,13729.3350,-4593.1494,15706.0781,7598.2964,22814.5586,7562.0195,21754.9512,15362.9346,21357.4707,4.747345,NaN,NaN,NaN
181522.5781,-2501.0037,4433.2002,-2614.7739,-2642.1772,-2685.2715,-2613.5894,-2572.6633,5222.9541,5194.7910,41766.7148,7806.5923,-2602.1230,9549.8496,-2541.9521,13235.2725,5799.4951,20475.7832,5668.0444,17706.4707,13496.6758,19850.2715,4.751343,NaN,NaN,NaN
94538.6641,-3929.8164,6061.7036,-4009.3440,-4033.3274,-4076.8909,-4002.7949,-3964.7522,7276.4536,7505.9614,43387.3711,11266.8877,-3996.5811,12967.4531,-3937.7737,15241.0059,7099.4277,22563.5488,7467.8965,18196.3301,15125.4023,21267.5938,4.755341,NaN,NaN,NaN
154209.3125,-2699.6882,4820.9805,-2801.7910,-2828.5461,-2871.6851,-2799.5781,-2759.0769,6031.6401,6057.1660,42304.8984,8450.5908,-2788.4023,10604.8066,-2728.2986,13822.2734,6024.6890,21201.2773,6349.3032,15819.6475,14051.7588,20483.0938,4.759338,NaN,NaN,NaN
162653.8906,-2378.9631,4461.7656,-2482.7200,-2510.7043,-2553.7761,-2481.8481,-2440.7209,5830.1396,5782.1279,42149.7578,7647.4927,-2469.2195,9989.8438,-2408.8250,13404.9893,5759.4185,20928.4512,6233.7002,14222.8164,13767.2881,20123.3203,4.763336,NaN,NaN,NaN
109353.1328,-3341.2058,5472.1538,-3426.1870,-3451.6233,-3494.9856,-3421.6943,-3382.5789,7060.7817,7187.7622,43136.9219,9929.7178,-3412.9324,12125.8438,-3353.9238,14658.2285,6584.6895,22198.8125,7309.2212,15034.3193,14744.3057,20979.9277,4.767334,NaN,NaN,NaN
187500.0000,-1096.3307,3188.8562,-1197.2488,-1230.0835,-1272.8424,-1201.9650,-1158.6920,4943.3115,4663.9370,41263.5781,4934.9072,-1180.8650,8003.5557,-1118.3025,12140.0811,4570.1045,19833.9531,5402.2822,9906.0020,12803.9277,19645.1270,4.771332,NaN,NaN,NaN
176616.8594,-1658.2535,3721.7441,-1763.2620,-1793.8616,-1836.7322,-1765.3854,-1723.0065,5640.3506,5445.9351,41850.3320,6222.7476,-1748.2640,9158.6045,-1686.7073,12793.9590,5037.3677,20542.3477,6054.3052,10169.7529,13299.9131,19997.2773,4.775330,NaN,NaN,NaN
126682.0625,-2564.4827,4652.8730,-2656.1472,-2683.5950,-2726.8010,-2654.2024,-2613.5000,6945.1113,6911.7852,42834.2773,8416.7949,-2641.5737,11319.1465,-2582.2522,14050.1494,5724.8179,21833.0488,7155.7544,10340.8779,14225.3652,21033.9063,4.779327,NaN,NaN,NaN
180084.7188,-1313.7908,3343.0161,-1417.8158,-1449.3541,-1492.2247,-1421.2133,-1378.7897,5678.5273,5406.1938,41716.8906,5585.0527,-1148.4103,8921.0059,-1209.1846,12591.3633,4601.9336,20440.8262,6026.6782,7926.5093,13074.1162,20244.2871,4.783325,NaN,NaN,NaN
187500.0000,-464.2234,2317.5183,-565.9014,-599.1832,-642.3668,-571.9141,-529.9598,4709.7583,4258.6328,40907.4688,3469.1023,389.0321,7055.7749,216.6778,11450.3740,3768.2358,19379.8789,5195.3052,6044.0010,12147.1221,19497.2910,4.787323,NaN,NaN,NaN
187500.0000,-1086.2277,2833.5305,-1192.5326,-1224.0933,-1267.2097,-1196.1759,-1153.5065,5393.8335,5035.1997,41485.6875,4792.5269,-346.8990,8166.2544,-484.6082,12088.0908,4209.3477,20139.7930,5826.0488,6350.8901,12590.7822,19841.6426,4.791321,NaN,NaN,NaN
143119.5156,-2100.9075,3838.5320,-2199.3445,-2227.6865,-2270.9595,-2068.4526,-2154.8645,6599.2627,6390.9893,42464.2656,7121.0645,-2122.3875,10235.7803,-2087.8987,13300.0254,5013.1831,21470.0566,6885.0972,7278.1299,13493.9707,20688.7285,4.795319,NaN,NaN,NaN
143341.8438,-2052.0466,3780.5293,-2149.8130,-2164.7888,-2221.5398,-1362.6517,-2098.2476,6675.3257,6439.8726,42462.0781,7057.8535,-2024.1516,10260.8809,-1992.1886,13309.1670,4894.2051,21584.8105,6906.2866,6651.0967,13451.9502,20866.5605,4.799316,NaN,NaN,NaN
